uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0ACI8QLY8|ensembl_protein_id=ENSP00000555178|entry=A0ACI8QLY8_HUMAN|source=pfam38|protein_name=Heterogeneous,unknown,,rg_rgg_repeat_region,21,,SEG
A0ACI8QUJ1|ensembl_protein_id=ENSP00000559174|entry=A0ACI8QUJ1_HUMAN|source=pfam38|protein_name=Epithelial,unknown,,disorder_rich_spacer_region,21,,SEG
A0ACI8QY88|ensembl_protein_id=ENSP00000573927|entry=A0ACI8QY88_HUMAN|source=pfam38|protein_name=Cytoplasmic,mRNA,,disorder_rich_spacer_region,47,,SEG
A0ACI8QY88|ensembl_protein_id=ENSP00000573927|entry=A0ACI8QY88_HUMAN|source=pfam38|protein_name=Cytoplasmic,mRNA,,other,16,,SEG
A0ACI8RR28|ensembl_protein_id=ENSP00000569980|entry=A0ACI8RR28_HUMAN|source=pfam38|protein_name=La,unknown,,rg_rgg_repeat_region,16,,SEG
A0ACI8RX58|ensembl_protein_id=ENSP00000566199|entry=A0ACI8RX58_HUMAN|source=pfam38|protein_name=Nucleolin,unknown,,acidic_region,86,,SEG
A0ACI8RX58|ensembl_protein_id=ENSP00000566199|entry=A0ACI8RX58_HUMAN|source=pfam38|protein_name=Nucleolin,unknown,,rg_rgg_repeat_region,48,,SEG
A0ACI8T9E2|ensembl_protein_id=ENSP00000595223|entry=A0ACI8T9E2_HUMAN|source=pfam38|protein_name=Heterogeneous,unknown,,aromatic_sticker_region,17,,SEG
A0ACI8T9E2|ensembl_protein_id=ENSP00000595223|entry=A0ACI8T9E2_HUMAN|source=pfam38|protein_name=Heterogeneous,unknown,,gs_rich_neutral_region,18,,SEG
A0ACI8TMU3|ensembl_protein_id=ENSP00000602450|entry=A0ACI8TMU3_HUMAN|source=pfam38|protein_name=DEAH-box,unknown,,disorder_rich_spacer_region,29,,SEG
A0ACI8TSY6|ensembl_protein_id=ENSP00000605202|entry=A0ACI8TSY6_HUMAN|source=pfam38|protein_name=YTH,unknown,,disorder_rich_spacer_region,18,,SEG
A0ACI8TXE9|ensembl_protein_id=ENSP00000606511|entry=A0ACI8TXE9_HUMAN|source=pfam38|protein_name=BLM,unknown,,acidic_region,15,,SEG
A0ACI8U1B9|ensembl_protein_id=ENSP00000608475|entry=A0ACI8U1B9_HUMAN|source=pfam38|protein_name=Interleukin,unknown,,gs_rich_neutral_region,43,,SEG
A0ACI8UMC2|ensembl_protein_id=ENSP00000621520|entry=A0ACI8UMC2_HUMAN|source=pfam38|protein_name=VPS41,unknown,,acidic_region,17,,SEG
A0ACI8VCM9|ensembl_protein_id=ENSP00000633500|entry=A0ACI8VCM9_HUMAN|source=pfam38|protein_name=Zinc,unknown,,disorder_rich_spacer_region,17,,SEG
A0ACI8VQD2|ensembl_protein_id=ENSP00000640467|entry=A0ACI8VQD2_HUMAN|source=pfam38|protein_name=RNA,unknown,,acidic_region,12,,SEG
A0ACI8VSD4|ensembl_protein_id=ENSP00000641622|entry=A0ACI8VSD4_HUMAN|source=pfam38|protein_name=Decapping,mRNA,,aromatic_sticker_region,10,,SEG
A0AV96|ensembl_protein_id=ENSP00000295971|entry=RBM47_HUMAN|source=pfam38|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,16,,SEG
A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,aromatic_sticker_region,11,,SEG
A1L020|ensembl_protein_id=ENSP00000432845|entry=MEX3A_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,33,,SEG
A6NFI3|ensembl_protein_id=ENSP00000477706|entry=ZN316_HUMAN|source=pfam38|protein_name=Zinc,unknown,,acidic_region,68,,SEG
A6NHQ2|ensembl_protein_id=ENSP00000473383|entry=FBLL1_HUMAN|source=pfam27|protein_name=RNA,snoRNA,,other,43,,SEG
A6NHQ2|ensembl_protein_id=ENSP00000473383|entry=FBLL1_HUMAN|source=pfam27|protein_name=RNA,snoRNA,,rg_rgg_repeat_region,31,,SEG
A7MD48|ensembl_protein_id=ENSP00000267260|entry=SRRM4_HUMAN|source=pfam27|protein_name=Serine/arginine,mRNA,,sr_rs_repeat_region,79,,SEG
B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,26,,SEG
B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,rg_rgg_repeat_region,35,,SEG
B5MCU0|ensembl_protein_id=ENSP00000385839|entry=B5MCU0_HUMAN|source=pfam27|protein_name=R3H,unknown,,disorder_rich_spacer_region,10,,SEG
B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,mRNA,,sr_rs_repeat_region,74,,SEG
C9JAB2|ensembl_protein_id=ENSP00000386806|entry=C9JAB2_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,22,,SEG
C9JE40|ensembl_protein_id=ENSP00000416673|entry=PATL2_HUMAN|source=pfam27|protein_name=Protein,mRNA,,acidic_region,26,,SEG
C9JP00|ensembl_protein_id=ENSP00000420327|entry=C9JP00_HUMAN|source=pfam27|protein_name=Muscleblind,mRNA,,disorder_rich_spacer_region,18,,SEG
D6R9W6|ensembl_protein_id=ENSP00000422850|entry=D6R9W6_HUMAN|source=pfam27|protein_name=La,mRNA,,rg_rgg_repeat_region,16,,SEG
D6W5Y5|ensembl_protein_id=ENSP00000465558|entry=D6W5Y5_HUMAN|source=pfam27;pfam38|protein_name=Cold-inducible,mRNA,,rg_rgg_repeat_region,21,,SEG
E7ETU5|ensembl_protein_id=ENSP00000387280|entry=E7ETU5_HUMAN|source=pfam27|protein_name=RNA,mRNA,,disorder_rich_spacer_region,18,,SEG
E9PIF2|ensembl_protein_id=ENSP00000432032|entry=E9PIF2_HUMAN|source=pfam27|protein_name=ATP-dependent,pre-rRNA,,acidic_region,15,,SEG
E9PMM9|ensembl_protein_id=ENSP00000433034|entry=E9PMM9_HUMAN|source=pfam27|protein_name=Small,ribosomal protein,,rg_rgg_repeat_region,24,,SEG
F6VAP0|ensembl_protein_id=ENSP00000423243|entry=F6VAP0_HUMAN|source=pfam27|protein_name=RNA,mRNA,,disorder_rich_spacer_region,16,,SEG
F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,aromatic_sticker_region,18,,SEG
F8VU11|ensembl_protein_id=ENSP00000448073|entry=F8VU11_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,disorder_rich_spacer_region,18,,SEG
F8W6I7|ensembl_protein_id=ENSP00000333504|entry=F8W6I7_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,15,,SEG
H0YDK8|ensembl_protein_id=ENSP00000433850|entry=H0YDK8_HUMAN|source=pfam27|protein_name=Pumilio,mRNA,,disorder_rich_spacer_region,22,,SEG
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,gs_rich_neutral_region,13,,SEG
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,other,31,,SEG
H3BPE7|ensembl_protein_id=ENSP00000455282|entry=H3BPE7_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,rg_rgg_repeat_region,99,,SEG
J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,mRNA,,disorder_rich_spacer_region,36,,SEG
J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,mRNA,,sr_rs_repeat_region,24,,SEG
J3QL05|ensembl_protein_id=ENSP00000463317|entry=J3QL05_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,30,,SEG
K7EJB9|ensembl_protein_id=ENSP00000465105|entry=K7EJB9_HUMAN|source=pfam27|protein_name=Calreticulin,mRNA,,acidic_region,32,,SEG
M0QY97|ensembl_protein_id=ENSP00000469684|entry=M0QY97_HUMAN|source=pfam27|protein_name=Zinc,unknown,,disorder_rich_spacer_region,25,,SEG
M0R1H0|ensembl_protein_id=ENSP00000471867|entry=M0R1H0_HUMAN|source=pfam27|protein_name=Fibrillarin,snoRNA,,rg_rgg_repeat_region,44,,SEG
O00267|ensembl_protein_id=ENSP00000469090|entry=SPT5H_HUMAN|source=pfam27|protein_name=Transcription,mRNA,,acidic_region,28,,SEG
O00571|ensembl_protein_id=ENSP00000392494|entry=DDX3X_HUMAN|source=pfam27|protein_name=ATP-dependent,mRNA,,other,20,,SEG
O14647|ensembl_protein_id=ENSP00000377747|entry=CHD2_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,acidic_region,20,,SEG
O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,mRNA,,disorder_rich_spacer_region,79,,SEG
O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,mRNA,,other,21,,SEG
O15047|ensembl_protein_id=ENSP00000262519|entry=SET1A_HUMAN|source=pfam27|protein_name=Histone-lysine,ncRNA,,acidic_region,51,,SEG
O15047|ensembl_protein_id=ENSP00000262519|entry=SET1A_HUMAN|source=pfam27|protein_name=Histone-lysine,ncRNA,,arginine_rich_rna_contact_region,15,,SEG
O15047|ensembl_protein_id=ENSP00000262519|entry=SET1A_HUMAN|source=pfam27|protein_name=Histone-lysine,ncRNA,,disorder_rich_spacer_region,132,,SEG
O15105|ensembl_protein_id=ENSP00000262158|entry=SMAD7_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,acidic_region,22,,SEG
O15234|ensembl_protein_id=ENSP00000264645|entry=CASC3_HUMAN|source=pfam27|protein_name=Protein,mRNA,,gs_rich_neutral_region,16,,SEG
O15371|ensembl_protein_id=ENSP00000216190|entry=EIF3D_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,acidic_region,18,,SEG
O43251|ensembl_protein_id=ENSP00000262829|entry=RFOX2_HUMAN|source=rbpdb|protein_name=RNA,mRNA,,disorder_rich_spacer_region,15,,SEG
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,disorder_rich_spacer_region,19,,SEG
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,gs_rich_neutral_region,17,,SEG
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,aromatic_sticker_region,19,,SEG
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,disorder_rich_spacer_region,18,,SEG
O60583|ensembl_protein_id=ENSP00000264157|entry=CCNT2_HUMAN|source=pfam27|protein_name=Cyclin-T2,ncRNA,,disorder_rich_spacer_region,19,,SEG
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,acidic_region,36,,SEG
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,basic_enriched_region,26,,SEG
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,acidic_region,22,,SEG
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,gs_rich_neutral_region,29,,SEG
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,pre-rRNA,,acidic_region,20,,SEG
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,mRNA,,disorder_rich_spacer_region,35,,SEG
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,mRNA,,other,42,,SEG
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,mRNA,,sr_rs_repeat_region,31,,SEG
O95218|ensembl_protein_id=ENSP00000254821|entry=ZRAB2_HUMAN|source=pfam27|protein_name=Zinc,mRNA,,gs_rich_neutral_region,18,,SEG
O95218|ensembl_protein_id=ENSP00000254821|entry=ZRAB2_HUMAN|source=pfam27|protein_name=Zinc,mRNA,,sr_rs_repeat_region,55,,SEG
O95391|ensembl_protein_id=ENSP00000297151|entry=SLU7_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,mRNA,,basic_enriched_region,16,,SEG
P05388|ensembl_protein_id=ENSP00000366471|entry=RLA0_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,disorder_rich_spacer_region,21,,SEG
P06748|ensembl_protein_id=ENSP00000341168|entry=NPM_HUMAN|source=pfam27|protein_name=Nucleophosmin,pre-rRNA,,acidic_region,30,,SEG
P08621|ensembl_protein_id=ENSP00000472998|entry=RU17_HUMAN|source=pfam27|protein_name=U1,snRNA,,arginine_rich_rna_contact_region,17,,SEG
P08621|ensembl_protein_id=ENSP00000472998|entry=RU17_HUMAN|source=pfam27|protein_name=U1,snRNA,,sr_rs_repeat_region,20,,SEG
P09234|ensembl_protein_id=ENSP00000244520|entry=RU1C_HUMAN|source=pfam27|protein_name=U1,snRNA,,other,22,,SEG
P09651|ensembl_protein_id=ENSP00000341826|entry=ROA1_HUMAN|source=rbpdb|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,21,,SEG
P09651|ensembl_protein_id=ENSP00000341826|entry=ROA1_HUMAN|source=rbpdb|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,15,,SEG
P12270|ensembl_protein_id=ENSP00000356448|entry=TPR_HUMAN|source=pfam27|protein_name=Nucleoprotein,mRNA,,acidic_region,18,,SEG
P14866|ensembl_protein_id=ENSP00000221419|entry=HNRPL_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,18,,SEG
P14866|ensembl_protein_id=ENSP00000221419|entry=HNRPL_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,disorder_rich_spacer_region,19,,SEG
P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,acidic_region,70,,SEG
P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,mRNA,,basic_enriched_region,25,,SEG
P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,mRNA,,sr_rs_repeat_region,28,,SEG
P18615|ensembl_protein_id=ENSP00000364574|entry=NELFE_HUMAN|source=rbpdb|protein_name=Negative,mRNA,,other,48,,SEG
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,snoRNA,,acidic_region,91,,SEG
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,snoRNA,,rg_rgg_repeat_region,48,,SEG
P22087|ensembl_protein_id=ENSP00000221801|entry=FBRL_HUMAN|source=modomics|protein_name=rRNA,snRNA,,rg_rgg_repeat_region,57,,SEG
P22626|ensembl_protein_id=ENSP00000346694|entry=ROA2_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,21,,SEG
P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,aromatic_sticker_region,47,,SEG
P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,rg_rgg_repeat_region,19,,SEG
P26651|ensembl_protein_id=ENSP00000469647|entry=TTP_HUMAN|source=rbpdb|protein_name=mRNA,mRNA,,other,17,,SEG
P29558|ensembl_protein_id=ENSP00000294904|entry=RBMS1_HUMAN|source=rbpdb|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,18,,SEG
P31942|ensembl_protein_id=ENSP00000265866|entry=HNRH3_HUMAN|source=pfam27;pfam38|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,20,,SEG
P31942|ensembl_protein_id=ENSP00000265866|entry=HNRH3_HUMAN|source=pfam27;pfam38|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,15,,SEG
P35269|ensembl_protein_id=ENSP00000377969|entry=T2FA_HUMAN|source=pfam27|protein_name=General,mRNA,,acidic_region,20,,SEG
P35637|ensembl_protein_id=ENSP00000254108|entry=FUS_HUMAN|source=rbpdb|protein_name=RNA-binding,mRNA,,gs_rich_neutral_region,13,,SEG
P35637|ensembl_protein_id=ENSP00000254108|entry=FUS_HUMAN|source=rbpdb|protein_name=RNA-binding,mRNA,,other,31,,SEG
P35637|ensembl_protein_id=ENSP00000254108|entry=FUS_HUMAN|source=rbpdb|protein_name=RNA-binding,mRNA,,rg_rgg_repeat_region,99,,SEG
P37108|ensembl_protein_id=ENSP00000267884|entry=SRP14_HUMAN|source=pfam27|protein_name=Signal,ncRNA,,disorder_rich_spacer_region,34,,SEG
P46100|ensembl_protein_id=ENSP00000362441|entry=ATRX_HUMAN|source=pfam38|protein_name=Chromatin,unknown,,acidic_region,38,,SEG
P47974|ensembl_protein_id=ENSP00000282388|entry=TISD_HUMAN|source=pfam27|protein_name=mRNA,mRNA,,disorder_rich_spacer_region,29,,SEG
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,acidic_region,23,,SEG
P49756|ensembl_protein_id=ENSP00000431150|entry=RBM25_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,96,,SEG
P49760|ensembl_protein_id=ENSP00000354856|entry=CLK2_HUMAN|source=pfam27|protein_name=Dual,mRNA,,sr_rs_repeat_region,18,,SEG
P50914|ensembl_protein_id=ENSP00000379506|entry=RL14_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,disorder_rich_spacer_region,23,,SEG
P51513|ensembl_protein_id=ENSP00000438875|entry=NOVA1_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,20,,SEG
P51531|ensembl_protein_id=ENSP00000265773|entry=SMCA2_HUMAN|source=pfam38|protein_name=SWI/SNF-related,unknown,,acidic_region,23,,SEG
P51531|ensembl_protein_id=ENSP00000265773|entry=SMCA2_HUMAN|source=pfam38|protein_name=SWI/SNF-related,unknown,,other,39,,SEG
P51608|ensembl_protein_id=ENSP00000301948|entry=MECP2_HUMAN|source=pfam27|protein_name=Methyl-CpG-binding,mRNA,,disorder_rich_spacer_region,17,,SEG
P51825|ensembl_protein_id=ENSP00000378578|entry=AFF1_HUMAN|source=pfam27|protein_name=AF4/FMR2,mRNA,,acidic_region,25,,SEG
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,84,,SEG
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,21,,SEG
P54253|ensembl_protein_id=ENSP00000416360|entry=ATX1_HUMAN|source=pfam27|protein_name=Ataxin-1,mRNA,,disorder_rich_spacer_region,30,,SEG
P56270|ensembl_protein_id=ENSP00000443956|entry=MAZ_HUMAN|source=pfam27|protein_name=Myc-associated,unknown,,disorder_rich_spacer_region,89,,SEG
P62314|ensembl_protein_id=ENSP00000300413|entry=SMD1_HUMAN|source=pfam27;pfam38|protein_name=Small,snRNA,,rg_rgg_repeat_region,23,,SEG
P62995|ensembl_protein_id=ENSP00000371626|entry=TRA2B_HUMAN|source=pfam27|protein_name=Transformer-2,mRNA,,sr_rs_repeat_region,43,,SEG
P78362|ensembl_protein_id=ENSP00000349863|entry=SRPK2_HUMAN|source=pfam27|protein_name=SRSF,mRNA,,disorder_rich_spacer_region,28,,SEG
P84103|ensembl_protein_id=ENSP00000362820|entry=SRSF3_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,arginine_rich_rna_contact_region,16,,SEG
P98175|ensembl_protein_id=ENSP00000328848|entry=RBM10_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,acidic_region,13,,SEG
Q00577|ensembl_protein_id=ENSP00000332706|entry=PURA_HUMAN|source=pfam27|protein_name=Transcriptional,mRNA,,gs_rich_neutral_region,36,,SEG
Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,acidic_region,19,,SEG
Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,other,16,,SEG
Q01081|ensembl_protein_id=ENSP00000369629|entry=U2AF1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,arginine_rich_rna_contact_region,29,,SEG
Q01130|ensembl_protein_id=ENSP00000353089|entry=SRSF2_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,66,,SEG
Q01844|ensembl_protein_id=ENSP00000327456|entry=EWS_HUMAN|source=rbpdb|protein_name=RNA-binding,unknown,,disorder_rich_spacer_region,26,,SEG
Q01844|ensembl_protein_id=ENSP00000327456|entry=EWS_HUMAN|source=rbpdb|protein_name=RNA-binding,unknown,,rg_rgg_repeat_region,53,,SEG
Q04637|ensembl_protein_id=ENSP00000343450|entry=IF4G1_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,acidic_region,24,,SEG
Q05519|ensembl_protein_id=ENSP00000359987|entry=SRS11_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,disorder_rich_spacer_region,20,,SEG
Q05519|ensembl_protein_id=ENSP00000359987|entry=SRS11_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,60,,SEG
Q06787|ensembl_protein_id=ENSP00000359506|entry=FMR1_HUMAN|source=pfam27|protein_name=Fragile,mRNA,,rg_rgg_repeat_region,23,,SEG
Q07955|ensembl_protein_id=ENSP00000258962|entry=SRSF1_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,mRNA,,disorder_rich_spacer_region,24,,SEG
Q07955|ensembl_protein_id=ENSP00000258962|entry=SRSF1_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,24,,SEG
Q08170|ensembl_protein_id=ENSP00000362900|entry=SRSF4_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,mRNA,,sr_rs_repeat_region,30,,SEG
Q08211|ensembl_protein_id=ENSP00000356520|entry=DHX9_HUMAN|source=pfam27;pfam38|protein_name=ATP-dependent,ncRNA,,gs_rich_neutral_region,27,,SEG
