uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
A0ACI8TJP2,unknown,2207.0,6,1455,0.6592659719075669,3+,AlcoR
A0ACI8TLG3,tRNA,1044.0,2,508,0.48659003831417624,2,AlcoR
A0ACI8TLM1,unknown,106.0,1,106,1.0,1,AlcoR
A0ACI8TML7,unknown,1201.0,7,1106,0.9208992506244796,3+,AlcoR
A0ACI8TMU3,unknown,1055.0,3,202,0.19146919431279621,3+,AlcoR
A0ACI8TN08,unknown,998.0,4,976,0.9779559118236473,3+,AlcoR
A0ACI8TNP0,unknown,654.0,4,628,0.9602446483180428,3+,AlcoR
A0ACI8TNW3,unknown,757.0,9,194,0.2562747688243065,3+,AlcoR
A0ACI8TQP9,unknown,2591.0,1,32,0.012350443844075647,1,AlcoR
A0ACI8TQS2,unknown,3008.0,5,828,0.2752659574468085,3+,AlcoR
A0ACI8TS18,unknown,1048.0,8,503,0.4799618320610687,3+,AlcoR
A0ACI8TS68,mRNA,376.0,3,52,0.13829787234042554,3+,AlcoR
A0ACI8TSY6,unknown,1461.0,1,539,0.36892539356605064,1,AlcoR
A0ACI8TTG6,tRNA,937.0,3,899,0.959445037353255,3+,AlcoR
A0ACI8TUA9,unknown,638.0,1,54,0.08463949843260188,1,AlcoR
A0ACI8TUB7,unknown,259.0,2,215,0.8301158301158301,2,AlcoR
A0ACI8TWM6,unknown,905.0,4,874,0.9657458563535911,3+,AlcoR
A0ACI8TXE9,unknown,1448.0,6,1396,0.9640883977900553,3+,AlcoR
A0ACI8TZ93,unknown,399.0,3,373,0.9348370927318296,3+,AlcoR
A0ACI8TZD7,unknown,856.0,2,816,0.9532710280373832,2,AlcoR
A0ACI8TZE9,unknown,712.0,5,661,0.9283707865168539,3+,AlcoR
A0ACI8U1B9,unknown,902.0,2,318,0.352549889135255,2,AlcoR
A0ACI8U399,unknown,786.0,6,727,0.9249363867684478,3+,AlcoR
A0ACI8U6C5,unknown,1066.0,3,1051,0.9859287054409006,3+,AlcoR
A0ACI8U7J9,unknown,978.0,3,682,0.6973415132924335,3+,AlcoR
A0ACI8U804,unknown,2104.0,3,549,0.26093155893536124,3+,AlcoR
A0ACI8UB86,unknown,209.0,1,59,0.2822966507177033,1,AlcoR
A0ACI8UDX5,unknown,454.0,2,37,0.08149779735682819,2,AlcoR
A0ACI8UEC4,unknown,719.0,1,159,0.2211404728789986,1,AlcoR
A0ACI8UES1,unknown,422.0,1,422,1.0,1,AlcoR
A0ACI8UJW4,unknown,514.0,4,416,0.8093385214007782,3+,AlcoR
A0ACI8UMC2,unknown,837.0,2,233,0.27837514934289126,2,AlcoR
A0ACI8UNX3,unknown,1077.0,2,524,0.48653667595171773,2,AlcoR
A0ACI8UQC4,unknown,506.0,3,227,0.44861660079051385,3+,AlcoR
A0ACI8USR5,unknown,685.0,4,362,0.5284671532846715,3+,AlcoR
A0ACI8USX5,unknown,720.0,2,90,0.125,2,AlcoR
A0ACI8UUW5,unknown,527.0,3,478,0.9070208728652751,3+,AlcoR
A0ACI8UZB3,unknown,1252.0,3,418,0.33386581469648563,3+,AlcoR
A0ACI8VAV8,unknown,1149.0,2,226,0.19669277632724108,2,AlcoR
A0ACI8VCL2,tRNA,816.0,2,42,0.051470588235294115,2,AlcoR
A0ACI8VCM9,unknown,1180.0,1,42,0.03559322033898305,1,AlcoR
A0ACI8VD15,unknown,1437.0,9,352,0.24495476687543494,3+,AlcoR
A0ACI8VFS1,unknown,923.0,6,339,0.36728060671722645,3+,AlcoR
A0ACI8VQD2,unknown,1043.0,6,249,0.23873441994247363,3+,AlcoR
A0ACI8VSD4,mRNA,674.0,3,669,0.9925816023738873,3+,AlcoR
A1L020,mRNA,520.0,2,69,0.1326923076923077,2,AlcoR
A2A288,mRNA,527.0,3,510,0.967741935483871,3+,AlcoR
A2IDC7,ribosomal protein,194.0,1,50,0.25773195876288657,1,AlcoR
A2PYH4,unknown,1435.0,6,134,0.09337979094076655,3+,AlcoR
A2RTX5,tRNA,802.0,9,198,0.24688279301745636,3+,AlcoR
A3KFL2,diverse,285.0,3,91,0.3192982456140351,3+,AlcoR
A5YKK6,mRNA,2376.0,4,1372,0.5774410774410774,3+,AlcoR
A6NC42,mRNA,116.0,2,67,0.5775862068965517,2,AlcoR
A6NDY0,mRNA,278.0,2,272,0.9784172661870504,2,AlcoR
A6NEQ0,mRNA,496.0,8,368,0.7419354838709677,3+,AlcoR
A6NFI3,unknown,1004.0,5,93,0.09262948207171315,3+,AlcoR
A6NFN3,mRNA,312.0,2,307,0.9839743589743589,2,AlcoR
A6NHQ2,snoRNA,334.0,1,85,0.25449101796407186,1,AlcoR
A6NJ78,ribosomal protein,407.0,3,307,0.7542997542997543,3+,AlcoR
A6NKG5,unknown,1358.0,14,532,0.3917525773195876,3+,AlcoR
A6NNF4,unknown,616.0,6,96,0.15584415584415584,3+,AlcoR
A6PVI3,mRNA,153.0,1,59,0.38562091503267976,1,AlcoR
A7MD48,mRNA,611.0,1,580,0.9492635024549918,1,AlcoR
A8K979,unknown,691.0,1,14,0.020260492040520984,1,AlcoR
A8MQ14,unknown,1090.0,17,474,0.43486238532110094,3+,AlcoR
A8MXP9,mRNA,895.0,2,53,0.05921787709497207,2,AlcoR
B0QYK0,mRNA,618.0,4,383,0.6197411003236246,3+,AlcoR
B0QYY4,mRNA,370.0,1,21,0.05675675675675676,1,AlcoR
B1AHC9,mRNA,559.0,2,105,0.18783542039355994,2,AlcoR
B5MCY1,unknown,1934.0,2,73,0.037745604963805586,2,AlcoR
C9IY40,ribosomal protein,225.0,1,225,1.0,1,AlcoR
C9J0B9,mRNA,218.0,1,218,1.0,1,AlcoR
C9J6P4,ncRNA,1024.0,6,375,0.3662109375,3+,AlcoR
C9J7E5,mRNA,957.0,3,240,0.2507836990595611,3+,AlcoR
C9JCE0,mRNA,148.0,2,41,0.27702702702702703,2,AlcoR
C9JGP4,diverse,144.0,1,144,1.0,1,AlcoR
C9JP00,mRNA,348.0,2,110,0.3160919540229885,2,AlcoR
C9JYQ9,ribosomal protein,121.0,1,24,0.19834710743801653,1,AlcoR
C9JZ88,ribosomal protein,88.0,1,88,1.0,1,AlcoR
D4PHA4,unknown,493.0,1,454,0.920892494929006,1,AlcoR
D6RA96,unknown,785.0,11,492,0.6267515923566879,3+,AlcoR
D6REA0,tRNA,516.0,5,366,0.7093023255813954,3+,AlcoR
D6RIC3,pre-rRNA,150.0,1,150,1.0,1,AlcoR
D6RJB1,mRNA,162.0,1,25,0.15432098765432098,1,AlcoR
E5RHF4,ribosomal protein,198.0,2,197,0.9949494949494949,2,AlcoR
E5RJM0,mRNA,639.0,1,16,0.025039123630672927,1,AlcoR
E7ENR5,snoRNA,236.0,4,113,0.4788135593220339,3+,AlcoR
E7ERJ7,mRNA,604.0,2,319,0.5281456953642384,2,AlcoR
E7ERQ6,mRNA,390.0,1,15,0.038461538461538464,1,AlcoR
E7ESC6,mRNA,1088.0,7,446,0.4099264705882353,3+,AlcoR
E7ET15,snRNA,1028.0,6,292,0.2840466926070039,3+,AlcoR
E7EWR4,mRNA,597.0,1,487,0.8157453936348409,1,AlcoR
E9PE17,ribosomal protein,129.0,1,43,0.3333333333333333,1,AlcoR
E9PHM2,tRNA,860.0,2,477,0.5546511627906977,2,AlcoR
E9PKU4,ribosomal protein,235.0,4,97,0.4127659574468085,3+,AlcoR
E9PL19,mRNA,596.0,1,13,0.02181208053691275,1,AlcoR
E9PN81,diverse,247.0,3,126,0.5101214574898786,3+,AlcoR
F5GYR3,pre-rRNA,275.0,3,33,0.12,3+,AlcoR
F5H0R1,snRNA,912.0,1,12,0.013157894736842105,1,AlcoR
F6XMP4,mRNA,155.0,1,155,1.0,1,AlcoR
F8VP89,mRNA,275.0,2,268,0.9745454545454545,2,AlcoR
F8VQP2,mRNA,1073.0,7,232,0.21621621621621623,3+,AlcoR
F8VU11,snRNA,892.0,1,256,0.28699551569506726,1,AlcoR
F8VZA0,pre-rRNA,365.0,1,365,1.0,1,AlcoR
F8VZY7,mRNA,263.0,1,99,0.376425855513308,1,AlcoR
F8W6I7,mRNA,307.0,7,125,0.40716612377850164,3+,AlcoR
F8WAS2,unknown,213.0,1,213,1.0,1,AlcoR
F8WDU6,tRNA,201.0,1,20,0.09950248756218906,1,AlcoR
G3V2H6,mRNA,54.0,1,54,1.0,1,AlcoR
G3V2M5,pre-rRNA,61.0,1,61,1.0,1,AlcoR
G3V2P5,mRNA,207.0,2,128,0.6183574879227053,2,AlcoR
G3V529,pre-rRNA,816.0,3,679,0.8321078431372549,3+,AlcoR
G3V5X7,ncRNA,2519.0,8,1252,0.4970226280269948,3+,AlcoR
G3XAN0,ribosomal protein,64.0,1,64,1.0,1,AlcoR
G5E9G0,ribosomal protein,351.0,1,111,0.3162393162393162,1,AlcoR
G5E9R9,ncRNA,263.0,1,258,0.9809885931558935,1,AlcoR
H0Y2Q1,tRNA,191.0,5,89,0.46596858638743455,3+,AlcoR
H0Y6A1,mRNA,361.0,1,311,0.8614958448753463,1,AlcoR
H0Y863,pre-rRNA,132.0,1,132,1.0,1,AlcoR
H0YB34,unknown,148.0,2,147,0.9932432432432432,2,AlcoR
H0YDK8,mRNA,900.0,3,247,0.27444444444444444,3+,AlcoR
H0YG84,mRNA,90.0,1,90,1.0,1,AlcoR
H0YGG4,mRNA,152.0,2,118,0.7763157894736842,2,AlcoR
H0YGJ7,mRNA,106.0,1,15,0.14150943396226415,1,AlcoR
H0YGT4,unknown,134.0,3,40,0.29850746268656714,3+,AlcoR
H0YH84,mRNA,186.0,2,179,0.9623655913978495,2,AlcoR
H0YHU8,mRNA,144.0,2,129,0.8958333333333334,2,AlcoR
H0YIP0,tRNA,219.0,1,10,0.045662100456621,1,AlcoR
H0YKX1,mRNA,171.0,1,171,1.0,1,AlcoR
H3BN59,mRNA,261.0,2,127,0.48659003831417624,2,AlcoR
H3BPE7,mRNA,527.0,3,437,0.8292220113851992,3+,AlcoR
H3BPG5,mRNA,128.0,1,128,1.0,1,AlcoR
H3BQK0,unknown,484.0,1,484,1.0,1,AlcoR
H3BSB3,pre-rRNA,131.0,1,85,0.648854961832061,1,AlcoR
H3BSW6,tRNA,586.0,3,573,0.9778156996587031,3+,AlcoR
H3BTT8,snRNA,252.0,1,252,1.0,1,AlcoR
H3BUK8,ribosomal protein,54.0,1,24,0.4444444444444444,1,AlcoR
H7BXY3,mRNA,1166.0,1,20,0.017152658662092625,1,AlcoR
I3L4V1,unknown,148.0,1,13,0.08783783783783784,1,AlcoR
J3KP02,unknown,692.0,1,51,0.07369942196531792,1,AlcoR
J3KPI1,mRNA,630.0,4,212,0.33650793650793653,3+,AlcoR
J3KPP4,mRNA,489.0,2,434,0.8875255623721882,2,AlcoR
J3QKW2,ribosomal protein,183.0,7,108,0.5901639344262295,3+,AlcoR
J3QL05,mRNA,130.0,4,71,0.5461538461538461,3+,AlcoR
J3QL17,mRNA,468.0,4,284,0.6068376068376068,3+,AlcoR
J3QS41,mRNA,1943.0,4,986,0.5074626865671642,3+,AlcoR
J3QT46,mRNA,619.0,8,136,0.2197092084006462,3+,AlcoR
K7EIU6,mRNA,117.0,1,3,0.02564102564102564,1,AlcoR
K7EJB9,mRNA,349.0,1,44,0.12607449856733524,1,AlcoR
K7EKH9,unknown,261.0,1,49,0.18773946360153257,1,AlcoR
K7EL49,unknown,112.0,1,2,0.017857142857142856,1,AlcoR
K7ENA8,mRNA,289.0,3,75,0.25951557093425603,3+,AlcoR
K7EQP2,mRNA,53.0,1,53,1.0,1,AlcoR
K7ER00,tRNA,548.0,2,308,0.5620437956204379,2,AlcoR
K7ERG4,snRNA,78.0,3,62,0.7948717948717948,3+,AlcoR
M0QXD5,snoRNA,236.0,6,112,0.4745762711864407,3+,AlcoR
M0QY97,unknown,910.0,1,14,0.015384615384615385,1,AlcoR
M0R050,diverse,197.0,1,15,0.07614213197969544,1,AlcoR
M0R226,ribosomal protein,184.0,1,184,1.0,1,AlcoR
M0R2C6,tRNA,588.0,1,12,0.02040816326530612,1,AlcoR
O00148,mRNA,427.0,3,63,0.14754098360655737,3+,AlcoR
O00267,mRNA,1087.0,7,182,0.16743330266789327,3+,AlcoR
O00410,mRNA,1097.0,1,19,0.01731996353691887,1,AlcoR
O00411,mRNA,1230.0,6,89,0.07235772357723577,3+,AlcoR
O00418,mRNA,725.0,2,162,0.22344827586206897,2,AlcoR
O00425,mRNA,579.0,1,19,0.03281519861830743,1,AlcoR
O00442,tRNA,366.0,1,15,0.040983606557377046,1,AlcoR
O00571,mRNA,662.0,9,154,0.2326283987915408,3+,AlcoR
O14746,ncRNA,1132.0,2,142,0.1254416961130742,2,AlcoR
O14776,mRNA,1098.0,1,101,0.09198542805100182,1,AlcoR
O14787,mRNA,897.0,1,305,0.34002229654403565,1,AlcoR
O14879,ncRNA,490.0,1,212,0.4326530612244898,1,AlcoR
O14979,mRNA,420.0,2,414,0.9857142857142858,2,AlcoR
O14981,unknown,1849.0,2,201,0.10870740941049216,2,AlcoR
O15042,snRNA,1029.0,2,809,0.7862001943634597,2,AlcoR
O15047,ncRNA,1707.0,1,13,0.007615700058582308,1,AlcoR
O15056,unknown,1496.0,8,1389,0.928475935828877,3+,AlcoR
O15105,ncRNA,426.0,3,418,0.9812206572769953,3+,AlcoR
O15226,unknown,690.0,4,678,0.9826086956521739,3+,AlcoR
O15371,mRNA,548.0,1,17,0.03102189781021898,1,AlcoR
O15446,pre-rRNA,510.0,2,503,0.9862745098039216,2,AlcoR
O15455,ncRNA,904.0,3,897,0.9922566371681416,3+,AlcoR
O15504,mRNA,423.0,9,397,0.9385342789598109,3+,AlcoR
O15523,mRNA,660.0,1,31,0.04696969696969697,1,AlcoR
O15541,snRNA,343.0,1,69,0.20116618075801748,1,AlcoR
O43143,mRNA,795.0,18,412,0.5182389937106918,3+,AlcoR
O43148,mRNA,476.0,1,10,0.02100840336134454,1,AlcoR
O43159,pre-rRNA,456.0,1,31,0.06798245614035088,1,AlcoR
O43251,mRNA,390.0,3,384,0.9846153846153847,3+,AlcoR
O43395,snRNA,683.0,2,667,0.9765739385065886,2,AlcoR
O43426,unknown,1573.0,3,1561,0.9923712650985378,3+,AlcoR
O43541,ncRNA,496.0,5,88,0.1774193548387097,3+,AlcoR
O43660,mRNA,514.0,4,80,0.1556420233463035,3+,AlcoR
O43709,pre-rRNA,281.0,1,281,1.0,1,AlcoR
O43716,tRNA,136.0,1,136,1.0,1,AlcoR
O43719,mRNA,755.0,1,357,0.4728476821192053,1,AlcoR
O43818,snoRNA,475.0,1,116,0.24421052631578946,1,AlcoR
O60287,pre-rRNA,2271.0,16,275,0.1210920299427565,3+,AlcoR
O60293,unknown,1989.0,3,78,0.0392156862745098,3+,AlcoR
O60306,mRNA,1485.0,2,69,0.046464646464646465,2,AlcoR
O60318,mRNA,1980.0,7,855,0.4318181818181818,3+,AlcoR
O60506,mRNA,623.0,5,105,0.16853932584269662,3+,AlcoR
O60522,ncRNA,2096.0,2,153,0.07299618320610687,2,AlcoR
O60563,ncRNA,726.0,4,213,0.29338842975206614,3+,AlcoR
O60573,mRNA,245.0,1,120,0.4897959183673469,1,AlcoR
O60603,unknown,784.0,6,610,0.7780612244897959,3+,AlcoR
O60739,mRNA,113.0,1,106,0.9380530973451328,1,AlcoR
O60828,mRNA,265.0,3,257,0.969811320754717,3+,AlcoR
O60841,tRNA,1220.0,2,68,0.05573770491803279,2,AlcoR
O60942,mRNA,597.0,1,403,0.6750418760469011,1,AlcoR
O75113,unknown,896.0,11,432,0.48214285714285715,3+,AlcoR
O75123,unknown,536.0,1,87,0.1623134328358209,1,AlcoR
O75152,mRNA,810.0,7,659,0.8135802469135802,3+,AlcoR
O75437,unknown,659.0,9,227,0.34446130500758726,3+,AlcoR
O75460,mRNA,977.0,4,513,0.5250767656090072,3+,AlcoR
O75475,mRNA,530.0,3,265,0.5,3+,AlcoR
O75494,mRNA,262.0,2,216,0.8244274809160306,2,AlcoR
O75525,mRNA,346.0,5,334,0.9653179190751445,3+,AlcoR
O75643,snRNA,2136.0,1,16,0.00749063670411985,1,AlcoR
O75648,tRNA,421.0,1,183,0.4346793349168646,1,AlcoR
O75691,snoRNA,2785.0,4,78,0.02800718132854578,3+,AlcoR
O75792,diverse,299.0,3,283,0.9464882943143813,3+,AlcoR
O75818,ncRNA,363.0,1,14,0.03856749311294766,1,AlcoR
O75821,mRNA,320.0,4,282,0.88125,3+,AlcoR
O75923,unknown,2080.0,9,512,0.24615384615384617,3+,AlcoR
O77932,diverse,396.0,2,119,0.3005050505050505,2,AlcoR
O94761,unknown,1208.0,6,1107,0.9163907284768212,3+,AlcoR
O94762,unknown,991.0,3,686,0.6922300706357215,3+,AlcoR
O94829,mRNA,963.0,12,542,0.5628245067497404,3+,AlcoR
O94874,unknown,794.0,2,394,0.49622166246851385,2,AlcoR
O94886,unknown,807.0,2,477,0.5910780669144982,2,AlcoR
O94906,snRNA,941.0,5,86,0.09139213602550478,3+,AlcoR
O94913,mRNA,1555.0,1,169,0.10868167202572347,1,AlcoR
O94992,ncRNA,359.0,4,162,0.45125348189415043,3+,AlcoR
O95059,ncRNA,124.0,2,117,0.9435483870967742,2,AlcoR
O95104,mRNA,1147.0,1,17,0.014821272885789015,1,AlcoR
O95163,tRNA,1332.0,7,680,0.5105105105105106,3+,AlcoR
O95319,mRNA,508.0,2,506,0.9960629921259843,2,AlcoR
O95363,tRNA,451.0,1,14,0.031042128603104215,1,AlcoR
O95391,mRNA,586.0,6,471,0.8037542662116041,3+,AlcoR
O95396,tRNA,460.0,2,305,0.6630434782608695,2,AlcoR
O95453,mRNA,639.0,4,360,0.5633802816901409,3+,AlcoR
O95639,mRNA,269.0,1,22,0.08178438661710037,1,AlcoR
O95758,mRNA,552.0,2,545,0.9873188405797102,2,AlcoR
O95777,snRNA,96.0,1,96,1.0,1,AlcoR
O95900,tRNA,331.0,1,269,0.8126888217522659,1,AlcoR
O95985,mRNA,862.0,8,227,0.2633410672853828,3+,AlcoR
O96006,unknown,694.0,1,361,0.5201729106628242,1,AlcoR
P04406,mRNA,335.0,1,18,0.05373134328358209,1,AlcoR
P08240,ncRNA,638.0,1,633,0.9921630094043887,1,AlcoR
P08865,ribosomal protein,295.0,2,200,0.6779661016949152,2,AlcoR
P09913,ncRNA,472.0,3,266,0.5635593220338984,3+,AlcoR
P09914,ncRNA,478.0,3,123,0.25732217573221755,3+,AlcoR
P0C7T5,mRNA,689.0,1,178,0.25834542815674894,1,AlcoR
P0CB38,mRNA,370.0,7,118,0.31891891891891894,3+,AlcoR
P0DJD3,mRNA,496.0,1,15,0.03024193548387097,1,AlcoR
P10155,unknown,538.0,4,230,0.4275092936802974,3+,AlcoR
P13639,tRNA,858.0,2,141,0.16433566433566432,2,AlcoR
P14866,mRNA,589.0,1,154,0.2614601018675722,1,AlcoR
P15170,mRNA,499.0,1,234,0.46893787575150303,1,AlcoR
