uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0A384DVK4,unknown,778.0,aromatic_sticker_region,167,0.21465295629820053,AlcoR
A0A384DVK4,unknown,778.0,cation_pi_rich_neighborhood,85,0.10925449871465295,AlcoR
A0A494C0I1,unknown,1111.0,aromatic_sticker_region,327,0.29432943294329433,AlcoR
A0A494C1N8,unknown,1116.0,arginine_rich_rna_contact_region,22,0.01971326164874552,AlcoR
A0A494C1N8,unknown,1116.0,aromatic_sticker_region,462,0.41397849462365593,AlcoR
A0A494C1N8,unknown,1116.0,cation_pi_rich_neighborhood,155,0.1388888888888889,AlcoR
A0A494C1N8,unknown,1116.0,mixed_charge_polyampholyte,127,0.11379928315412187,AlcoR
A0A494C1N8,unknown,1116.0,unmapped_physicochemical_properties,20,0.017921146953405017,AlcoR
A0A499FI31,snRNA,981.0,aromatic_sticker_region,323,0.3292558613659531,AlcoR
A0A499FIA3,unknown,238.0,disorder_rich_spacer_region,25,0.10504201680672269,AlcoR
A0A590UJW6,unknown,1086.0,aromatic_sticker_region,376,0.3462246777163904,AlcoR
A0A590UJW6,unknown,1086.0,disorder_rich_spacer_region,17,0.01565377532228361,AlcoR
A0A590UJW6,unknown,1086.0,other,186,0.1712707182320442,AlcoR
A0A590UJW6,unknown,1086.0,unmapped_physicochemical_properties,23,0.02117863720073665,AlcoR
A0A5F9ZHS7,unknown,289.0,cation_pi_rich_neighborhood,289,1.0,AlcoR
A0A5H1ZRQ2,mRNA,731.0,arginine_rich_rna_contact_region,34,0.046511627906976744,AlcoR
A0A5H1ZRQ2,mRNA,731.0,aromatic_sticker_region,74,0.1012311901504788,AlcoR
A0A5K1VW79,mRNA,999.0,aromatic_sticker_region,369,0.36936936936936937,AlcoR
A0A7I2V5M7,unknown,476.0,other,476,1.0,AlcoR
A0A7I2XXS4,tRNA,543.0,cation_pi_rich_neighborhood,70,0.1289134438305709,AlcoR
A0A7I2XXS4,tRNA,543.0,mixed_charge_polyampholyte,5,0.009208103130755065,AlcoR
A0A7N4I394,snRNA,994.0,aromatic_sticker_region,106,0.10663983903420524,AlcoR
A0A7N4I394,snRNA,994.0,cation_pi_rich_neighborhood,187,0.1881287726358149,AlcoR
A0A7N4I394,snRNA,994.0,mixed_charge_polyampholyte,388,0.3903420523138833,AlcoR
A0A804HKV4,mRNA,723.0,aromatic_sticker_region,713,0.9861687413554634,AlcoR
A0A8I5KSH6,unknown,925.0,mixed_charge_polyampholyte,58,0.0627027027027027,AlcoR
A0A8I5KSH6,unknown,925.0,unmapped_physicochemical_properties,26,0.02810810810810811,AlcoR
A0A8I5KVU2,mRNA,1735.0,aromatic_sticker_region,76,0.04380403458213256,AlcoR
A0A8I5KVU2,mRNA,1735.0,cation_pi_rich_neighborhood,683,0.3936599423631124,AlcoR
A0A8I5KX04,mRNA,1686.0,acidic_region,20,0.011862396204033215,AlcoR
A0A8Q3WL03,unknown,351.0,aromatic_sticker_region,321,0.9145299145299145,AlcoR
A0A8V8TR54,unknown,2114.0,aromatic_sticker_region,201,0.09508041627246926,AlcoR
A0A8V8TR54,unknown,2114.0,cation_pi_rich_neighborhood,424,0.20056764427625354,AlcoR
A0A8V8TR54,unknown,2114.0,unmapped_physicochemical_properties,65,0.03074739829706717,AlcoR
A0A994J6B2,unknown,331.0,aromatic_sticker_region,247,0.7462235649546828,AlcoR
A0A994J6B2,unknown,331.0,cation_pi_rich_neighborhood,68,0.2054380664652568,AlcoR
A0A994J7T5,mRNA,750.0,aromatic_sticker_region,694,0.9253333333333333,AlcoR
A0A994J7T5,mRNA,750.0,mixed_charge_polyampholyte,45,0.06,AlcoR
A0AA34QW03,mRNA,678.0,aromatic_sticker_region,197,0.29056047197640117,AlcoR
A0AA34QW03,mRNA,678.0,cation_pi_rich_neighborhood,54,0.07964601769911504,AlcoR
A0AA34QW03,mRNA,678.0,other,360,0.5309734513274337,AlcoR
A0ABB0MN55,mRNA,322.0,other,322,1.0,AlcoR
A0ABB0MV08,mRNA,369.0,mixed_charge_polyampholyte,182,0.4932249322493225,AlcoR
A0ABB0MV08,mRNA,369.0,other,17,0.04607046070460705,AlcoR
A0ABB0MVJ3,unknown,604.0,aromatic_sticker_region,288,0.4768211920529801,AlcoR
A0ACI8P9Y7,unknown,1707.0,aromatic_sticker_region,549,0.3216168717047452,AlcoR
A0ACI8PHD2,unknown,261.0,other,261,1.0,AlcoR
A0ACI8PIT5,unknown,456.0,aromatic_sticker_region,122,0.2675438596491228,AlcoR
A0ACI8PJP7,mRNA,596.0,acidic_region,18,0.030201342281879196,AlcoR
A0ACI8PJP7,mRNA,596.0,aromatic_sticker_region,106,0.17785234899328858,AlcoR
A0ACI8PJP7,mRNA,596.0,cation_pi_rich_neighborhood,221,0.37080536912751677,AlcoR
A0ACI8PJP7,mRNA,596.0,other,121,0.20302013422818793,AlcoR
A0ACI8PJP7,mRNA,596.0,unmapped_physicochemical_properties,31,0.05201342281879195,AlcoR
A0ACI8PR05,unknown,399.0,aromatic_sticker_region,44,0.11027568922305764,AlcoR
A0ACI8PR05,unknown,399.0,cation_pi_rich_neighborhood,273,0.6842105263157895,AlcoR
A0ACI8PR05,unknown,399.0,unmapped_physicochemical_properties,41,0.10275689223057644,AlcoR
A0ACI8PT71,unknown,1306.0,cation_pi_rich_neighborhood,937,0.7174578866768759,AlcoR
A0ACI8PT71,unknown,1306.0,mixed_charge_polyampholyte,344,0.26339969372128635,AlcoR
A0ACI8PUZ8,unknown,1375.0,acidic_region,10,0.007272727272727273,AlcoR
A0ACI8PUZ8,unknown,1375.0,aromatic_sticker_region,708,0.5149090909090909,AlcoR
A0ACI8PUZ8,unknown,1375.0,cation_pi_rich_neighborhood,128,0.09309090909090909,AlcoR
A0ACI8PUZ8,unknown,1375.0,mixed_charge_polyampholyte,418,0.304,AlcoR
A0ACI8PUZ8,unknown,1375.0,other,8,0.005818181818181818,AlcoR
A0ACI8PVP6,unknown,744.0,acidic_region,7,0.009408602150537635,AlcoR
A0ACI8PX57,unknown,378.0,mixed_charge_polyampholyte,210,0.5555555555555556,AlcoR
A0ACI8PX57,unknown,378.0,other,157,0.41534391534391535,AlcoR
A0ACI8Q010,unknown,418.0,aromatic_sticker_region,356,0.8516746411483254,AlcoR
A0ACI8Q010,unknown,418.0,cation_pi_rich_neighborhood,41,0.09808612440191387,AlcoR
A0ACI8Q0P4,unknown,829.0,aromatic_sticker_region,785,0.9469240048250904,AlcoR
A0ACI8Q0P4,unknown,829.0,cation_pi_rich_neighborhood,38,0.045838359469240045,AlcoR
A0ACI8QA17,unknown,371.0,aromatic_sticker_region,298,0.8032345013477089,AlcoR
A0ACI8QA17,unknown,371.0,cation_pi_rich_neighborhood,72,0.1940700808625337,AlcoR
A0ACI8QBP4,unknown,358.0,aromatic_sticker_region,358,1.0,AlcoR
A0ACI8QGH0,unknown,324.0,aromatic_sticker_region,317,0.9783950617283951,AlcoR
A0ACI8QH16,tRNA,558.0,acidic_region,43,0.07706093189964158,AlcoR
A0ACI8QH16,tRNA,558.0,aromatic_sticker_region,479,0.8584229390681004,AlcoR
A0ACI8QHW6,unknown,749.0,acidic_region,29,0.03871829105473965,AlcoR
A0ACI8QHW6,unknown,749.0,cation_pi_rich_neighborhood,360,0.48064085447263016,AlcoR
A0ACI8QLY8,unknown,321.0,mixed_charge_polyampholyte,207,0.6448598130841121,AlcoR
A0ACI8QLY8,unknown,321.0,other,95,0.29595015576323985,AlcoR
A0ACI8QNN6,unknown,701.0,acidic_region,32,0.0456490727532097,AlcoR
A0ACI8QNN6,unknown,701.0,unmapped_physicochemical_properties,13,0.018544935805991442,AlcoR
A0ACI8QTQ5,diverse,1388.0,aromatic_sticker_region,75,0.05403458213256484,AlcoR
A0ACI8QTQ5,diverse,1388.0,hydrophobic_region,13,0.009365994236311239,AlcoR
A0ACI8QTQ5,diverse,1388.0,unmapped_physicochemical_properties,13,0.009365994236311239,AlcoR
A0ACI8QU73,unknown,864.0,aromatic_sticker_region,203,0.2349537037037037,AlcoR
A0ACI8QU73,unknown,864.0,disorder_rich_spacer_region,60,0.06944444444444445,AlcoR
A0ACI8QU73,unknown,864.0,mixed_charge_polyampholyte,569,0.6585648148148148,AlcoR
A0ACI8QUJ1,unknown,752.0,aromatic_sticker_region,682,0.9069148936170213,AlcoR
A0ACI8QV99,unknown,461.0,acidic_region,19,0.04121475054229935,AlcoR
A0ACI8QV99,unknown,461.0,aromatic_sticker_region,40,0.08676789587852494,AlcoR
A0ACI8QV99,unknown,461.0,hydrophobic_region,4,0.008676789587852495,AlcoR
A0ACI8QV99,unknown,461.0,other,11,0.02386117136659436,AlcoR
A0ACI8QV99,unknown,461.0,unmapped_physicochemical_properties,19,0.04121475054229935,AlcoR
A0ACI8QY88,mRNA,715.0,aromatic_sticker_region,649,0.9076923076923077,AlcoR
A0ACI8R3H8,unknown,616.0,aromatic_sticker_region,388,0.6298701298701299,AlcoR
A0ACI8R3H8,unknown,616.0,other,191,0.31006493506493504,AlcoR
A0ACI8R7A3,unknown,356.0,aromatic_sticker_region,349,0.9803370786516854,AlcoR
A0ACI8R7Y8,unknown,131.0,aromatic_sticker_region,131,1.0,AlcoR
A0ACI8RCQ9,unknown,534.0,acidic_region,22,0.04119850187265917,AlcoR
A0ACI8RCQ9,unknown,534.0,aromatic_sticker_region,43,0.08052434456928839,AlcoR
A0ACI8RCQ9,unknown,534.0,disorder_rich_spacer_region,15,0.028089887640449437,AlcoR
A0ACI8RCQ9,unknown,534.0,hydrophobic_region,14,0.026217228464419477,AlcoR
A0ACI8RCQ9,unknown,534.0,mixed_charge_polyampholyte,60,0.11235955056179775,AlcoR
A0ACI8RHW9,unknown,182.0,aromatic_sticker_region,19,0.1043956043956044,AlcoR
A0ACI8RHW9,unknown,182.0,mixed_charge_polyampholyte,4,0.02197802197802198,AlcoR
A0ACI8RI26,unknown,764.0,acidic_region,212,0.2774869109947644,AlcoR
A0ACI8RI26,unknown,764.0,arginine_rich_rna_contact_region,19,0.024869109947643978,AlcoR
A0ACI8RI26,unknown,764.0,aromatic_sticker_region,23,0.030104712041884817,AlcoR
A0ACI8RL22,unknown,1967.0,arginine_rich_rna_contact_region,4,0.0020335536349771225,AlcoR
A0ACI8RL22,unknown,1967.0,aromatic_sticker_region,1348,0.6853075749872903,AlcoR
A0ACI8RL22,unknown,1967.0,unmapped_physicochemical_properties,12,0.006100660904931368,AlcoR
A0ACI8RLL6,unknown,729.0,aromatic_sticker_region,671,0.9204389574759945,AlcoR
A0ACI8RMB5,unknown,1003.0,aromatic_sticker_region,53,0.05284147557328016,AlcoR
A0ACI8RMB5,unknown,1003.0,cation_pi_rich_neighborhood,147,0.1465603190428714,AlcoR
A0ACI8RR28,unknown,918.0,aromatic_sticker_region,240,0.26143790849673204,AlcoR
A0ACI8RR28,unknown,918.0,cation_pi_rich_neighborhood,77,0.08387799564270153,AlcoR
A0ACI8RR28,unknown,918.0,disorder_rich_spacer_region,13,0.014161220043572984,AlcoR
A0ACI8RR28,unknown,918.0,mixed_charge_polyampholyte,220,0.23965141612200436,AlcoR
A0ACI8RR28,unknown,918.0,other,251,0.27342047930283225,AlcoR
A0ACI8RSP0,ribosomal protein,320.0,other,320,1.0,AlcoR
A0ACI8RTZ8,unknown,489.0,cation_pi_rich_neighborhood,14,0.028629856850715747,AlcoR
A0ACI8RWF6,unknown,608.0,aromatic_sticker_region,576,0.9473684210526315,AlcoR
A0ACI8RX58,unknown,750.0,acidic_region,89,0.11866666666666667,AlcoR
A0ACI8RX58,unknown,750.0,aromatic_sticker_region,38,0.050666666666666665,AlcoR
A0ACI8RX58,unknown,750.0,disorder_rich_spacer_region,29,0.03866666666666667,AlcoR
A0ACI8RX58,unknown,750.0,mixed_charge_polyampholyte,172,0.22933333333333333,AlcoR
A0ACI8RX58,unknown,750.0,other,16,0.021333333333333333,AlcoR
A0ACI8S0C5,unknown,927.0,aromatic_sticker_region,94,0.10140237324703344,AlcoR
A0ACI8S0C5,unknown,927.0,cation_pi_rich_neighborhood,120,0.12944983818770225,AlcoR
A0ACI8S0C5,unknown,927.0,mixed_charge_polyampholyte,343,0.37001078748651567,AlcoR
A0ACI8S113,unknown,1253.0,aromatic_sticker_region,254,0.20271348762968874,AlcoR
A0ACI8S113,unknown,1253.0,mixed_charge_polyampholyte,187,0.14924181963288108,AlcoR
A0ACI8S180,ribosomal protein,136.0,cation_pi_rich_neighborhood,136,1.0,AlcoR
A0ACI8S5H4,unknown,1122.0,arginine_rich_rna_contact_region,19,0.01693404634581105,AlcoR
A0ACI8S5H4,unknown,1122.0,aromatic_sticker_region,361,0.32174688057041,AlcoR
A0ACI8S5H4,unknown,1122.0,cation_pi_rich_neighborhood,51,0.045454545454545456,AlcoR
A0ACI8S5H4,unknown,1122.0,disorder_rich_spacer_region,26,0.023172905525846704,AlcoR
A0ACI8S5H4,unknown,1122.0,hydrophobic_region,19,0.01693404634581105,AlcoR
A0ACI8S5H4,unknown,1122.0,mixed_charge_polyampholyte,18,0.016042780748663103,AlcoR
A0ACI8S5H4,unknown,1122.0,other,166,0.14795008912655971,AlcoR
A0ACI8S5H4,unknown,1122.0,unmapped_physicochemical_properties,23,0.020499108734402853,AlcoR
A0ACI8S5T8,unknown,488.0,aromatic_sticker_region,346,0.7090163934426229,AlcoR
A0ACI8SAU3,unknown,2066.0,acidic_region,78,0.0377541142303969,AlcoR
A0ACI8SAU3,unknown,2066.0,aromatic_sticker_region,676,0.32720232333010646,AlcoR
A0ACI8SAU3,unknown,2066.0,cation_pi_rich_neighborhood,121,0.05856727976766699,AlcoR
A0ACI8SAU3,unknown,2066.0,disorder_rich_spacer_region,26,0.012584704743465635,AlcoR
A0ACI8SAU3,unknown,2066.0,mixed_charge_polyampholyte,222,0.1074540174249758,AlcoR
A0ACI8SAU3,unknown,2066.0,other,107,0.05179090029041626,AlcoR
A0ACI8SAU3,unknown,2066.0,unmapped_physicochemical_properties,56,0.027105517909002903,AlcoR
A0ACI8SBH9,unknown,480.0,mixed_charge_polyampholyte,17,0.035416666666666666,AlcoR
A0ACI8SEY7,unknown,629.0,cation_pi_rich_neighborhood,629,1.0,AlcoR
A0ACI8SPJ0,snRNA,2147.0,aromatic_sticker_region,994,0.46297158826269214,AlcoR
A0ACI8SQV4,unknown,211.0,other,211,1.0,AlcoR
A0ACI8SRT4,ribosomal protein,223.0,aromatic_sticker_region,19,0.08520179372197309,AlcoR
A0ACI8SSD0,unknown,670.0,aromatic_sticker_region,343,0.5119402985074627,AlcoR
A0ACI8SXP5,unknown,451.0,aromatic_sticker_region,248,0.549889135254989,AlcoR
A0ACI8SXP5,unknown,451.0,disorder_rich_spacer_region,17,0.037694013303769404,AlcoR
A0ACI8SYT5,unknown,674.0,aromatic_sticker_region,389,0.5771513353115727,AlcoR
A0ACI8SYT5,unknown,674.0,cation_pi_rich_neighborhood,232,0.34421364985163205,AlcoR
A0ACI8SZ27,unknown,721.0,aromatic_sticker_region,87,0.12066574202496533,AlcoR
A0ACI8T7F0,tRNA,1068.0,aromatic_sticker_region,32,0.0299625468164794,AlcoR
A0ACI8T7F0,tRNA,1068.0,disorder_rich_spacer_region,34,0.031835205992509365,AlcoR
A0ACI8T7F0,tRNA,1068.0,hydrophobic_region,11,0.010299625468164793,AlcoR
A0ACI8T7F0,tRNA,1068.0,unmapped_physicochemical_properties,23,0.02153558052434457,AlcoR
A0ACI8T9E2,unknown,234.0,aromatic_sticker_region,88,0.37606837606837606,AlcoR
A0ACI8T9E2,unknown,234.0,mixed_charge_polyampholyte,68,0.2905982905982906,AlcoR
A0ACI8T9E2,unknown,234.0,other,21,0.08974358974358974,AlcoR
A0ACI8TCF1,unknown,435.0,acidic_region,6,0.013793103448275862,AlcoR
A0ACI8TCF1,unknown,435.0,aromatic_sticker_region,86,0.19770114942528735,AlcoR
A0ACI8TCF1,unknown,435.0,unmapped_physicochemical_properties,18,0.041379310344827586,AlcoR
A0ACI8TEP7,unknown,818.0,aromatic_sticker_region,737,0.9009779951100244,AlcoR
A0ACI8TEP7,unknown,818.0,mixed_charge_polyampholyte,67,0.08190709046454768,AlcoR
A0ACI8TFG6,tRNA,1552.0,aromatic_sticker_region,425,0.27384020618556704,AlcoR
A0ACI8TFG6,tRNA,1552.0,other,13,0.008376288659793814,AlcoR
A0ACI8TH72,unknown,1111.0,aromatic_sticker_region,1020,0.918091809180918,AlcoR
A0ACI8TH72,unknown,1111.0,mixed_charge_polyampholyte,59,0.05310531053105311,AlcoR
A0ACI8TIT4,unknown,488.0,aromatic_sticker_region,488,1.0,AlcoR
A0ACI8TJ61,unknown,193.0,aromatic_sticker_region,193,1.0,AlcoR
A0ACI8TJP2,unknown,2207.0,aromatic_sticker_region,1142,0.5174444947893068,AlcoR
A0ACI8TJP2,unknown,2207.0,cation_pi_rich_neighborhood,301,0.1363842319891255,AlcoR
A0ACI8TJP2,unknown,2207.0,mixed_charge_polyampholyte,12,0.005437245129134572,AlcoR
A0ACI8TLG3,tRNA,1044.0,aromatic_sticker_region,508,0.48659003831417624,AlcoR
A0ACI8TLM1,unknown,106.0,other,106,1.0,AlcoR
A0ACI8TML7,unknown,1201.0,aromatic_sticker_region,316,0.2631140716069942,AlcoR
A0ACI8TML7,unknown,1201.0,cation_pi_rich_neighborhood,316,0.2631140716069942,AlcoR
A0ACI8TML7,unknown,1201.0,mixed_charge_polyampholyte,70,0.058284762697751874,AlcoR
A0ACI8TML7,unknown,1201.0,other,404,0.33638634471273937,AlcoR
A0ACI8TMU3,unknown,1055.0,aromatic_sticker_region,111,0.1052132701421801,AlcoR
A0ACI8TMU3,unknown,1055.0,mixed_charge_polyampholyte,91,0.08625592417061612,AlcoR
A0ACI8TN08,unknown,998.0,aromatic_sticker_region,685,0.6863727454909819,AlcoR
A0ACI8TN08,unknown,998.0,other,291,0.29158316633266534,AlcoR
A0ACI8TNP0,unknown,654.0,aromatic_sticker_region,357,0.5458715596330275,AlcoR
A0ACI8TNP0,unknown,654.0,cation_pi_rich_neighborhood,271,0.41437308868501527,AlcoR
A0ACI8TNW3,unknown,757.0,acidic_region,22,0.02906208718626156,AlcoR
A0ACI8TNW3,unknown,757.0,aromatic_sticker_region,67,0.08850726552179657,AlcoR
A0ACI8TNW3,unknown,757.0,disorder_rich_spacer_region,19,0.02509907529722589,AlcoR
A0ACI8TNW3,unknown,757.0,hydrophobic_region,29,0.03830911492734478,AlcoR
A0ACI8TNW3,unknown,757.0,unmapped_physicochemical_properties,57,0.07529722589167767,AlcoR
A0ACI8TQP9,unknown,2591.0,cation_pi_rich_neighborhood,32,0.012350443844075647,AlcoR
A0ACI8TQS2,unknown,3008.0,aromatic_sticker_region,433,0.1439494680851064,AlcoR
A0ACI8TQS2,unknown,3008.0,cation_pi_rich_neighborhood,332,0.11037234042553191,AlcoR
A0ACI8TQS2,unknown,3008.0,disorder_rich_spacer_region,23,0.007646276595744681,AlcoR
A0ACI8TQS2,unknown,3008.0,unmapped_physicochemical_properties,40,0.013297872340425532,AlcoR
A0ACI8TS18,unknown,1048.0,aromatic_sticker_region,390,0.37213740458015265,AlcoR
A0ACI8TS18,unknown,1048.0,disorder_rich_spacer_region,35,0.033396946564885496,AlcoR
A0ACI8TS18,unknown,1048.0,mixed_charge_polyampholyte,46,0.04389312977099236,AlcoR
A0ACI8TS18,unknown,1048.0,unmapped_physicochemical_properties,32,0.030534351145038167,AlcoR
A0ACI8TS68,mRNA,376.0,acidic_region,19,0.05053191489361702,AlcoR
A0ACI8TS68,mRNA,376.0,aromatic_sticker_region,15,0.0398936170212766,AlcoR
A0ACI8TS68,mRNA,376.0,mixed_charge_polyampholyte,18,0.047872340425531915,AlcoR
A0ACI8TSY6,unknown,1461.0,aromatic_sticker_region,539,0.36892539356605064,AlcoR
A0ACI8TTG6,tRNA,937.0,aromatic_sticker_region,899,0.959445037353255,AlcoR
A0ACI8TUA9,unknown,638.0,cation_pi_rich_neighborhood,54,0.08463949843260188,AlcoR
A0ACI8TUB7,unknown,259.0,acidic_region,101,0.38996138996138996,AlcoR
A0ACI8TUB7,unknown,259.0,cation_pi_rich_neighborhood,114,0.44015444015444016,AlcoR
A0ACI8TWM6,unknown,905.0,arginine_rich_rna_contact_region,88,0.09723756906077348,AlcoR
A0ACI8TWM6,unknown,905.0,aromatic_sticker_region,635,0.7016574585635359,AlcoR
A0ACI8TWM6,unknown,905.0,cation_pi_rich_neighborhood,132,0.14585635359116023,AlcoR
A0ACI8TWM6,unknown,905.0,disorder_rich_spacer_region,19,0.020994475138121547,AlcoR
A0ACI8TXE9,unknown,1448.0,aromatic_sticker_region,243,0.16781767955801105,AlcoR
A0ACI8TXE9,unknown,1448.0,cation_pi_rich_neighborhood,368,0.2541436464088398,AlcoR
A0ACI8TXE9,unknown,1448.0,other,768,0.5303867403314917,AlcoR
A0ACI8TXE9,unknown,1448.0,unmapped_physicochemical_properties,17,0.011740331491712707,AlcoR
A0ACI8TZ93,unknown,399.0,acidic_region,11,0.02756892230576441,AlcoR
A0ACI8TZ93,unknown,399.0,aromatic_sticker_region,362,0.9072681704260651,AlcoR
A0ACI8TZD7,unknown,856.0,aromatic_sticker_region,816,0.9532710280373832,AlcoR
A0ACI8TZE9,unknown,712.0,aromatic_sticker_region,88,0.12359550561797752,AlcoR
A0ACI8TZE9,unknown,712.0,cation_pi_rich_neighborhood,340,0.47752808988764045,AlcoR
A0ACI8TZE9,unknown,712.0,other,216,0.30337078651685395,AlcoR
A0ACI8TZE9,unknown,712.0,unmapped_physicochemical_properties,17,0.023876404494382022,AlcoR
A0ACI8U1B9,unknown,902.0,cation_pi_rich_neighborhood,217,0.24057649667405764,AlcoR
A0ACI8U1B9,unknown,902.0,other,101,0.11197339246119734,AlcoR
A0ACI8U399,unknown,786.0,acidic_region,47,0.05979643765903308,AlcoR
A0ACI8U399,unknown,786.0,aromatic_sticker_region,45,0.05725190839694656,AlcoR
A0ACI8U399,unknown,786.0,cation_pi_rich_neighborhood,353,0.4491094147582697,AlcoR
A0ACI8U399,unknown,786.0,mixed_charge_polyampholyte,282,0.35877862595419846,AlcoR
A0ACI8U6C5,unknown,1066.0,aromatic_sticker_region,663,0.6219512195121951,AlcoR
A0ACI8U6C5,unknown,1066.0,disorder_rich_spacer_region,47,0.04409005628517824,AlcoR
A0ACI8U6C5,unknown,1066.0,mixed_charge_polyampholyte,341,0.3198874296435272,AlcoR
A0ACI8U7J9,unknown,978.0,cation_pi_rich_neighborhood,79,0.08077709611451943,AlcoR
A0ACI8U7J9,unknown,978.0,other,549,0.5613496932515337,AlcoR
A0ACI8U7J9,unknown,978.0,unmapped_physicochemical_properties,54,0.05521472392638037,AlcoR
A0ACI8U804,unknown,2104.0,aromatic_sticker_region,535,0.25427756653992395,AlcoR
A0ACI8U804,unknown,2104.0,hydrophobic_region,14,0.006653992395437262,AlcoR
A0ACI8UB86,unknown,209.0,disorder_rich_spacer_region,59,0.2822966507177033,AlcoR
A0ACI8UDX5,unknown,454.0,acidic_region,19,0.04185022026431718,AlcoR
A0ACI8UDX5,unknown,454.0,disorder_rich_spacer_region,18,0.039647577092511016,AlcoR
A0ACI8UEC4,unknown,719.0,cation_pi_rich_neighborhood,159,0.2211404728789986,AlcoR
A0ACI8UES1,unknown,422.0,other,422,1.0,AlcoR
A0ACI8UJW4,unknown,514.0,aromatic_sticker_region,197,0.3832684824902724,AlcoR
A0ACI8UJW4,unknown,514.0,cation_pi_rich_neighborhood,196,0.38132295719844356,AlcoR
A0ACI8UJW4,unknown,514.0,unmapped_physicochemical_properties,23,0.04474708171206226,AlcoR
