uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q14151,953.0,mRNA,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
Q9BQ67,446.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q8WUA2,492.0,mRNA,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
Q96EY7,689.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q12849,480.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8978562660542678
Q9NQZ2,479.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8439583509717834
O95218,330.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q96MP5,696.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8987070318726668
O15397,1037.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8791762916386425
Q8NAV1,312.0,snRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q86YF9,867.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
O43347,362.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9796958635282761
Q96K80,434.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8436756063507114
Q07955,248.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
Q96RS0,853.0,snRNA,SEG_intermediate,1,2,0,3,1,3,4,3,5,4,-1,0.0
O60563,726.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P49790,1475.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
O15105,426.0,ncRNA,SEG_intermediate,1,2,1,3,2,3,2,3,4,3,-1,0.0
Q14562,1220.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q8TDI0,1954.0,unknown,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
Q6ZRS2,3230.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
O15047,1707.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q8IXZ2,948.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9UKV3,1341.0,mRNA,SEG_intermediate,1,2,1,3,1,3,3,3,3,4,-1,0.0
Q92900,1129.0,mRNA,SEG_intermediate,0,2,0,3,2,3,0,3,4,3,-1,0.0
Q9UPR6,939.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q9NVP1,670.0,pre-rRNA,SEG_intermediate,1,2,0,3,3,3,4,3,5,4,-1,0.0
Q9UNW9,492.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9BSC4,688.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
O60583,730.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q15032,1099.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
O43432,1585.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q8NC60,698.0,pre-rRNA,SEG_intermediate,1,2,0,3,0,3,0,3,1,4,-1,0.0
Q9Y2X3,529.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
O15234,703.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8903977942377663
Q9UBK2,798.0,unknown,SEG_intermediate,0,2,0,3,3,3,3,3,3,4,-1,0.0
Q96KR1,1074.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q17RY0,729.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9P2N5,1060.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
P51531,1590.0,unknown,SEG_intermediate,0,2,0,3,0,4,0,5,0,6,-1,0.0
P31942,346.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q8TBF4,217.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q5T8P6,1007.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,0,3,-1,0.0
A7MD48,611.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
Q5VZF2,373.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9501212836331727
A0A0A0MQW0,576.0,mRNA,SEG_intermediate,0,2,0,3,2,3,2,3,4,3,-1,0.0
P37108,136.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,2,3,4,3,-1,0.0
Q92620,1227.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q8WYQ9,949.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
O43823,692.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q96L12,384.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9H0W8,520.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8315061396321897
Q15427,424.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9HC10,1997.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,3,-1,0.0
P82675,430.0,ribosomal protein,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q96HR8,494.0,snoRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q96NC0,199.0,snRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q5C9Z4,860.0,pre-rRNA,SEG_intermediate,0,2,0,3,2,3,2,3,2,3,0,0.8395685850091232
P49589,748.0,tRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q8IZD4,617.0,mRNA,SEG_intermediate,1,2,1,3,3,3,0,3,4,3,-1,0.0
Q9H361,631.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9747367269424289
Q8TBY0,533.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q5T200,1668.0,unknown,SEG_intermediate,1,2,1,2,3,2,4,2,5,2,-1,0.0
Q2TBE0,894.0,mRNA,SEG_intermediate,1,2,0,3,3,3,4,3,5,4,-1,0.0
P47974,494.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P83369,360.0,snRNA,SEG_intermediate,0,2,0,3,2,3,2,3,2,3,0,0.8751180010029173
O95104,1147.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
O43541,496.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
O60841,1220.0,tRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q9UKZ1,510.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8750889795682212
Q86SE8,214.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q5SZQ8,465.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.873410434405521
Q15269,919.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q15424,915.0,mRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q9NQ29,371.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q9HCJ3,691.0,mRNA,SEG_intermediate,0,2,0,3,2,3,0,3,4,3,0,0.8325948315695715
O14979,420.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8751180010029173
Q96IZ7,334.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
A0AV96,593.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q8TAD8,396.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9612665480860328
O14776,1098.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
O95391,586.0,mRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q8TA86,221.0,snRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q14296,549.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8970453204632117
O94913,1555.0,mRNA,SEG_intermediate,1,2,1,3,0,3,0,3,4,4,-1,0.0
Q8WWH5,349.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q9P2I0,782.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q6ZRY4,209.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
P62314,119.0,snRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q2NL82,804.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8973954225433913
Q15287,305.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
Q1KMD3,747.0,mRNA,SEG_intermediate,1,2,0,3,0,3,1,3,0,4,-1,0.0
P51608,486.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P17480,764.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q15696,482.0,mRNA,SEG_intermediate,1,2,0,3,3,3,3,3,3,4,-1,0.0
Q7Z570,1209.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9210726665631206
O75526,392.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,0,3,-1,0.0
Q9BRZ2,755.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q16637,294.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9NZJ5,1116.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
P26368,475.0,mRNA,SEG_intermediate,1,2,0,3,3,3,3,3,3,4,-1,0.0
F5H0R1,912.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9UNX4,943.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q6L8Q7,609.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9BWF3,364.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q969S3,477.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q32MZ4,808.0,ncRNA,SEG_intermediate,0,2,0,3,3,3,4,3,5,4,-1,0.0
O43290,800.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8507101355294826
Q9BQ04,359.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8853699008558408
Q9BUQ8,820.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q8IY37,1157.0,snoRNA,SEG_intermediate,1,2,0,3,0,3,0,3,0,4,-1,0.0
Q96PK6,669.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8853699008558408
Q9UHB9,627.0,ncRNA,SEG_intermediate,0,2,0,3,2,3,0,3,4,3,-1,0.0
Q86YN6,1023.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.7923779232112067
Q14103,355.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q07666,443.0,mRNA,SEG_intermediate,0,2,0,3,2,3,2,3,2,3,0,0.8345000857656879
Q13064,507.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8685512377438925
Q8NBJ9,832.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q13151,305.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q15022,739.0,ncRNA,SEG_intermediate,0,2,0,3,2,3,2,3,4,3,-1,0.0
Q8N2A8,252.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8274283361811859
Q7Z6E9,1792.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q9Y3T9,749.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q96I24,572.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P19338,710.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q13435,895.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q7KZ85,1726.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q15910,746.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q8NAF0,562.0,unknown,SEG_intermediate,0,2,0,3,2,3,2,3,0,3,-1,0.0
P05387,115.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q07864,2286.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q9BWU0,742.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9517351943915628
Q8WWY3,499.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.7803822931899966
Q02040,695.0,mRNA,SEG_intermediate,1,2,0,3,3,3,3,3,3,4,-1,0.0
P49759,484.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
Q86XZ4,545.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q8NDV7,1962.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q6P9B9,1019.0,snRNA,SEG_intermediate,0,2,0,3,2,3,2,3,4,3,-1,0.0
O94992,359.0,ncRNA,SEG_intermediate,1,2,1,3,0,3,1,3,0,4,-1,0.0
P98175,930.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q6ZN04,569.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9UJV9,622.0,mRNA,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
B0QYK0,618.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q8N5A5,531.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9H0L4,616.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8498559711505183
Q00577,322.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
F8W6I7,307.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q8WXA9,508.0,mRNA,SEG_intermediate,0,2,0,3,3,3,4,3,5,4,-1,0.0
Q92973,898.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q6PKG0,1096.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
O15523,660.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
O43143,795.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P03950,147.0,diverse,SEG_intermediate,0,1,0,1,2,1,2,1,4,1,-1,0.0
Q13523,1007.0,snRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q9Y388,322.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q86U06,439.0,mRNA,SEG_intermediate,0,2,0,3,3,3,3,3,3,4,-1,0.0
P06748,294.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q13485,552.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q969H6,163.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P60323,173.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
P52756,815.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
H7BXY3,1166.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8298244238955561
Q04637,1599.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,1,4,0,0.8210300781654811
Q9UPY3,1922.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8032844791607139
P49761,490.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
P07998,156.0,diverse,SEG_intermediate,0,2,2,3,2,3,2,3,4,3,-1,0.0
Q96MT3,831.0,unknown,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q9UJV8,347.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8751180010029173
Q14157,1087.0,mRNA,SEG_intermediate,0,2,0,3,0,3,2,3,0,3,-1,0.0
Q8WW36,166.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8271655975216742
P05386,114.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q8TEX9,1081.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
P22626,353.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q8NI27,1593.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q03468,1493.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.981506003927788
Q13283,466.0,mRNA,SEG_intermediate,1,2,1,3,2,3,2,3,2,4,-1,0.0
Q9HAU5,1272.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P18583,2426.0,mRNA,SEG_intermediate,0,2,0,3,3,3,4,3,5,4,-1,0.0
P26599,557.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8694004609958452
O95985,862.0,mRNA,SEG_intermediate,1,2,2,3,3,3,2,3,2,3,0,0.8751180010029173
P23246,707.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P78362,688.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q32P51,320.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q12904,312.0,tRNA,SEG_intermediate,1,2,1,3,2,3,4,3,5,4,-1,0.0
Q92879,486.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
O75179,2603.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q6P2E9,1401.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q86XP3,938.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,4,-1,0.0
B0QYY4,370.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
P26358,1616.0,ncRNA,SEG_intermediate,0,2,2,3,3,3,4,3,5,4,-1,0.0
Q9NV66,732.0,tRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9NTZ6,932.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9UN86,482.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9046883647609832
Q9BXY0,300.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9084108809186626
Q9H7N4,1312.0,mRNA,SEG_intermediate,1,2,0,3,3,4,0,4,0,5,-1,0.0
P36776,959.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q8IWZ3,2542.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P11387,765.0,unknown,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q96P70,1041.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P49760,499.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
Q12905,390.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,3,-1,0.0
Q86Y13,1208.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q9UPR3,1016.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P07814,1512.0,tRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q9NVH2,962.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8687711705769076
Q9UPN6,1271.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
P12270,2363.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q7Z2T5,733.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q08211,1270.0,ncRNA,SEG_intermediate,0,2,1,3,0,3,1,3,0,4,-1,0.0
Q9NR48,2969.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9Y3Y2,248.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
O60508,579.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,0,3,-1,0.0
Q14152,1382.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q99590,1463.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9UNY4,1162.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q5T481,1227.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
O60832,514.0,snoRNA,SEG_intermediate,1,2,0,3,3,3,4,3,5,4,-1,0.0
O60506,623.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q96IP4,442.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0A0A0MRM9,708.0,snoRNA,SEG_intermediate,0,2,0,3,1,3,1,3,0,4,-1,0.0
X6R7H2,631.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
