proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,LCRFinder,694,699,6,mRNA,distal_terminal,hydrophobic_region,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,1.0,0.8333333333333334,0.0,0.1666666666666667,0.1666666666666667,0.0,0.1666666666666667,0.1666666666666667,0.0,,
Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,LCRFinder,875,878,4,mRNA,distal_terminal,disorder_rich_spacer_region,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,LCRFinder,958,962,5,mRNA,distal_terminal,hydrophobic_region,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,,
Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,LCRFinder,1562,1565,4,mRNA,domain_intrinsic,hydrophobic_region,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,15,21,7,mRNA,domain_adjacent,disorder_rich_spacer_region,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,28,31,4,mRNA,domain_adjacent,disorder_rich_spacer_region,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,1119,1124,6,mRNA,interdomain_linker,hydrophobic_region,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.1666666666666667,0.8333333333333334,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.1666666666666667,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,1221,1224,4,mRNA,interdomain_linker,polar_linker,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,1267,1273,7,mRNA,interdomain_linker,polar_linker,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',LCRFinder,1279,1282,4,mRNA,interdomain_linker,polar_linker,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,45,50,6,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.1666666666666667,0.0,0.0,0.1666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.5,0.0,0.0,1.0,0.0,0.1666666666666667,0.1666666666666667,-0.1666666666666667,0.3333333333333333,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,86,90,5,pre-rRNA,unclassified_no_pfam,acidic_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.0,0.4,0.0,0.4,0.4,-0.4,0.0,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,192,197,6,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,377,380,4,pre-rRNA,unclassified_no_pfam,basic_enriched_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,421,425,5,pre-rRNA,unclassified_no_pfam,arginine_rich_rna_contact_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.4,0.0,0.4,0.4,0.4,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,434,439,6,pre-rRNA,unclassified_no_pfam,basic_enriched_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.3333333333333333,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,547,557,11,pre-rRNA,unclassified_no_pfam,acidic_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.3636363636363636,0.3636363636363636,-0.3636363636363636,0.6363636363636364,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,581,592,12,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9166666666666666,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,683,688,6,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.1666666666666667,0.0,0.0,1.0,0.1666666666666667,0.0,0.1666666666666667,0.1666666666666667,0.0,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,704,707,4,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,LCRFinder,782,785,4,pre-rRNA,unclassified_no_pfam,unmapped_physicochemical_properties,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,LCRFinder,479,482,4,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,LCRFinder,766,769,4,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,LCRFinder,870,883,14,mRNA,distal_terminal,basic_enriched_region,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.2142857142857143,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.2142857142857143,0.7857142857142857,0.7142857142857143,0.07142857142857142,0.7857142857142857,0.6428571428571429,0.0,,
Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,LCRFinder,894,903,10,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,Q9BRR8|ensembl_protein_id=ENSP00000170564|entry=GPTC1_HUMAN|source=pfam27|protein_name=G,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.2,0.2,-0.2,0.8,,
