uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
A0AA34QW03,mRNA,678.0,10,74,0.10914454277286136,3+,LCRFinder
A0ABB0MN55,mRNA,322.0,9,90,0.2795031055900621,3+,LCRFinder
A0ABB0MV08,mRNA,369.0,7,65,0.17615176151761516,3+,LCRFinder
A0ABB0MVJ3,unknown,604.0,3,14,0.023178807947019868,3+,LCRFinder
A0ACI8P9Y7,unknown,1707.0,6,30,0.01757469244288225,3+,LCRFinder
A0ACI8PHD2,unknown,261.0,5,48,0.1839080459770115,3+,LCRFinder
A0ACI8PT71,unknown,1306.0,4,16,0.01225114854517611,3+,LCRFinder
A0ACI8PUZ8,unknown,1375.0,8,50,0.03636363636363636,3+,LCRFinder
A0ACI8PVP6,unknown,744.0,3,15,0.020161290322580645,3+,LCRFinder
A0ACI8PX57,unknown,378.0,8,84,0.2222222222222222,3+,LCRFinder
A0ACI8Q0P4,unknown,829.0,9,62,0.07478890229191798,3+,LCRFinder
A0ACI8Q806,unknown,498.0,7,54,0.10843373493975904,3+,LCRFinder
A0ACI8QHW6,unknown,749.0,2,17,0.022696929238985315,2,LCRFinder
A0ACI8QLY8,unknown,321.0,7,55,0.17133956386292834,3+,LCRFinder
A0ACI8QNN6,unknown,701.0,3,20,0.028530670470756064,3+,LCRFinder
A0ACI8QTQ5,diverse,1388.0,10,63,0.045389048991354465,3+,LCRFinder
A0ACI8QU73,unknown,864.0,9,45,0.052083333333333336,3+,LCRFinder
A0ACI8QUJ1,unknown,752.0,5,31,0.041223404255319146,3+,LCRFinder
A0ACI8QY88,mRNA,715.0,10,94,0.13146853146853146,3+,LCRFinder
A0ACI8R3H8,unknown,616.0,2,9,0.01461038961038961,2,LCRFinder
A0ACI8R7A3,unknown,356.0,3,16,0.0449438202247191,3+,LCRFinder
A0ACI8RCQ9,unknown,534.0,2,24,0.0449438202247191,2,LCRFinder
A0ACI8RI26,unknown,764.0,7,40,0.05235602094240838,3+,LCRFinder
A0ACI8RL22,unknown,1967.0,7,38,0.019318759532282664,3+,LCRFinder
A0ACI8RLL6,unknown,729.0,4,20,0.027434842249657063,3+,LCRFinder
A0ACI8RMB5,unknown,1003.0,9,49,0.04885343968095713,3+,LCRFinder
A0ACI8RQX4,unknown,1349.0,2,9,0.006671608598962194,2,LCRFinder
A0ACI8RR28,unknown,918.0,3,26,0.02832244008714597,3+,LCRFinder
A0ACI8RX58,unknown,750.0,12,172,0.22933333333333333,3+,LCRFinder
A0ACI8S0C5,unknown,927.0,6,28,0.030204962243797196,3+,LCRFinder
A0ACI8S113,unknown,1253.0,11,57,0.04549082202713488,3+,LCRFinder
A0ACI8S5H4,unknown,1122.0,4,19,0.01693404634581105,3+,LCRFinder
A0ACI8S5T8,unknown,488.0,4,28,0.05737704918032787,3+,LCRFinder
A0ACI8SAU3,unknown,2066.0,6,27,0.013068731848983543,3+,LCRFinder
A0ACI8SBH9,unknown,480.0,1,4,0.008333333333333333,1,LCRFinder
A0ACI8SEY7,unknown,629.0,1,7,0.011128775834658187,1,LCRFinder
A0ACI8SPJ0,snRNA,2147.0,4,24,0.011178388448998603,3+,LCRFinder
A0ACI8SQV4,unknown,211.0,3,16,0.07582938388625593,3+,LCRFinder
A0ACI8SXP5,unknown,451.0,10,60,0.13303769401330376,3+,LCRFinder
A0ACI8SYT5,unknown,674.0,8,51,0.07566765578635015,3+,LCRFinder
A0ACI8T6P5,unknown,600.0,2,14,0.023333333333333334,2,LCRFinder
A0ACI8T7F0,tRNA,1068.0,2,8,0.00749063670411985,2,LCRFinder
A0ACI8T823,unknown,380.0,3,16,0.042105263157894736,3+,LCRFinder
A0ACI8T9E2,unknown,234.0,3,21,0.08974358974358974,3+,LCRFinder
A0ACI8TFG6,tRNA,1552.0,6,29,0.018685567010309278,3+,LCRFinder
A0ACI8TJP2,unknown,2207.0,2,10,0.004531037607612143,2,LCRFinder
A0ACI8TLG3,tRNA,1044.0,1,6,0.005747126436781609,1,LCRFinder
A0ACI8TLM1,unknown,106.0,1,9,0.08490566037735849,1,LCRFinder
A0ACI8TLS0,unknown,550.0,1,6,0.01090909090909091,1,LCRFinder
A0ACI8TML7,unknown,1201.0,6,33,0.027477102414654453,3+,LCRFinder
A0ACI8TMU3,unknown,1055.0,2,30,0.02843601895734597,2,LCRFinder
A0ACI8TQP9,unknown,2591.0,8,43,0.01659590891547665,3+,LCRFinder
A0ACI8TQS2,unknown,3008.0,26,180,0.0598404255319149,3+,LCRFinder
A0ACI8TS18,unknown,1048.0,11,65,0.06202290076335878,3+,LCRFinder
A0ACI8TSY6,unknown,1461.0,5,26,0.01779603011635866,3+,LCRFinder
A0ACI8TUA9,unknown,638.0,10,113,0.17711598746081506,3+,LCRFinder
A0ACI8TUB7,unknown,259.0,4,17,0.06563706563706563,3+,LCRFinder
A0ACI8TWM6,unknown,905.0,9,41,0.045303867403314914,3+,LCRFinder
A0ACI8TXE9,unknown,1448.0,7,42,0.029005524861878452,3+,LCRFinder
A0ACI8U1B9,unknown,902.0,11,99,0.10975609756097561,3+,LCRFinder
A0ACI8U399,unknown,786.0,6,35,0.044529262086514,3+,LCRFinder
A0ACI8U6C5,unknown,1066.0,5,41,0.038461538461538464,3+,LCRFinder
A0ACI8U7J9,unknown,978.0,2,10,0.010224948875255624,2,LCRFinder
A0ACI8U804,unknown,2104.0,6,34,0.016159695817490494,3+,LCRFinder
A0ACI8UB86,unknown,209.0,4,17,0.08133971291866028,3+,LCRFinder
A0ACI8UES1,unknown,422.0,3,24,0.05687203791469194,3+,LCRFinder
A0ACI8UGJ8,unknown,626.0,1,5,0.007987220447284345,1,LCRFinder
A0ACI8UMC2,unknown,837.0,1,8,0.009557945041816009,1,LCRFinder
A0ACI8UNX3,unknown,1077.0,8,62,0.057567316620241414,3+,LCRFinder
A0ACI8UTL7,unknown,402.0,11,83,0.2064676616915423,3+,LCRFinder
A0ACI8UZB3,unknown,1252.0,4,40,0.03194888178913738,3+,LCRFinder
A0ACI8V0W0,unknown,822.0,1,6,0.0072992700729927005,1,LCRFinder
A0ACI8V583,mRNA,621.0,11,65,0.10466988727858294,3+,LCRFinder
A0ACI8V6J3,unknown,1329.0,6,27,0.020316027088036117,3+,LCRFinder
A0ACI8VA32,unknown,1280.0,5,28,0.021875,3+,LCRFinder
A0ACI8VAV8,unknown,1149.0,3,18,0.015665796344647518,3+,LCRFinder
A0ACI8VCM9,unknown,1180.0,13,90,0.07627118644067797,3+,LCRFinder
A0ACI8VD15,unknown,1437.0,5,26,0.018093249826026444,3+,LCRFinder
A0ACI8VFS1,unknown,923.0,4,18,0.01950162513542795,3+,LCRFinder
A0ACI8VQD2,unknown,1043.0,7,56,0.053691275167785234,3+,LCRFinder
A0ACI8VSD4,mRNA,674.0,2,15,0.02225519287833828,2,LCRFinder
A0AV96,mRNA,593.0,5,46,0.0775716694772344,3+,LCRFinder
A1L020,mRNA,520.0,7,53,0.10192307692307692,3+,LCRFinder
A2PYH4,unknown,1435.0,1,4,0.0027874564459930314,1,LCRFinder
A4D1B5,unknown,854.0,3,21,0.02459016393442623,3+,LCRFinder
A4D1E1,unknown,1349.0,3,15,0.01111934766493699,3+,LCRFinder
A5YKK6,mRNA,2376.0,10,63,0.026515151515151516,3+,LCRFinder
A6NDE4,mRNA,496.0,3,18,0.036290322580645164,3+,LCRFinder
A6NDY0,mRNA,278.0,4,26,0.09352517985611511,3+,LCRFinder
A6NEQ0,mRNA,496.0,3,18,0.036290322580645164,3+,LCRFinder
A6NFI3,unknown,1004.0,14,112,0.11155378486055777,3+,LCRFinder
A6NFN3,mRNA,312.0,5,25,0.08012820512820513,3+,LCRFinder
A6NHQ2,snoRNA,334.0,5,55,0.16467065868263472,3+,LCRFinder
A6NKG5,unknown,1358.0,7,33,0.024300441826215022,3+,LCRFinder
A6NM28,unknown,416.0,1,10,0.02403846153846154,1,LCRFinder
A6NNF4,unknown,616.0,1,4,0.006493506493506494,1,LCRFinder
A7MD48,mRNA,611.0,14,156,0.2553191489361702,3+,LCRFinder
A8MQ14,unknown,1090.0,1,6,0.005504587155963303,1,LCRFinder
A8MXP9,mRNA,895.0,5,23,0.02569832402234637,3+,LCRFinder
B0QYK0,mRNA,618.0,14,164,0.26537216828478966,3+,LCRFinder
B0QYY4,mRNA,370.0,5,41,0.11081081081081082,3+,LCRFinder
B5MCF9,pre-rRNA,571.0,4,20,0.03502626970227671,3+,LCRFinder
B5MCU0,unknown,990.0,13,91,0.09191919191919191,3+,LCRFinder
B5MCY1,unknown,1934.0,3,15,0.0077559462254395035,3+,LCRFinder
B8ZZ98,mRNA,158.0,4,60,0.379746835443038,3+,LCRFinder
C9J6P4,ncRNA,1024.0,3,16,0.015625,3+,LCRFinder
C9J9B2,mRNA,264.0,2,15,0.056818181818181816,2,LCRFinder
C9JAB2,mRNA,235.0,6,67,0.2851063829787234,3+,LCRFinder
C9JE40,mRNA,543.0,5,28,0.05156537753222836,3+,LCRFinder
C9JP00,mRNA,348.0,2,19,0.05459770114942529,2,LCRFinder
D4PHA4,unknown,493.0,2,10,0.02028397565922921,2,LCRFinder
D6R954,tRNA,199.0,1,6,0.03015075376884422,1,LCRFinder
D6R9W6,mRNA,518.0,2,20,0.03861003861003861,2,LCRFinder
D6RA96,unknown,785.0,2,10,0.012738853503184714,2,LCRFinder
D6W5Y5,mRNA,297.0,5,27,0.09090909090909091,3+,LCRFinder
E5RJM0,mRNA,639.0,7,52,0.081377151799687,3+,LCRFinder
E5RJZ9,mRNA,265.0,4,19,0.07169811320754717,3+,LCRFinder
E7ERJ7,mRNA,604.0,3,19,0.03145695364238411,3+,LCRFinder
E7ERQ6,mRNA,390.0,1,5,0.01282051282051282,1,LCRFinder
E7ESL0,ribosomal protein,212.0,1,8,0.03773584905660377,1,LCRFinder
E7ET15,snRNA,1028.0,12,112,0.10894941634241245,3+,LCRFinder
E7ETU5,mRNA,370.0,1,5,0.013513513513513514,1,LCRFinder
E7EWR4,mRNA,597.0,1,5,0.008375209380234505,1,LCRFinder
E9PB61,mRNA,264.0,5,48,0.18181818181818182,3+,LCRFinder
E9PBY2,mRNA,654.0,1,5,0.00764525993883792,1,LCRFinder
E9PFF5,mRNA,490.0,4,42,0.08571428571428572,3+,LCRFinder
E9PIF2,pre-rRNA,835.0,8,62,0.07425149700598803,3+,LCRFinder
E9PL19,mRNA,596.0,5,37,0.06208053691275168,3+,LCRFinder
E9PMM9,ribosomal protein,218.0,3,35,0.16055045871559634,3+,LCRFinder
F5GYR3,pre-rRNA,275.0,1,4,0.014545454545454545,1,LCRFinder
F5H0R1,snRNA,912.0,6,39,0.04276315789473684,3+,LCRFinder
F6TAI2,mRNA,324.0,3,16,0.04938271604938271,3+,LCRFinder
F6VAP0,mRNA,555.0,5,46,0.08288288288288288,3+,LCRFinder
F8VP89,mRNA,275.0,5,29,0.10545454545454545,3+,LCRFinder
F8VQP2,mRNA,1073.0,10,65,0.06057781919850885,3+,LCRFinder
F8VU11,snRNA,892.0,17,143,0.16031390134529147,3+,LCRFinder
F8VVL1,mRNA,160.0,1,7,0.04375,1,LCRFinder
F8VXY6,mRNA,228.0,3,25,0.10964912280701754,3+,LCRFinder
F8W6I7,mRNA,307.0,6,43,0.14006514657980457,3+,LCRFinder
G3V529,pre-rRNA,816.0,9,45,0.05514705882352941,3+,LCRFinder
G3V5I6,mRNA,420.0,3,15,0.03571428571428571,3+,LCRFinder
G3V5X7,ncRNA,2519.0,9,51,0.020246129416435093,3+,LCRFinder
H0Y6E7,mRNA,292.0,8,56,0.1917808219178082,3+,LCRFinder
H0YDK8,mRNA,900.0,16,122,0.13555555555555557,3+,LCRFinder
H0YLQ7,unknown,131.0,4,21,0.16030534351145037,3+,LCRFinder
H3BM89,ribosomal protein,333.0,7,50,0.15015015015015015,3+,LCRFinder
H3BNJ4,unknown,201.0,1,5,0.024875621890547265,1,LCRFinder
H3BPD0,unknown,197.0,2,14,0.07106598984771574,2,LCRFinder
H3BPE7,mRNA,527.0,16,187,0.3548387096774194,3+,LCRFinder
H3BPG5,mRNA,128.0,2,57,0.4453125,2,LCRFinder
H3BSG4,tRNA,173.0,2,21,0.12138728323699421,2,LCRFinder
H7BXY3,mRNA,1166.0,7,43,0.03687821612349914,3+,LCRFinder
H9KV63,ncRNA,1113.0,1,5,0.004492362982929021,1,LCRFinder
I3L1L6,mRNA,617.0,1,9,0.014586709886547812,1,LCRFinder
J3KP02,unknown,692.0,6,34,0.049132947976878616,3+,LCRFinder
J3KPD3,mRNA,267.0,3,13,0.04868913857677903,3+,LCRFinder
J3KPK3,mRNA,459.0,3,18,0.0392156862745098,3+,LCRFinder
J3KPP4,mRNA,489.0,7,84,0.17177914110429449,3+,LCRFinder
J3KQ82,mRNA,459.0,3,18,0.0392156862745098,3+,LCRFinder
J3QL05,mRNA,130.0,1,17,0.13076923076923078,1,LCRFinder
J3QS41,mRNA,1943.0,12,58,0.029850746268656716,3+,LCRFinder
K7EJB9,mRNA,349.0,5,46,0.1318051575931232,3+,LCRFinder
K7EKH9,unknown,261.0,2,9,0.034482758620689655,2,LCRFinder
K7ER00,tRNA,548.0,1,5,0.009124087591240875,1,LCRFinder
M0QY97,unknown,910.0,19,140,0.15384615384615385,3+,LCRFinder
M0QYX4,unknown,139.0,1,4,0.02877697841726619,1,LCRFinder
M0R1H0,snoRNA,178.0,3,49,0.2752808988764045,3+,LCRFinder
M0R226,ribosomal protein,184.0,4,24,0.13043478260869565,3+,LCRFinder
O00178,mRNA,669.0,4,25,0.03736920777279522,3+,LCRFinder
O00267,mRNA,1087.0,8,61,0.05611775528978841,3+,LCRFinder
O00410,mRNA,1097.0,5,29,0.02643573381950775,3+,LCRFinder
O00411,mRNA,1230.0,2,12,0.00975609756097561,2,LCRFinder
O00566,snoRNA,681.0,7,45,0.06607929515418502,3+,LCRFinder
O00567,snoRNA,594.0,9,76,0.12794612794612795,3+,LCRFinder
O00571,mRNA,662.0,4,45,0.06797583081570997,3+,LCRFinder
O14647,unknown,1828.0,14,92,0.05032822757111598,3+,LCRFinder
O14746,ncRNA,1132.0,4,21,0.018551236749116608,3+,LCRFinder
O14776,mRNA,1098.0,22,215,0.19581056466302368,3+,LCRFinder
O14787,mRNA,897.0,2,19,0.021181716833890748,2,LCRFinder
O14979,mRNA,420.0,4,40,0.09523809523809523,3+,LCRFinder
O15037,mRNA,678.0,5,23,0.03392330383480826,3+,LCRFinder
O15042,snRNA,1029.0,12,112,0.10884353741496598,3+,LCRFinder
O15047,ncRNA,1707.0,28,309,0.18101933216168717,3+,LCRFinder
O15056,unknown,1496.0,3,23,0.01537433155080214,3+,LCRFinder
O15105,ncRNA,426.0,4,24,0.056338028169014086,3+,LCRFinder
O15213,snoRNA,610.0,3,14,0.022950819672131147,3+,LCRFinder
O15234,mRNA,703.0,10,71,0.10099573257467995,3+,LCRFinder
O15371,mRNA,548.0,1,15,0.02737226277372263,1,LCRFinder
O15372,mRNA,352.0,5,27,0.07670454545454546,3+,LCRFinder
O15397,ncRNA,1037.0,3,15,0.01446480231436837,3+,LCRFinder
O15446,pre-rRNA,510.0,9,63,0.12352941176470589,3+,LCRFinder
O15455,ncRNA,904.0,2,8,0.008849557522123894,2,LCRFinder
O15504,mRNA,423.0,7,44,0.10401891252955082,3+,LCRFinder
O15523,mRNA,660.0,4,27,0.04090909090909091,3+,LCRFinder
O15541,snRNA,343.0,1,5,0.014577259475218658,1,LCRFinder
O43143,mRNA,795.0,7,44,0.055345911949685536,3+,LCRFinder
O43148,mRNA,476.0,2,9,0.018907563025210083,2,LCRFinder
O43159,pre-rRNA,456.0,5,35,0.07675438596491228,3+,LCRFinder
O43251,mRNA,390.0,4,30,0.07692307692307693,3+,LCRFinder
O43290,snRNA,800.0,8,65,0.08125,3+,LCRFinder
O43310,mRNA,598.0,1,9,0.015050167224080268,1,LCRFinder
O43347,mRNA,362.0,1,8,0.022099447513812154,1,LCRFinder
O43390,mRNA,633.0,10,113,0.17851500789889416,3+,LCRFinder
O43395,snRNA,683.0,5,27,0.03953147877013177,3+,LCRFinder
O43426,unknown,1573.0,8,48,0.030514939605848695,3+,LCRFinder
O43432,mRNA,1585.0,14,91,0.05741324921135647,3+,LCRFinder
O43541,ncRNA,496.0,8,49,0.09879032258064516,3+,LCRFinder
O43719,mRNA,755.0,7,40,0.052980132450331126,3+,LCRFinder
O43818,snoRNA,475.0,2,19,0.04,2,LCRFinder
O43823,mRNA,692.0,10,69,0.09971098265895954,3+,LCRFinder
O60231,snRNA,1041.0,11,65,0.06243996157540826,3+,LCRFinder
O60287,pre-rRNA,2271.0,9,45,0.019815059445178335,3+,LCRFinder
O60293,unknown,1989.0,18,145,0.07290095525389644,3+,LCRFinder
O60294,tRNA,686.0,4,21,0.030612244897959183,3+,LCRFinder
O60318,mRNA,1980.0,12,59,0.0297979797979798,3+,LCRFinder
O60506,mRNA,623.0,10,74,0.1187800963081862,3+,LCRFinder
O60518,mRNA,1105.0,2,13,0.011764705882352941,2,LCRFinder
O60522,ncRNA,2096.0,7,38,0.01812977099236641,3+,LCRFinder
O60563,ncRNA,726.0,5,34,0.046831955922865015,3+,LCRFinder
O60583,ncRNA,730.0,5,50,0.0684931506849315,3+,LCRFinder
O60603,unknown,784.0,4,20,0.025510204081632654,3+,LCRFinder
O60812,mRNA,293.0,3,22,0.07508532423208192,3+,LCRFinder
O60828,mRNA,265.0,4,20,0.07547169811320754,3+,LCRFinder
O60832,snoRNA,514.0,4,33,0.06420233463035019,3+,LCRFinder
O60841,tRNA,1220.0,15,133,0.10901639344262296,3+,LCRFinder
O60870,snRNA,393.0,5,24,0.061068702290076333,3+,LCRFinder
O60942,mRNA,597.0,3,22,0.03685092127303183,3+,LCRFinder
O75123,unknown,536.0,1,4,0.007462686567164179,1,LCRFinder
O75127,tRNA,700.0,6,34,0.04857142857142857,3+,LCRFinder
O75132,unknown,1171.0,2,10,0.008539709649871904,2,LCRFinder
O75152,mRNA,810.0,7,47,0.05802469135802469,3+,LCRFinder
O75179,unknown,2603.0,33,232,0.08912792931233192,3+,LCRFinder
O75460,mRNA,977.0,5,29,0.02968270214943705,3+,LCRFinder
O75475,mRNA,530.0,6,39,0.07358490566037736,3+,LCRFinder
O75494,mRNA,262.0,5,43,0.16412213740458015,3+,LCRFinder
O75525,mRNA,346.0,4,19,0.05491329479768786,3+,LCRFinder
O75526,mRNA,392.0,8,50,0.12755102040816327,3+,LCRFinder
O75533,mRNA,1304.0,7,33,0.02530674846625767,3+,LCRFinder
O75534,mRNA,798.0,1,4,0.005012531328320802,1,LCRFinder
O75607,pre-rRNA,178.0,2,16,0.0898876404494382,2,LCRFinder
O75643,snRNA,2136.0,4,24,0.011235955056179775,3+,LCRFinder
O75691,snoRNA,2785.0,12,66,0.0236983842010772,3+,LCRFinder
O75923,unknown,2080.0,4,22,0.010576923076923078,3+,LCRFinder
O94761,unknown,1208.0,5,23,0.01903973509933775,3+,LCRFinder
O94762,unknown,991.0,1,7,0.007063572149344097,1,LCRFinder
O94874,unknown,794.0,3,16,0.020151133501259445,3+,LCRFinder
O94886,unknown,807.0,3,16,0.01982651796778191,3+,LCRFinder
O94906,snRNA,941.0,9,42,0.044633368756641874,3+,LCRFinder
O94913,mRNA,1555.0,15,91,0.05852090032154341,3+,LCRFinder
O94992,ncRNA,359.0,6,43,0.11977715877437325,3+,LCRFinder
O95104,mRNA,1147.0,24,229,0.1996512641673932,3+,LCRFinder
O95218,mRNA,330.0,9,110,0.3333333333333333,3+,LCRFinder
O95319,mRNA,508.0,8,52,0.10236220472440945,3+,LCRFinder
O95373,mRNA,1038.0,4,24,0.023121387283236993,3+,LCRFinder
O95391,mRNA,586.0,6,40,0.06825938566552901,3+,LCRFinder
O95793,mRNA,577.0,4,22,0.038128249566724434,3+,LCRFinder
P05386,ribosomal protein,114.0,3,20,0.17543859649122806,3+,LCRFinder
P05388,ribosomal protein,317.0,2,23,0.07255520504731862,2,LCRFinder
P05455,tRNA,408.0,3,15,0.03676470588235294,3+,LCRFinder
P06748,pre-rRNA,294.0,2,30,0.10204081632653061,2,LCRFinder
P07814,tRNA,1512.0,6,29,0.01917989417989418,3+,LCRFinder
P07910,mRNA,306.0,5,32,0.10457516339869281,3+,LCRFinder
P08621,snRNA,437.0,9,128,0.2929061784897025,3+,LCRFinder
P08865,ribosomal protein,295.0,1,6,0.020338983050847456,1,LCRFinder
P09012,snRNA,282.0,1,7,0.024822695035460994,1,LCRFinder
P09234,snRNA,159.0,4,37,0.23270440251572327,3+,LCRFinder
P09651,mRNA,372.0,8,84,0.22580645161290322,3+,LCRFinder
P09874,mRNA,1014.0,4,21,0.020710059171597635,3+,LCRFinder
P09913,ncRNA,472.0,2,14,0.029661016949152543,2,LCRFinder
P0C7P1,mRNA,496.0,3,18,0.036290322580645164,3+,LCRFinder
P0C7T5,mRNA,689.0,3,17,0.02467343976777939,3+,LCRFinder
P0DJD3,mRNA,496.0,3,18,0.036290322580645164,3+,LCRFinder
P10153,diverse,161.0,1,8,0.049689440993788817,1,LCRFinder
P10155,unknown,538.0,1,5,0.00929368029739777,1,LCRFinder
P11387,unknown,765.0,7,42,0.054901960784313725,3+,LCRFinder
P11940,mRNA,636.0,3,19,0.029874213836477988,3+,LCRFinder
P12270,mRNA,2363.0,20,112,0.04739737621667372,3+,LCRFinder
P12724,diverse,160.0,1,5,0.03125,1,LCRFinder
P13489,diverse,461.0,2,10,0.021691973969631236,2,LCRFinder
P14678,snRNA,240.0,6,35,0.14583333333333334,3+,LCRFinder
P14866,mRNA,589.0,9,56,0.09507640067911714,3+,LCRFinder
P15170,mRNA,499.0,2,9,0.018036072144288578,2,LCRFinder
P15918,unknown,1043.0,1,6,0.005752636625119847,1,LCRFinder
P16989,mRNA,372.0,12,73,0.19623655913978494,3+,LCRFinder
P17039,unknown,623.0,2,14,0.02247191011235955,2,LCRFinder
P17480,pre-rRNA,764.0,7,78,0.10209424083769633,3+,LCRFinder
P18583,mRNA,2426.0,37,280,0.11541632316570487,3+,LCRFinder
P18615,mRNA,380.0,6,71,0.1868421052631579,3+,LCRFinder
P19338,snoRNA,710.0,11,172,0.24225352112676057,3+,LCRFinder
P20042,tRNA,333.0,7,48,0.14414414414414414,3+,LCRFinder
P21128,snoRNA,410.0,1,6,0.014634146341463415,1,LCRFinder
P22087,snRNA,321.0,3,62,0.19314641744548286,3+,LCRFinder
P22626,mRNA,353.0,7,65,0.18413597733711048,3+,LCRFinder
P23246,mRNA,707.0,18,181,0.256011315417256,3+,LCRFinder
P23588,mRNA,611.0,11,65,0.10638297872340426,3+,LCRFinder
P25311,unknown,298.0,1,8,0.026845637583892617,1,LCRFinder
P26358,ncRNA,1616.0,6,46,0.028465346534653466,3+,LCRFinder
P26368,mRNA,475.0,7,44,0.09263157894736843,3+,LCRFinder
P26599,mRNA,557.0,4,22,0.03949730700179533,3+,LCRFinder
P26639,tRNA,723.0,3,13,0.017980636237897647,3+,LCRFinder
P26640,tRNA,1264.0,7,49,0.038765822784810125,3+,LCRFinder
P26651,mRNA,326.0,6,28,0.08588957055214724,3+,LCRFinder
P27824,unknown,592.0,5,36,0.060810810810810814,3+,LCRFinder
P29558,mRNA,406.0,1,5,0.012315270935960592,1,LCRFinder
P29692,tRNA,281.0,1,6,0.021352313167259787,1,LCRFinder
P31942,mRNA,346.0,7,36,0.10404624277456648,3+,LCRFinder
P31943,mRNA,449.0,3,24,0.053452115812917596,3+,LCRFinder
P33240,mRNA,577.0,1,5,0.008665511265164644,1,LCRFinder
P35269,mRNA,517.0,7,56,0.10831721470019343,3+,LCRFinder
P35637,mRNA,526.0,16,187,0.35551330798479086,3+,LCRFinder
P36776,diverse,959.0,5,33,0.03441084462982273,3+,LCRFinder
P37108,ncRNA,136.0,3,33,0.2426470588235294,3+,LCRFinder
P38159,mRNA,391.0,11,83,0.21227621483375958,3+,LCRFinder
P38398,ncRNA,1863.0,5,23,0.012345679012345678,3+,LCRFinder
P38935,tRNA,993.0,2,9,0.00906344410876133,2,LCRFinder
P41214,tRNA,584.0,1,5,0.008561643835616438,1,LCRFinder
P41250,tRNA,739.0,2,14,0.018944519621109608,2,LCRFinder
P42694,mRNA,1942.0,12,58,0.029866117404737384,3+,LCRFinder
P42696,mRNA,430.0,3,17,0.03953488372093023,3+,LCRFinder
P42704,mRNA,1394.0,4,19,0.013629842180774749,3+,LCRFinder
