uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0ACI8SXP5,unknown,451.0,hydrophobic_region,8,0.017738359201773836,LCRFinder
A0ACI8SYT5,unknown,674.0,acidic_region,12,0.017804154302670624,LCRFinder
A0ACI8SYT5,unknown,674.0,arginine_rich_rna_contact_region,11,0.016320474777448073,LCRFinder
A0ACI8SYT5,unknown,674.0,disorder_rich_spacer_region,18,0.026706231454005934,LCRFinder
A0ACI8SYT5,unknown,674.0,other,10,0.01483679525222552,LCRFinder
A0ACI8T6P5,unknown,600.0,arginine_rich_rna_contact_region,6,0.01,LCRFinder
A0ACI8T6P5,unknown,600.0,disorder_rich_spacer_region,8,0.013333333333333334,LCRFinder
A0ACI8T7F0,tRNA,1068.0,hydrophobic_region,4,0.003745318352059925,LCRFinder
A0ACI8T7F0,tRNA,1068.0,other,4,0.003745318352059925,LCRFinder
A0ACI8T823,unknown,380.0,disorder_rich_spacer_region,8,0.021052631578947368,LCRFinder
A0ACI8T823,unknown,380.0,hydrophobic_region,8,0.021052631578947368,LCRFinder
A0ACI8T9E2,unknown,234.0,arginine_rich_rna_contact_region,6,0.02564102564102564,LCRFinder
A0ACI8T9E2,unknown,234.0,aromatic_sticker_region,9,0.038461538461538464,LCRFinder
A0ACI8T9E2,unknown,234.0,gs_rich_neutral_region,6,0.02564102564102564,LCRFinder
A0ACI8TFG6,tRNA,1552.0,basic_enriched_region,7,0.004510309278350515,LCRFinder
A0ACI8TFG6,tRNA,1552.0,disorder_rich_spacer_region,22,0.014175257731958763,LCRFinder
A0ACI8TJP2,unknown,2207.0,acidic_region,10,0.004531037607612143,LCRFinder
A0ACI8TLG3,tRNA,1044.0,disorder_rich_spacer_region,6,0.005747126436781609,LCRFinder
A0ACI8TLM1,unknown,106.0,sr_rs_repeat_region,9,0.08490566037735849,LCRFinder
A0ACI8TLS0,unknown,550.0,acidic_region,6,0.01090909090909091,LCRFinder
A0ACI8TML7,unknown,1201.0,basic_enriched_region,8,0.006661115736885929,LCRFinder
A0ACI8TML7,unknown,1201.0,disorder_rich_spacer_region,17,0.014154870940882597,LCRFinder
A0ACI8TML7,unknown,1201.0,hydrophobic_region,8,0.006661115736885929,LCRFinder
A0ACI8TMU3,unknown,1055.0,aromatic_sticker_region,14,0.013270142180094787,LCRFinder
A0ACI8TMU3,unknown,1055.0,disorder_rich_spacer_region,16,0.015165876777251185,LCRFinder
A0ACI8TQP9,unknown,2591.0,acidic_region,12,0.004631416441528367,LCRFinder
A0ACI8TQP9,unknown,2591.0,basic_enriched_region,9,0.0034735623311462757,LCRFinder
A0ACI8TQP9,unknown,2591.0,disorder_rich_spacer_region,8,0.0030876109610189118,LCRFinder
A0ACI8TQP9,unknown,2591.0,gs_rich_neutral_region,8,0.0030876109610189118,LCRFinder
A0ACI8TQP9,unknown,2591.0,hydrophobic_region,6,0.0023157082207641835,LCRFinder
A0ACI8TQS2,unknown,3008.0,acidic_region,42,0.013962765957446808,LCRFinder
A0ACI8TQS2,unknown,3008.0,arginine_rich_rna_contact_region,25,0.008311170212765957,LCRFinder
A0ACI8TQS2,unknown,3008.0,basic_enriched_region,57,0.018949468085106384,LCRFinder
A0ACI8TQS2,unknown,3008.0,disorder_rich_spacer_region,30,0.00997340425531915,LCRFinder
A0ACI8TQS2,unknown,3008.0,gs_rich_neutral_region,6,0.0019946808510638296,LCRFinder
A0ACI8TQS2,unknown,3008.0,hydrophobic_region,4,0.0013297872340425532,LCRFinder
A0ACI8TQS2,unknown,3008.0,other,16,0.005319148936170213,LCRFinder
A0ACI8TS18,unknown,1048.0,acidic_region,34,0.03244274809160305,LCRFinder
A0ACI8TS18,unknown,1048.0,arginine_rich_rna_contact_region,11,0.01049618320610687,LCRFinder
A0ACI8TS18,unknown,1048.0,basic_enriched_region,6,0.0057251908396946565,LCRFinder
A0ACI8TS18,unknown,1048.0,disorder_rich_spacer_region,8,0.007633587786259542,LCRFinder
A0ACI8TS18,unknown,1048.0,other,6,0.0057251908396946565,LCRFinder
A0ACI8TSY6,unknown,1461.0,disorder_rich_spacer_region,11,0.007529089664613279,LCRFinder
A0ACI8TSY6,unknown,1461.0,other,15,0.01026694045174538,LCRFinder
A0ACI8TUA9,unknown,638.0,acidic_region,15,0.023510971786833857,LCRFinder
A0ACI8TUA9,unknown,638.0,basic_enriched_region,8,0.012539184952978056,LCRFinder
A0ACI8TUA9,unknown,638.0,disorder_rich_spacer_region,14,0.0219435736677116,LCRFinder
A0ACI8TUA9,unknown,638.0,other,76,0.11912225705329153,LCRFinder
A0ACI8TUB7,unknown,259.0,acidic_region,9,0.03474903474903475,LCRFinder
A0ACI8TUB7,unknown,259.0,disorder_rich_spacer_region,8,0.03088803088803089,LCRFinder
A0ACI8TWM6,unknown,905.0,acidic_region,9,0.009944751381215469,LCRFinder
A0ACI8TWM6,unknown,905.0,arginine_rich_rna_contact_region,9,0.009944751381215469,LCRFinder
A0ACI8TWM6,unknown,905.0,basic_enriched_region,9,0.009944751381215469,LCRFinder
A0ACI8TWM6,unknown,905.0,disorder_rich_spacer_region,5,0.0055248618784530384,LCRFinder
A0ACI8TWM6,unknown,905.0,hydrophobic_region,9,0.009944751381215469,LCRFinder
A0ACI8TXE9,unknown,1448.0,acidic_region,23,0.015883977900552487,LCRFinder
