uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0ACI8VQD2,unknown,1043.0,acidic_region,12,0.011505273250239693,SEG
A0ACI8VSD4,mRNA,674.0,aromatic_sticker_region,10,0.01483679525222552,SEG
A0AV96,mRNA,593.0,disorder_rich_spacer_region,16,0.026981450252951095,SEG
A1L020,mRNA,520.0,aromatic_sticker_region,11,0.021153846153846155,SEG
A1L020,mRNA,520.0,disorder_rich_spacer_region,33,0.06346153846153846,SEG
A6NFI3,unknown,1004.0,acidic_region,68,0.06772908366533864,SEG
A6NHQ2,snoRNA,334.0,other,43,0.12874251497005987,SEG
A6NHQ2,snoRNA,334.0,rg_rgg_repeat_region,31,0.09281437125748503,SEG
A7MD48,mRNA,611.0,sr_rs_repeat_region,79,0.12929623567921442,SEG
B0QYK0,mRNA,618.0,disorder_rich_spacer_region,26,0.042071197411003236,SEG
B0QYK0,mRNA,618.0,rg_rgg_repeat_region,35,0.05663430420711974,SEG
B5MCU0,unknown,990.0,disorder_rich_spacer_region,10,0.010101010101010102,SEG
B8ZZ98,mRNA,158.0,sr_rs_repeat_region,74,0.46835443037974683,SEG
C9JAB2,mRNA,235.0,sr_rs_repeat_region,22,0.09361702127659574,SEG
C9JE40,mRNA,543.0,acidic_region,26,0.04788213627992634,SEG
C9JP00,mRNA,348.0,disorder_rich_spacer_region,18,0.05172413793103448,SEG
D6R9W6,mRNA,518.0,rg_rgg_repeat_region,16,0.03088803088803089,SEG
D6W5Y5,mRNA,297.0,rg_rgg_repeat_region,21,0.0707070707070707,SEG
E7ETU5,mRNA,370.0,disorder_rich_spacer_region,18,0.04864864864864865,SEG
E9PIF2,pre-rRNA,835.0,acidic_region,15,0.017964071856287425,SEG
E9PMM9,ribosomal protein,218.0,rg_rgg_repeat_region,24,0.11009174311926606,SEG
F6VAP0,mRNA,555.0,disorder_rich_spacer_region,16,0.02882882882882883,SEG
F8VU11,snRNA,892.0,aromatic_sticker_region,18,0.020179372197309416,SEG
F8VU11,snRNA,892.0,disorder_rich_spacer_region,18,0.020179372197309416,SEG
F8W6I7,mRNA,307.0,gs_rich_neutral_region,15,0.048859934853420196,SEG
H0YDK8,mRNA,900.0,disorder_rich_spacer_region,22,0.024444444444444446,SEG
H3BPE7,mRNA,527.0,gs_rich_neutral_region,13,0.024667931688804556,SEG
H3BPE7,mRNA,527.0,other,31,0.058823529411764705,SEG
H3BPE7,mRNA,527.0,rg_rgg_repeat_region,99,0.18785578747628084,SEG
J3KPP4,mRNA,489.0,disorder_rich_spacer_region,36,0.0736196319018405,SEG
J3KPP4,mRNA,489.0,sr_rs_repeat_region,24,0.049079754601226995,SEG
J3QL05,mRNA,130.0,sr_rs_repeat_region,30,0.23076923076923078,SEG
K7EJB9,mRNA,349.0,acidic_region,32,0.09169054441260745,SEG
M0QY97,unknown,910.0,disorder_rich_spacer_region,25,0.027472527472527472,SEG
M0R1H0,snoRNA,178.0,rg_rgg_repeat_region,44,0.24719101123595505,SEG
O00267,mRNA,1087.0,acidic_region,28,0.025758969641214352,SEG
O00571,mRNA,662.0,other,20,0.030211480362537766,SEG
O14647,unknown,1828.0,acidic_region,20,0.010940919037199124,SEG
O14776,mRNA,1098.0,disorder_rich_spacer_region,79,0.07194899817850638,SEG
O14776,mRNA,1098.0,other,21,0.01912568306010929,SEG
O15047,ncRNA,1707.0,acidic_region,51,0.029876977152899824,SEG
O15047,ncRNA,1707.0,arginine_rich_rna_contact_region,15,0.008787346221441126,SEG
O15047,ncRNA,1707.0,disorder_rich_spacer_region,132,0.0773286467486819,SEG
O15105,ncRNA,426.0,acidic_region,22,0.051643192488262914,SEG
O15234,mRNA,703.0,gs_rich_neutral_region,16,0.02275960170697013,SEG
O15371,mRNA,548.0,acidic_region,18,0.032846715328467155,SEG
O43251,mRNA,390.0,disorder_rich_spacer_region,15,0.038461538461538464,SEG
O60293,unknown,1989.0,disorder_rich_spacer_region,19,0.009552538964303671,SEG
O60293,unknown,1989.0,gs_rich_neutral_region,17,0.008547008547008548,SEG
O60563,ncRNA,726.0,aromatic_sticker_region,19,0.026170798898071626,SEG
O60563,ncRNA,726.0,disorder_rich_spacer_region,18,0.024793388429752067,SEG
O60583,ncRNA,730.0,disorder_rich_spacer_region,19,0.026027397260273973,SEG
O60841,tRNA,1220.0,acidic_region,36,0.029508196721311476,SEG
O60841,tRNA,1220.0,basic_enriched_region,26,0.021311475409836064,SEG
O75179,unknown,2603.0,acidic_region,22,0.008451786400307337,SEG
O75179,unknown,2603.0,gs_rich_neutral_region,29,0.01114099116404149,SEG
O75607,pre-rRNA,178.0,acidic_region,20,0.11235955056179775,SEG
O95104,mRNA,1147.0,disorder_rich_spacer_region,35,0.03051438535309503,SEG
O95104,mRNA,1147.0,other,42,0.036617262423714034,SEG
O95104,mRNA,1147.0,sr_rs_repeat_region,31,0.02702702702702703,SEG
O95218,mRNA,330.0,gs_rich_neutral_region,18,0.05454545454545454,SEG
O95218,mRNA,330.0,sr_rs_repeat_region,55,0.16666666666666666,SEG
O95391,mRNA,586.0,basic_enriched_region,16,0.027303754266211604,SEG
P05388,ribosomal protein,317.0,disorder_rich_spacer_region,21,0.06624605678233439,SEG
P06748,pre-rRNA,294.0,acidic_region,30,0.10204081632653061,SEG
P08621,snRNA,437.0,arginine_rich_rna_contact_region,17,0.038901601830663615,SEG
P08621,snRNA,437.0,sr_rs_repeat_region,20,0.04576659038901602,SEG
P09234,snRNA,159.0,other,22,0.13836477987421383,SEG
P09651,mRNA,372.0,aromatic_sticker_region,21,0.056451612903225805,SEG
P09651,mRNA,372.0,gs_rich_neutral_region,15,0.04032258064516129,SEG
P12270,mRNA,2363.0,acidic_region,18,0.00761743546339399,SEG
P14866,mRNA,589.0,aromatic_sticker_region,18,0.030560271646859084,SEG
P14866,mRNA,589.0,disorder_rich_spacer_region,19,0.03225806451612903,SEG
P17480,pre-rRNA,764.0,acidic_region,70,0.09162303664921466,SEG
P18583,mRNA,2426.0,basic_enriched_region,25,0.010305028854080791,SEG
P18583,mRNA,2426.0,sr_rs_repeat_region,28,0.011541632316570486,SEG
P18615,mRNA,380.0,other,48,0.12631578947368421,SEG
P19338,snoRNA,710.0,acidic_region,91,0.12816901408450704,SEG
P19338,snoRNA,710.0,rg_rgg_repeat_region,48,0.0676056338028169,SEG
P22087,snRNA,321.0,rg_rgg_repeat_region,57,0.17757009345794392,SEG
P22626,mRNA,353.0,aromatic_sticker_region,21,0.059490084985835696,SEG
P23246,mRNA,707.0,aromatic_sticker_region,47,0.06647807637906648,SEG
P23246,mRNA,707.0,rg_rgg_repeat_region,19,0.026874115983026876,SEG
P26651,mRNA,326.0,other,17,0.05214723926380368,SEG
P29558,mRNA,406.0,disorder_rich_spacer_region,18,0.04433497536945813,SEG
P31942,mRNA,346.0,aromatic_sticker_region,20,0.057803468208092484,SEG
P31942,mRNA,346.0,gs_rich_neutral_region,15,0.04335260115606936,SEG
P35269,mRNA,517.0,acidic_region,20,0.03868471953578337,SEG
P35637,mRNA,526.0,gs_rich_neutral_region,13,0.024714828897338403,SEG
P35637,mRNA,526.0,other,31,0.058935361216730035,SEG
P35637,mRNA,526.0,rg_rgg_repeat_region,99,0.188212927756654,SEG
P37108,ncRNA,136.0,disorder_rich_spacer_region,34,0.25,SEG
P46100,unknown,2492.0,acidic_region,38,0.015248796147672551,SEG
P47974,mRNA,494.0,disorder_rich_spacer_region,29,0.058704453441295545,SEG
P49756,mRNA,843.0,acidic_region,23,0.027283511269276393,SEG
P49756,mRNA,843.0,disorder_rich_spacer_region,96,0.11387900355871886,SEG
P49760,mRNA,499.0,sr_rs_repeat_region,18,0.036072144288577156,SEG
P50914,ribosomal protein,215.0,disorder_rich_spacer_region,23,0.10697674418604651,SEG
P51513,mRNA,507.0,disorder_rich_spacer_region,20,0.03944773175542406,SEG
P51531,unknown,1590.0,acidic_region,23,0.014465408805031447,SEG
P51531,unknown,1590.0,other,39,0.024528301886792454,SEG
P51608,mRNA,486.0,disorder_rich_spacer_region,17,0.03497942386831276,SEG
P51825,mRNA,1210.0,acidic_region,25,0.02066115702479339,SEG
P51991,mRNA,378.0,aromatic_sticker_region,84,0.2222222222222222,SEG
P51991,mRNA,378.0,gs_rich_neutral_region,21,0.05555555555555555,SEG
P54253,mRNA,815.0,disorder_rich_spacer_region,30,0.03680981595092025,SEG
P56270,unknown,477.0,disorder_rich_spacer_region,89,0.18658280922431866,SEG
P62314,snRNA,119.0,rg_rgg_repeat_region,23,0.19327731092436976,SEG
P62995,mRNA,288.0,sr_rs_repeat_region,43,0.14930555555555555,SEG
P78362,mRNA,688.0,disorder_rich_spacer_region,28,0.040697674418604654,SEG
P84103,mRNA,164.0,arginine_rich_rna_contact_region,16,0.0975609756097561,SEG
P98175,mRNA,930.0,acidic_region,13,0.013978494623655914,SEG
Q00577,mRNA,322.0,gs_rich_neutral_region,36,0.11180124223602485,SEG
Q00839,mRNA,825.0,acidic_region,19,0.02303030303030303,SEG
Q00839,mRNA,825.0,other,16,0.019393939393939394,SEG
Q01081,mRNA,240.0,arginine_rich_rna_contact_region,29,0.12083333333333333,SEG
Q01130,mRNA,221.0,sr_rs_repeat_region,66,0.2986425339366516,SEG
Q01844,unknown,656.0,disorder_rich_spacer_region,26,0.039634146341463415,SEG
Q01844,unknown,656.0,rg_rgg_repeat_region,53,0.08079268292682927,SEG
Q04637,mRNA,1599.0,acidic_region,24,0.0150093808630394,SEG
Q05519,mRNA,484.0,disorder_rich_spacer_region,20,0.04132231404958678,SEG
Q05519,mRNA,484.0,sr_rs_repeat_region,60,0.12396694214876033,SEG
Q06787,mRNA,632.0,rg_rgg_repeat_region,23,0.03639240506329114,SEG
Q07955,mRNA,248.0,disorder_rich_spacer_region,24,0.0967741935483871,SEG
Q07955,mRNA,248.0,sr_rs_repeat_region,24,0.0967741935483871,SEG
Q08170,mRNA,494.0,sr_rs_repeat_region,30,0.06072874493927125,SEG
Q08211,ncRNA,1270.0,gs_rich_neutral_region,27,0.02125984251968504,SEG
Q12906,mRNA,894.0,gs_rich_neutral_region,43,0.04809843400447427,SEG
Q13151,mRNA,305.0,aromatic_sticker_region,30,0.09836065573770492,SEG
Q13151,mRNA,305.0,gs_rich_neutral_region,37,0.12131147540983607,SEG
Q13151,mRNA,305.0,rg_rgg_repeat_region,24,0.07868852459016394,SEG
Q13243,mRNA,272.0,sr_rs_repeat_region,50,0.18382352941176472,SEG
Q13247,mRNA,344.0,sr_rs_repeat_region,63,0.18313953488372092,SEG
Q13428,pre-rRNA,1488.0,acidic_region,68,0.0456989247311828,SEG
Q13428,pre-rRNA,1488.0,basic_enriched_region,31,0.020833333333333332,SEG
Q13435,mRNA,895.0,acidic_region,21,0.02346368715083799,SEG
Q13435,mRNA,895.0,disorder_rich_spacer_region,30,0.0335195530726257,SEG
Q13485,ncRNA,552.0,disorder_rich_spacer_region,21,0.03804347826086957,SEG
Q13523,snRNA,1007.0,basic_enriched_region,37,0.036742800397219465,SEG
Q13523,snRNA,1007.0,sr_rs_repeat_region,55,0.05461767626613704,SEG
Q13595,mRNA,282.0,disorder_rich_spacer_region,16,0.05673758865248227,SEG
Q14011,mRNA,172.0,rg_rgg_repeat_region,21,0.12209302325581395,SEG
Q14152,mRNA,1382.0,other,37,0.026772793053545588,SEG
Q14157,mRNA,1087.0,rg_rgg_repeat_region,19,0.017479300827966882,SEG
Q14671,mRNA,1186.0,disorder_rich_spacer_region,22,0.01854974704890388,SEG
Q14839,unknown,1912.0,disorder_rich_spacer_region,18,0.009414225941422594,SEG
Q15022,ncRNA,739.0,gs_rich_neutral_region,60,0.08119079837618404,SEG
Q15029,tRNA,972.0,acidic_region,20,0.0205761316872428,SEG
Q15032,unknown,1099.0,disorder_rich_spacer_region,25,0.022747952684258416,SEG
Q15233,ncRNA,471.0,aromatic_sticker_region,22,0.04670912951167728,SEG
Q15287,mRNA,305.0,sr_rs_repeat_region,66,0.21639344262295082,SEG
Q15428,snRNA,464.0,disorder_rich_spacer_region,16,0.034482758620689655,SEG
Q15459,snRNA,793.0,acidic_region,15,0.018915510718789406,SEG
Q15637,mRNA,639.0,disorder_rich_spacer_region,73,0.11424100156494522,SEG
Q15696,mRNA,482.0,sr_rs_repeat_region,44,0.0912863070539419,SEG
Q16594,snoRNA,264.0,acidic_region,13,0.04924242424242424,SEG
Q16629,mRNA,238.0,sr_rs_repeat_region,22,0.09243697478991597,SEG
Q16630,mRNA,551.0,aromatic_sticker_region,24,0.043557168784029036,SEG
Q16630,mRNA,551.0,disorder_rich_spacer_region,88,0.15970961887477314,SEG
Q1KMD3,mRNA,747.0,acidic_region,23,0.030789825970548863,SEG
Q2TBE0,mRNA,894.0,basic_enriched_region,25,0.02796420581655481,SEG
Q32MZ4,ncRNA,808.0,basic_enriched_region,14,0.017326732673267328,SEG
Q3L8U1,unknown,2897.0,other,65,0.02243700379703141,SEG
Q4ZG55,unknown,1949.0,disorder_rich_spacer_region,16,0.008209338122113904,SEG
Q52LJ0,tRNA,433.0,aromatic_sticker_region,31,0.07159353348729793,SEG
Q52LJ0,tRNA,433.0,other,56,0.12933025404157045,SEG
Q52LJ0,tRNA,433.0,rg_rgg_repeat_region,24,0.05542725173210162,SEG
Q53F19,unknown,620.0,acidic_region,20,0.03225806451612903,SEG
Q5GAN6,unknown,216.0,other,17,0.0787037037037037,SEG
Q5JTH9,pre-rRNA,1297.0,acidic_region,11,0.008481110254433308,SEG
Q5QJE6,pre-rRNA,756.0,acidic_region,17,0.022486772486772486,SEG
Q5QPL9,mRNA,237.0,gs_rich_neutral_region,33,0.13924050632911392,SEG
Q5RKV6,diverse,272.0,disorder_rich_spacer_region,16,0.058823529411764705,SEG
Q5SZQ8,mRNA,465.0,disorder_rich_spacer_region,22,0.047311827956989246,SEG
Q5T200,unknown,1668.0,disorder_rich_spacer_region,84,0.050359712230215826,SEG
Q5T481,mRNA,1227.0,disorder_rich_spacer_region,14,0.011409942950285249,SEG
Q5T760,mRNA,491.0,disorder_rich_spacer_region,20,0.04073319755600815,SEG
Q5T760,mRNA,491.0,sr_rs_repeat_region,42,0.0855397148676171,SEG
Q5T7N2,mRNA,865.0,acidic_region,17,0.019653179190751446,SEG
Q5U5Q3,mRNA,659.0,disorder_rich_spacer_region,29,0.04400606980273141,SEG
Q5VTL8,snRNA,546.0,sr_rs_repeat_region,18,0.03296703296703297,SEG
Q5VV67,mRNA,1664.0,sr_rs_repeat_region,69,0.04146634615384615,SEG
Q5VYS8,ncRNA,1495.0,acidic_region,15,0.010033444816053512,SEG
Q5VZF2,mRNA,373.0,disorder_rich_spacer_region,20,0.05361930294906166,SEG
Q5XG87,diverse,792.0,disorder_rich_spacer_region,13,0.016414141414141416,SEG
Q659C4,mRNA,914.0,rg_rgg_repeat_region,16,0.0175054704595186,SEG
Q66PJ3,mRNA,237.0,arginine_rich_rna_contact_region,28,0.11814345991561181,SEG
Q66PJ3,mRNA,237.0,disorder_rich_spacer_region,25,0.10548523206751055,SEG
Q69YN4,mRNA,1812.0,acidic_region,44,0.024282560706401765,SEG
Q69YN4,mRNA,1812.0,disorder_rich_spacer_region,15,0.008278145695364239,SEG
Q6BEB4,unknown,398.0,disorder_rich_spacer_region,12,0.03015075376884422,SEG
Q6P158,mRNA,1386.0,disorder_rich_spacer_region,15,0.010822510822510822,SEG
Q6P2E9,mRNA,1401.0,disorder_rich_spacer_region,19,0.013561741613133477,SEG
Q6P6C2,mRNA,394.0,disorder_rich_spacer_region,19,0.048223350253807105,SEG
Q6P9B9,snRNA,1019.0,gs_rich_neutral_region,15,0.014720314033366046,SEG
Q6PKG0,mRNA,1096.0,disorder_rich_spacer_region,21,0.01916058394160584,SEG
Q6PKG0,mRNA,1096.0,rg_rgg_repeat_region,20,0.01824817518248175,SEG
Q6ZN04,mRNA,569.0,disorder_rich_spacer_region,35,0.061511423550087874,SEG
Q6ZN04,mRNA,569.0,gs_rich_neutral_region,13,0.022847100175746926,SEG
Q6ZRS2,unknown,3230.0,other,17,0.005263157894736842,SEG
Q7KZ85,mRNA,1726.0,acidic_region,12,0.006952491309385863,SEG
Q7Z417,mRNA,695.0,aromatic_sticker_region,29,0.041726618705035974,SEG
Q7Z417,mRNA,695.0,disorder_rich_spacer_region,14,0.02014388489208633,SEG
Q7Z570,unknown,1209.0,disorder_rich_spacer_region,13,0.010752688172043012,SEG
Q7Z5Q1,mRNA,589.0,disorder_rich_spacer_region,15,0.025466893039049237,SEG
Q7Z6E9,mRNA,1792.0,basic_enriched_region,24,0.013392857142857142,SEG
Q7Z6E9,mRNA,1792.0,disorder_rich_spacer_region,18,0.010044642857142858,SEG
Q7Z6M4,pre-rRNA,381.0,acidic_region,42,0.11023622047244094,SEG
Q7Z739,mRNA,585.0,other,28,0.04786324786324787,SEG
Q86SE8,pre-rRNA,214.0,acidic_region,22,0.102803738317757,SEG
Q86TG7,unknown,708.0,disorder_rich_spacer_region,23,0.03248587570621469,SEG
Q86U06,mRNA,439.0,disorder_rich_spacer_region,16,0.03644646924829157,SEG
Q86U42,mRNA,306.0,acidic_region,32,0.10457516339869281,SEG
Q86U42,mRNA,306.0,disorder_rich_spacer_region,15,0.049019607843137254,SEG
Q86VM9,mRNA,953.0,arginine_rich_rna_contact_region,31,0.03252885624344176,SEG
Q86VM9,mRNA,953.0,disorder_rich_spacer_region,43,0.04512067156348373,SEG
Q86VM9,mRNA,953.0,gs_rich_neutral_region,23,0.024134312696747113,SEG
Q86VM9,mRNA,953.0,sr_rs_repeat_region,49,0.05141657922350472,SEG
Q86XN8,mRNA,651.0,disorder_rich_spacer_region,34,0.05222734254992319,SEG
Q86YN6,unknown,1023.0,acidic_region,39,0.03812316715542522,SEG
Q8IWX8,mRNA,916.0,disorder_rich_spacer_region,36,0.039301310043668124,SEG
Q8IWX8,mRNA,916.0,sr_rs_repeat_region,42,0.04585152838427948,SEG
Q8IWZ3,unknown,2542.0,arginine_rich_rna_contact_region,22,0.00865460267505901,SEG
Q8IWZ3,unknown,2542.0,gs_rich_neutral_region,18,0.007081038552321007,SEG
Q8IX12,mRNA,1150.0,arginine_rich_rna_contact_region,16,0.01391304347826087,SEG
Q8IX12,mRNA,1150.0,disorder_rich_spacer_region,21,0.018260869565217393,SEG
Q8IXZ2,mRNA,948.0,disorder_rich_spacer_region,22,0.023206751054852322,SEG
Q8IY37,snoRNA,1157.0,acidic_region,23,0.019878997407087293,SEG
Q8IYB3,mRNA,904.0,arginine_rich_rna_contact_region,76,0.084070796460177,SEG
Q8IYB3,mRNA,904.0,basic_enriched_region,25,0.02765486725663717,SEG
Q8IYB3,mRNA,904.0,disorder_rich_spacer_region,21,0.023230088495575223,SEG
Q8IZD4,mRNA,617.0,aromatic_sticker_region,10,0.01620745542949757,SEG
Q8N1G1,pre-rRNA,1221.0,other,22,0.018018018018018018,SEG
Q8N2M8,mRNA,674.0,disorder_rich_spacer_region,10,0.01483679525222552,SEG
Q8N2M8,mRNA,674.0,sr_rs_repeat_region,60,0.08902077151335312,SEG
Q8N8D1,snRNA,485.0,arginine_rich_rna_contact_region,17,0.03505154639175258,SEG
Q8NAF0,unknown,562.0,rg_rgg_repeat_region,21,0.037366548042704624,SEG
Q8NAV1,snRNA,312.0,sr_rs_repeat_region,23,0.07371794871794872,SEG
Q8NC51,mRNA,408.0,rg_rgg_repeat_region,45,0.11029411764705882,SEG
Q8NDV7,mRNA,1962.0,other,35,0.01783893985728848,SEG
Q8NE35,mRNA,698.0,disorder_rich_spacer_region,47,0.0673352435530086,SEG
Q8NE35,mRNA,698.0,other,16,0.022922636103151862,SEG
Q8NE71,mRNA,845.0,acidic_region,15,0.01775147928994083,SEG
Q8NE71,mRNA,845.0,disorder_rich_spacer_region,17,0.020118343195266272,SEG
Q8TA86,snRNA,221.0,basic_enriched_region,33,0.1493212669683258,SEG
Q8TB72,mRNA,1066.0,disorder_rich_spacer_region,19,0.017823639774859287,SEG
Q8TDI0,unknown,1954.0,basic_enriched_region,20,0.01023541453428864,SEG
Q8TDI0,unknown,1954.0,disorder_rich_spacer_region,12,0.006141248720573183,SEG
Q8WUQ7,mRNA,758.0,arginine_rich_rna_contact_region,31,0.040897097625329816,SEG
Q8WVK2,snRNA,155.0,sr_rs_repeat_region,74,0.4774193548387097,SEG
Q8WW36,mRNA,166.0,arginine_rich_rna_contact_region,15,0.09036144578313253,SEG
Q8WXA9,mRNA,508.0,disorder_rich_spacer_region,17,0.03346456692913386,SEG
Q8WXA9,mRNA,508.0,sr_rs_repeat_region,26,0.051181102362204724,SEG
Q92900,mRNA,1129.0,disorder_rich_spacer_region,26,0.023029229406554472,SEG
Q92945,mRNA,711.0,disorder_rich_spacer_region,80,0.11251758087201125,SEG
Q92973,mRNA,898.0,acidic_region,19,0.021158129175946547,SEG
Q96AE4,mRNA,644.0,gs_rich_neutral_region,16,0.024844720496894408,SEG
Q96EV2,mRNA,1170.0,aromatic_sticker_region,61,0.05213675213675214,SEG
Q96EV2,mRNA,1170.0,disorder_rich_spacer_region,22,0.018803418803418803,SEG
Q96EY7,mRNA,689.0,acidic_region,17,0.02467343976777939,SEG
Q96HR8,snoRNA,494.0,aromatic_sticker_region,24,0.048582995951417005,SEG
Q96HR8,snoRNA,494.0,disorder_rich_spacer_region,32,0.06477732793522267,SEG
Q96IP4,unknown,442.0,aromatic_sticker_region,27,0.06108597285067873,SEG
Q96K80,unknown,434.0,disorder_rich_spacer_region,20,0.04608294930875576,SEG
Q96KR1,unknown,1074.0,disorder_rich_spacer_region,22,0.020484171322160148,SEG
Q96L91,unknown,3159.0,acidic_region,12,0.003798670465337132,SEG
Q96L91,unknown,3159.0,disorder_rich_spacer_region,62,0.019626464070908515,SEG
Q96MT3,unknown,831.0,acidic_region,19,0.02286401925391095,SEG
Q96MU7,mRNA,727.0,acidic_region,69,0.09491059147180192,SEG
Q96N46,unknown,770.0,other,21,0.02727272727272727,SEG
Q96QR8,mRNA,312.0,disorder_rich_spacer_region,14,0.04487179487179487,SEG
Q96T58,mRNA,3664.0,sr_rs_repeat_region,43,0.011735807860262008,SEG
Q99613,mRNA,913.0,acidic_region,15,0.01642935377875137,SEG
Q99729,mRNA,332.0,rg_rgg_repeat_region,21,0.06325301204819277,SEG
Q9BQ04,mRNA,359.0,disorder_rich_spacer_region,17,0.04735376044568245,SEG
Q9BQ67,pre-rRNA,446.0,acidic_region,14,0.03139013452914798,SEG
Q9BRR8,mRNA,931.0,acidic_region,17,0.018259935553168637,SEG
Q9BUJ2,mRNA,856.0,disorder_rich_spacer_region,24,0.028037383177570093,SEG
Q9BUJ2,mRNA,856.0,rg_rgg_repeat_region,15,0.017523364485981307,SEG
Q9BWF3,mRNA,364.0,disorder_rich_spacer_region,18,0.04945054945054945,SEG
Q9BWU0,unknown,742.0,acidic_region,29,0.03908355795148248,SEG
Q9BX46,mRNA,236.0,aromatic_sticker_region,26,0.11016949152542373,SEG
Q9BX46,mRNA,236.0,disorder_rich_spacer_region,19,0.08050847457627118,SEG
Q9C0B9,unknown,1178.0,disorder_rich_spacer_region,17,0.014431239388794566,SEG
Q9H0W8,mRNA,520.0,disorder_rich_spacer_region,15,0.028846153846153848,SEG
Q9H2U1,mRNA,1008.0,disorder_rich_spacer_region,29,0.028769841269841268,SEG
Q9H307,mRNA,717.0,sr_rs_repeat_region,69,0.09623430962343096,SEG
Q9H4Z3,mRNA,704.0,gs_rich_neutral_region,15,0.02130681818181818,SEG
Q9H501,pre-rRNA,851.0,acidic_region,31,0.036427732079905996,SEG
Q9H6S0,mRNA,1430.0,disorder_rich_spacer_region,18,0.012587412587412588,SEG
Q9H6T0,mRNA,727.0,disorder_rich_spacer_region,21,0.02888583218707015,SEG
Q9H7N4,mRNA,1312.0,acidic_region,39,0.02972560975609756,SEG
Q9H7N4,mRNA,1312.0,disorder_rich_spacer_region,40,0.03048780487804878,SEG
Q9H7N4,mRNA,1312.0,gs_rich_neutral_region,15,0.011432926829268292,SEG
Q9H7N4,mRNA,1312.0,other,14,0.010670731707317074,SEG
Q9H7N4,mRNA,1312.0,sr_rs_repeat_region,47,0.035823170731707314,SEG
Q9HBD4,unknown,1679.0,acidic_region,40,0.023823704586063133,SEG
