uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
J3KPP4,mRNA,489.0,2,60,0.12269938650306748,2,SEG
J3QL05,mRNA,130.0,1,30,0.23076923076923078,1,SEG
K7EJB9,mRNA,349.0,1,32,0.09169054441260745,1,SEG
M0QY97,unknown,910.0,1,25,0.027472527472527472,1,SEG
M0R1H0,snoRNA,178.0,1,44,0.24719101123595505,1,SEG
O00267,mRNA,1087.0,1,28,0.025758969641214352,1,SEG
O00571,mRNA,662.0,1,20,0.030211480362537766,1,SEG
O14647,unknown,1828.0,1,20,0.010940919037199124,1,SEG
O14776,mRNA,1098.0,2,100,0.09107468123861566,2,SEG
O15047,ncRNA,1707.0,8,198,0.11599297012302284,3+,SEG
O15105,ncRNA,426.0,1,22,0.051643192488262914,1,SEG
O15234,mRNA,703.0,1,16,0.02275960170697013,1,SEG
O15371,mRNA,548.0,1,18,0.032846715328467155,1,SEG
O43251,mRNA,390.0,1,15,0.038461538461538464,1,SEG
O60293,unknown,1989.0,2,36,0.01809954751131222,2,SEG
O60563,ncRNA,726.0,2,37,0.05096418732782369,2,SEG
O60583,ncRNA,730.0,1,19,0.026027397260273973,1,SEG
O60841,tRNA,1220.0,2,62,0.05081967213114754,2,SEG
O75179,unknown,2603.0,2,51,0.019592777564348827,2,SEG
O75607,pre-rRNA,178.0,1,20,0.11235955056179775,1,SEG
O95104,mRNA,1147.0,4,108,0.09415867480383609,3+,SEG
O95218,mRNA,330.0,2,73,0.22121212121212122,2,SEG
O95391,mRNA,586.0,1,16,0.027303754266211604,1,SEG
P05388,ribosomal protein,317.0,1,21,0.06624605678233439,1,SEG
P06748,pre-rRNA,294.0,1,30,0.10204081632653061,1,SEG
P08621,snRNA,437.0,2,37,0.08466819221967964,2,SEG
P09234,snRNA,159.0,1,22,0.13836477987421383,1,SEG
P09651,mRNA,372.0,2,36,0.0967741935483871,2,SEG
P12270,mRNA,2363.0,1,18,0.00761743546339399,1,SEG
P14866,mRNA,589.0,2,37,0.06281833616298811,2,SEG
P17480,pre-rRNA,764.0,3,70,0.09162303664921466,3+,SEG
P18583,mRNA,2426.0,2,53,0.021846661170651278,2,SEG
P18615,mRNA,380.0,1,48,0.12631578947368421,1,SEG
P19338,snoRNA,710.0,4,139,0.19577464788732393,3+,SEG
P22087,snRNA,321.0,1,57,0.17757009345794392,1,SEG
P22626,mRNA,353.0,1,21,0.059490084985835696,1,SEG
P23246,mRNA,707.0,2,66,0.09335219236209336,2,SEG
P26651,mRNA,326.0,1,17,0.05214723926380368,1,SEG
P29558,mRNA,406.0,1,18,0.04433497536945813,1,SEG
P31942,mRNA,346.0,2,35,0.10115606936416185,2,SEG
P35269,mRNA,517.0,1,20,0.03868471953578337,1,SEG
P35637,mRNA,526.0,6,143,0.2718631178707224,3+,SEG
P37108,ncRNA,136.0,1,34,0.25,1,SEG
P46100,unknown,2492.0,1,38,0.015248796147672551,1,SEG
P47974,mRNA,494.0,1,29,0.058704453441295545,1,SEG
P49756,mRNA,843.0,4,119,0.14116251482799524,3+,SEG
P49760,mRNA,499.0,1,18,0.036072144288577156,1,SEG
P50914,ribosomal protein,215.0,1,23,0.10697674418604651,1,SEG
P51513,mRNA,507.0,1,20,0.03944773175542406,1,SEG
P51531,unknown,1590.0,2,62,0.0389937106918239,2,SEG
P51608,mRNA,486.0,1,17,0.03497942386831276,1,SEG
P51825,mRNA,1210.0,1,25,0.02066115702479339,1,SEG
P51991,mRNA,378.0,4,105,0.2777777777777778,3+,SEG
P54253,mRNA,815.0,1,30,0.03680981595092025,1,SEG
P56270,unknown,477.0,4,89,0.18658280922431866,3+,SEG
P62314,snRNA,119.0,1,23,0.19327731092436976,1,SEG
P62995,mRNA,288.0,2,43,0.14930555555555555,2,SEG
P78362,mRNA,688.0,1,28,0.040697674418604654,1,SEG
P84103,mRNA,164.0,1,16,0.0975609756097561,1,SEG
P98175,mRNA,930.0,1,13,0.013978494623655914,1,SEG
Q00577,mRNA,322.0,1,36,0.11180124223602485,1,SEG
Q00839,mRNA,825.0,2,35,0.04242424242424243,2,SEG
Q01081,mRNA,240.0,1,29,0.12083333333333333,1,SEG
Q01130,mRNA,221.0,2,66,0.2986425339366516,2,SEG
Q01844,unknown,656.0,4,79,0.12042682926829268,3+,SEG
Q04637,mRNA,1599.0,1,24,0.0150093808630394,1,SEG
Q05519,mRNA,484.0,4,80,0.1652892561983471,3+,SEG
Q06787,mRNA,632.0,1,23,0.03639240506329114,1,SEG
Q07955,mRNA,248.0,2,48,0.1935483870967742,2,SEG
Q08170,mRNA,494.0,1,30,0.06072874493927125,1,SEG
Q08211,ncRNA,1270.0,1,27,0.02125984251968504,1,SEG
Q12906,mRNA,894.0,2,43,0.04809843400447427,2,SEG
Q13151,mRNA,305.0,4,91,0.2983606557377049,3+,SEG
Q13243,mRNA,272.0,1,50,0.18382352941176472,1,SEG
Q13247,mRNA,344.0,2,63,0.18313953488372092,2,SEG
Q13428,pre-rRNA,1488.0,5,99,0.06653225806451613,3+,SEG
Q13435,mRNA,895.0,2,51,0.05698324022346369,2,SEG
Q13485,ncRNA,552.0,1,21,0.03804347826086957,1,SEG
Q13523,snRNA,1007.0,4,92,0.0913604766633565,3+,SEG
Q13595,mRNA,282.0,1,16,0.05673758865248227,1,SEG
Q14011,mRNA,172.0,1,21,0.12209302325581395,1,SEG
Q14152,mRNA,1382.0,1,37,0.026772793053545588,1,SEG
Q14157,mRNA,1087.0,1,19,0.017479300827966882,1,SEG
Q14671,mRNA,1186.0,1,22,0.01854974704890388,1,SEG
Q14839,unknown,1912.0,1,18,0.009414225941422594,1,SEG
Q15022,ncRNA,739.0,3,60,0.08119079837618404,3+,SEG
Q15029,tRNA,972.0,1,20,0.0205761316872428,1,SEG
Q15032,unknown,1099.0,1,25,0.022747952684258416,1,SEG
Q15233,ncRNA,471.0,1,22,0.04670912951167728,1,SEG
Q15287,mRNA,305.0,1,66,0.21639344262295082,1,SEG
Q15428,snRNA,464.0,1,16,0.034482758620689655,1,SEG
Q15459,snRNA,793.0,1,15,0.018915510718789406,1,SEG
Q15637,mRNA,639.0,4,73,0.11424100156494522,3+,SEG
Q15696,mRNA,482.0,1,44,0.0912863070539419,1,SEG
Q16594,snoRNA,264.0,1,13,0.04924242424242424,1,SEG
Q16629,mRNA,238.0,1,22,0.09243697478991597,1,SEG
Q16630,mRNA,551.0,4,112,0.20326678765880218,3+,SEG
Q1KMD3,mRNA,747.0,1,23,0.030789825970548863,1,SEG
Q2TBE0,mRNA,894.0,1,25,0.02796420581655481,1,SEG
Q32MZ4,ncRNA,808.0,1,14,0.017326732673267328,1,SEG
Q3L8U1,unknown,2897.0,1,65,0.02243700379703141,1,SEG
Q4ZG55,unknown,1949.0,1,16,0.008209338122113904,1,SEG
Q52LJ0,tRNA,433.0,3,111,0.25635103926096997,3+,SEG
Q53F19,unknown,620.0,1,20,0.03225806451612903,1,SEG
Q5GAN6,unknown,216.0,1,17,0.0787037037037037,1,SEG
Q5JTH9,pre-rRNA,1297.0,1,11,0.008481110254433308,1,SEG
Q5QJE6,pre-rRNA,756.0,1,17,0.022486772486772486,1,SEG
Q5QPL9,mRNA,237.0,1,33,0.13924050632911392,1,SEG
Q5RKV6,diverse,272.0,1,16,0.058823529411764705,1,SEG
Q5SZQ8,mRNA,465.0,1,22,0.047311827956989246,1,SEG
Q5T200,unknown,1668.0,2,84,0.050359712230215826,2,SEG
Q5T481,mRNA,1227.0,1,14,0.011409942950285249,1,SEG
Q5T760,mRNA,491.0,3,62,0.12627291242362526,3+,SEG
Q5T7N2,mRNA,865.0,1,17,0.019653179190751446,1,SEG
Q5U5Q3,mRNA,659.0,1,29,0.04400606980273141,1,SEG
Q5VTL8,snRNA,546.0,1,18,0.03296703296703297,1,SEG
Q5VV67,mRNA,1664.0,2,69,0.04146634615384615,2,SEG
Q5VYS8,ncRNA,1495.0,1,15,0.010033444816053512,1,SEG
Q5VZF2,mRNA,373.0,1,20,0.05361930294906166,1,SEG
Q5XG87,diverse,792.0,1,13,0.016414141414141416,1,SEG
Q659C4,mRNA,914.0,1,16,0.0175054704595186,1,SEG
Q66PJ3,mRNA,237.0,2,53,0.22362869198312235,2,SEG
Q69YN4,mRNA,1812.0,3,59,0.032560706401766004,3+,SEG
Q6BEB4,unknown,398.0,1,12,0.03015075376884422,1,SEG
Q6P158,mRNA,1386.0,1,15,0.010822510822510822,1,SEG
Q6P2E9,mRNA,1401.0,1,19,0.013561741613133477,1,SEG
Q6P6C2,mRNA,394.0,1,19,0.048223350253807105,1,SEG
Q6P9B9,snRNA,1019.0,1,15,0.014720314033366046,1,SEG
Q6PKG0,mRNA,1096.0,2,41,0.037408759124087594,2,SEG
Q6ZN04,mRNA,569.0,3,48,0.0843585237258348,3+,SEG
Q6ZRS2,unknown,3230.0,1,17,0.005263157894736842,1,SEG
Q7KZ85,mRNA,1726.0,1,12,0.006952491309385863,1,SEG
Q7Z417,mRNA,695.0,2,43,0.0618705035971223,2,SEG
Q7Z570,unknown,1209.0,1,13,0.010752688172043012,1,SEG
Q7Z5Q1,mRNA,589.0,1,15,0.025466893039049237,1,SEG
Q7Z6E9,mRNA,1792.0,2,42,0.0234375,2,SEG
Q7Z6M4,pre-rRNA,381.0,1,42,0.11023622047244094,1,SEG
Q7Z739,mRNA,585.0,1,28,0.04786324786324787,1,SEG
Q86SE8,pre-rRNA,214.0,1,22,0.102803738317757,1,SEG
Q86TG7,unknown,708.0,1,23,0.03248587570621469,1,SEG
Q86U06,mRNA,439.0,1,16,0.03644646924829157,1,SEG
Q86U42,mRNA,306.0,2,47,0.15359477124183007,2,SEG
Q86VM9,mRNA,953.0,5,146,0.15320041972717732,3+,SEG
Q86XN8,mRNA,651.0,2,34,0.05222734254992319,2,SEG
Q86YN6,unknown,1023.0,2,39,0.03812316715542522,2,SEG
Q8IWX8,mRNA,916.0,3,78,0.0851528384279476,3+,SEG
Q8IWZ3,unknown,2542.0,2,40,0.015735641227380016,2,SEG
Q8IX12,mRNA,1150.0,2,37,0.03217391304347826,2,SEG
Q8IXZ2,mRNA,948.0,1,22,0.023206751054852322,1,SEG
Q8IY37,snoRNA,1157.0,1,23,0.019878997407087293,1,SEG
Q8IYB3,mRNA,904.0,5,122,0.13495575221238937,3+,SEG
Q8IZD4,mRNA,617.0,1,10,0.01620745542949757,1,SEG
Q8N1G1,pre-rRNA,1221.0,1,22,0.018018018018018018,1,SEG
Q8N2M8,mRNA,674.0,3,70,0.10385756676557864,3+,SEG
Q8N8D1,snRNA,485.0,1,17,0.03505154639175258,1,SEG
Q8NAF0,unknown,562.0,1,21,0.037366548042704624,1,SEG
Q8NAV1,snRNA,312.0,1,23,0.07371794871794872,1,SEG
Q8NC51,mRNA,408.0,2,45,0.11029411764705882,2,SEG
Q8NDV7,mRNA,1962.0,1,35,0.01783893985728848,1,SEG
Q8NE35,mRNA,698.0,3,63,0.09025787965616046,3+,SEG
Q8NE71,mRNA,845.0,2,32,0.0378698224852071,2,SEG
Q8TA86,snRNA,221.0,1,33,0.1493212669683258,1,SEG
Q8TB72,mRNA,1066.0,1,19,0.017823639774859287,1,SEG
Q8TDI0,unknown,1954.0,2,32,0.016376663254861822,2,SEG
Q8WUQ7,mRNA,758.0,1,31,0.040897097625329816,1,SEG
Q8WVK2,snRNA,155.0,3,74,0.4774193548387097,3+,SEG
Q8WW36,mRNA,166.0,1,15,0.09036144578313253,1,SEG
Q8WXA9,mRNA,508.0,2,43,0.08464566929133858,2,SEG
Q92900,mRNA,1129.0,1,26,0.023029229406554472,1,SEG
Q92945,mRNA,711.0,3,80,0.11251758087201125,3+,SEG
Q92973,mRNA,898.0,1,19,0.021158129175946547,1,SEG
Q96AE4,mRNA,644.0,1,16,0.024844720496894408,1,SEG
Q96EV2,mRNA,1170.0,2,83,0.07094017094017094,2,SEG
Q96EY7,mRNA,689.0,1,17,0.02467343976777939,1,SEG
Q96HR8,snoRNA,494.0,2,56,0.11336032388663968,2,SEG
Q96IP4,unknown,442.0,1,27,0.06108597285067873,1,SEG
Q96K80,unknown,434.0,1,20,0.04608294930875576,1,SEG
Q96KR1,unknown,1074.0,1,22,0.020484171322160148,1,SEG
Q96L91,unknown,3159.0,3,74,0.02342513453624565,3+,SEG
Q96MT3,unknown,831.0,1,19,0.02286401925391095,1,SEG
Q96MU7,mRNA,727.0,2,69,0.09491059147180192,2,SEG
Q96N46,unknown,770.0,1,21,0.02727272727272727,1,SEG
Q96QR8,mRNA,312.0,1,14,0.04487179487179487,1,SEG
Q96T58,mRNA,3664.0,1,43,0.011735807860262008,1,SEG
Q99613,mRNA,913.0,1,15,0.01642935377875137,1,SEG
Q99729,mRNA,332.0,1,21,0.06325301204819277,1,SEG
Q9BQ04,mRNA,359.0,1,17,0.04735376044568245,1,SEG
Q9BQ67,pre-rRNA,446.0,1,14,0.03139013452914798,1,SEG
Q9BRR8,mRNA,931.0,1,17,0.018259935553168637,1,SEG
Q9BUJ2,mRNA,856.0,2,39,0.0455607476635514,2,SEG
Q9BWF3,mRNA,364.0,1,18,0.04945054945054945,1,SEG
Q9BWU0,unknown,742.0,1,29,0.03908355795148248,1,SEG
Q9BX46,mRNA,236.0,2,45,0.1906779661016949,2,SEG
Q9C0B9,unknown,1178.0,1,17,0.014431239388794566,1,SEG
Q9H0W8,mRNA,520.0,1,15,0.028846153846153848,1,SEG
Q9H2U1,mRNA,1008.0,1,29,0.028769841269841268,1,SEG
Q9H307,mRNA,717.0,1,69,0.09623430962343096,1,SEG
Q9H4Z3,mRNA,704.0,1,15,0.02130681818181818,1,SEG
Q9H501,pre-rRNA,851.0,1,31,0.036427732079905996,1,SEG
Q9H6S0,mRNA,1430.0,1,18,0.012587412587412588,1,SEG
Q9H6T0,mRNA,727.0,1,21,0.02888583218707015,1,SEG
Q9H7N4,mRNA,1312.0,7,155,0.11814024390243902,3+,SEG
Q9HBD4,unknown,1679.0,4,81,0.048243001786777845,3+,SEG
Q9HC10,unknown,1997.0,1,19,0.009514271407110666,1,SEG
Q9HCJ0,mRNA,1936.0,2,34,0.01756198347107438,2,SEG
Q9HCK8,mRNA,2581.0,2,33,0.012785741960480435,2,SEG
Q9NP64,unknown,241.0,1,17,0.07053941908713693,1,SEG
Q9NP92,ribosomal protein,439.0,1,18,0.04100227790432802,1,SEG
Q9NQ29,mRNA,371.0,1,27,0.07277628032345014,1,SEG
Q9NQZ2,snoRNA,479.0,1,19,0.03966597077244259,1,SEG
Q9NR56,mRNA,388.0,1,18,0.04639175257731959,1,SEG
Q9NTZ6,mRNA,932.0,1,30,0.032188841201716736,1,SEG
Q9NVH2,snRNA,962.0,1,14,0.014553014553014554,1,SEG
Q9NW07,unknown,568.0,1,17,0.02992957746478873,1,SEG
Q9NW13,snRNA,759.0,1,21,0.02766798418972332,1,SEG
Q9NWH9,mRNA,1034.0,1,21,0.020309477756286266,1,SEG
Q9NY12,snoRNA,217.0,3,101,0.46543778801843316,3+,SEG
Q9NYF8,mRNA,920.0,3,73,0.07934782608695652,3+,SEG
Q9NZJ5,mRNA,1116.0,1,19,0.017025089605734768,1,SEG
Q9P2N5,mRNA,1060.0,3,71,0.0669811320754717,3+,SEG
Q9UHB9,ncRNA,627.0,1,27,0.0430622009569378,1,SEG
Q9UHC7,mRNA,482.0,1,15,0.03112033195020747,1,SEG
Q9UIF8,ncRNA,2168.0,2,59,0.0272140221402214,2,SEG
Q9UJV8,mRNA,347.0,1,13,0.037463976945244955,1,SEG
Q9UKA9,mRNA,531.0,1,10,0.018832391713747645,1,SEG
Q9UKJ3,unknown,1502.0,1,22,0.014647137150466045,1,SEG
Q9UKM9,mRNA,306.0,1,33,0.10784313725490197,1,SEG
Q9UKV3,mRNA,1341.0,3,87,0.06487695749440715,3+,SEG
Q9ULG1,unknown,1556.0,1,27,0.017352185089974295,1,SEG
Q9UNW9,mRNA,492.0,3,47,0.09552845528455285,3+,SEG
Q9UPN6,mRNA,1271.0,1,25,0.01966955153422502,1,SEG
Q9UPQ9,mRNA,1833.0,2,36,0.019639934533551555,2,SEG
Q9UPR6,unknown,939.0,1,22,0.023429179978700747,1,SEG
Q9UPS6,ncRNA,1966.0,10,257,0.13072227873855544,3+,SEG
Q9UPT8,unknown,1303.0,2,52,0.039907904834996163,2,SEG
Q9UQ35,mRNA,2752.0,2,78,0.028343023255813952,2,SEG
Q9Y2T7,mRNA,364.0,1,17,0.046703296703296704,1,SEG
Q9Y2U8,snRNA,911.0,1,16,0.01756311745334797,1,SEG
Q9Y2W1,mRNA,955.0,2,45,0.04712041884816754,2,SEG
Q9Y2X3,snoRNA,529.0,1,17,0.03213610586011342,1,SEG
Q9Y388,mRNA,322.0,1,19,0.059006211180124224,1,SEG
Q9Y3Y2,mRNA,248.0,1,33,0.13306451612903225,1,SEG
Q9Y4B4,unknown,1467.0,1,20,0.013633265167007498,1,SEG
Q9Y4C8,pre-rRNA,960.0,1,12,0.0125,1,SEG
X6R7H2,mRNA,631.0,2,69,0.10935023771790808,2,SEG
