uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0ACI8VQD2,unknown,1043.0,cation_pi_rich_neighborhood,205,0.1965484180249281,CAST
A0ACI8VSD4,mRNA,674.0,cation_pi_rich_neighborhood,87,0.129080118694362,CAST
A0AV96,mRNA,593.0,aromatic_sticker_region,95,0.16020236087689713,CAST
A1L020,mRNA,520.0,disorder_rich_spacer_region,105,0.20192307692307693,CAST
A2A288,mRNA,527.0,cation_pi_rich_neighborhood,85,0.16129032258064516,CAST
A2PYH4,unknown,1435.0,cation_pi_rich_neighborhood,79,0.05505226480836237,CAST
A2RTX5,tRNA,802.0,disorder_rich_spacer_region,51,0.06359102244389027,CAST
A4D1E1,unknown,1349.0,aromatic_sticker_region,618,0.458117123795404,CAST
A4D1E1,unknown,1349.0,other,33,0.02446256486286138,CAST
A4D1E9,unknown,387.0,disorder_rich_spacer_region,19,0.04909560723514212,CAST
A5YKK6,mRNA,2376.0,cation_pi_rich_neighborhood,50,0.021043771043771045,CAST
A5YKK6,mRNA,2376.0,other,19,0.007996632996632997,CAST
A6NDE4,mRNA,496.0,other,451,0.9092741935483871,CAST
A6NDY0,mRNA,278.0,acidic_region,84,0.302158273381295,CAST
A6NEQ0,mRNA,496.0,other,451,0.9092741935483871,CAST
A6NFI3,unknown,1004.0,acidic_region,250,0.24900398406374502,CAST
A6NFI3,unknown,1004.0,disorder_rich_spacer_region,81,0.08067729083665338,CAST
A6NFN3,mRNA,312.0,aromatic_sticker_region,37,0.11858974358974358,CAST
A6NHQ2,snoRNA,334.0,other,75,0.2245508982035928,CAST
A6NKG5,unknown,1358.0,acidic_region,62,0.045655375552282766,CAST
A6NKG5,unknown,1358.0,gs_rich_neutral_region,160,0.11782032400589101,CAST
A7MD48,mRNA,611.0,sr_rs_repeat_region,523,0.855973813420622,CAST
A8MXP9,mRNA,895.0,acidic_region,239,0.2670391061452514,CAST
A8MXP9,mRNA,895.0,cation_pi_rich_neighborhood,118,0.1318435754189944,CAST
B0QYK0,mRNA,618.0,other,492,0.7961165048543689,CAST
B0QYY4,mRNA,370.0,disorder_rich_spacer_region,47,0.12702702702702703,CAST
B5MCF9,pre-rRNA,571.0,acidic_region,34,0.0595446584938704,CAST
B5MCF9,pre-rRNA,571.0,cation_pi_rich_neighborhood,143,0.2504378283712785,CAST
B5MCU0,unknown,990.0,cation_pi_rich_neighborhood,284,0.2868686868686869,CAST
B5MCU0,unknown,990.0,disorder_rich_spacer_region,92,0.09292929292929293,CAST
B5MCU0,unknown,990.0,mixed_charge_polyampholyte,200,0.20202020202020202,CAST
B8ZZ98,mRNA,158.0,acidic_region,35,0.22151898734177214,CAST
B8ZZ98,mRNA,158.0,sr_rs_repeat_region,85,0.5379746835443038,CAST
C9J323,mRNA,145.0,disorder_rich_spacer_region,18,0.12413793103448276,CAST
C9J6P4,ncRNA,1024.0,cation_pi_rich_neighborhood,414,0.404296875,CAST
C9J9B2,mRNA,264.0,disorder_rich_spacer_region,24,0.09090909090909091,CAST
C9JAB2,mRNA,235.0,sr_rs_repeat_region,114,0.4851063829787234,CAST
C9JCE0,mRNA,148.0,gs_rich_neutral_region,64,0.43243243243243246,CAST
C9JE40,mRNA,543.0,acidic_region,45,0.08287292817679558,CAST
C9JE40,mRNA,543.0,aromatic_sticker_region,81,0.14917127071823205,CAST
C9JP00,mRNA,348.0,disorder_rich_spacer_region,36,0.10344827586206896,CAST
D4PHA4,unknown,493.0,acidic_region,147,0.29817444219066935,CAST
D4PHA4,unknown,493.0,mixed_charge_polyampholyte,136,0.27586206896551724,CAST
D6R954,tRNA,199.0,other,78,0.39195979899497485,CAST
D6R9W6,mRNA,518.0,disorder_rich_spacer_region,16,0.03088803088803089,CAST
D6R9W6,mRNA,518.0,other,150,0.28957528957528955,CAST
D6W5Y5,mRNA,297.0,other,68,0.22895622895622897,CAST
E5RHF4,ribosomal protein,198.0,other,31,0.15656565656565657,CAST
E5RJM0,mRNA,639.0,aromatic_sticker_region,336,0.5258215962441315,CAST
E5RJZ9,mRNA,265.0,aromatic_sticker_region,12,0.045283018867924525,CAST
E7EPX0,mRNA,491.0,disorder_rich_spacer_region,68,0.1384928716904277,CAST
E7ESL0,ribosomal protein,212.0,disorder_rich_spacer_region,8,0.03773584905660377,CAST
E7ET15,snRNA,1028.0,acidic_region,29,0.02821011673151751,CAST
E7ET15,snRNA,1028.0,aromatic_sticker_region,46,0.04474708171206226,CAST
E7ET15,snRNA,1028.0,cation_pi_rich_neighborhood,72,0.07003891050583658,CAST
E7ET15,snRNA,1028.0,sr_rs_repeat_region,559,0.5437743190661478,CAST
E7ETK0,ribosomal protein,131.0,other,49,0.37404580152671757,CAST
E7ETU5,mRNA,370.0,other,26,0.07027027027027027,CAST
E7EV40,mRNA,204.0,disorder_rich_spacer_region,60,0.29411764705882354,CAST
E7EWR4,mRNA,597.0,aromatic_sticker_region,50,0.08375209380234507,CAST
E9PB61,mRNA,264.0,other,84,0.3181818181818182,CAST
E9PFF5,mRNA,490.0,other,155,0.3163265306122449,CAST
E9PIF2,pre-rRNA,835.0,basic_enriched_region,39,0.046706586826347304,CAST
E9PIF2,pre-rRNA,835.0,cation_pi_rich_neighborhood,302,0.36167664670658684,CAST
E9PL19,mRNA,596.0,acidic_region,97,0.16275167785234898,CAST
E9PL19,mRNA,596.0,disorder_rich_spacer_region,74,0.12416107382550336,CAST
E9PMM9,ribosomal protein,218.0,other,49,0.22477064220183487,CAST
F5GYR3,pre-rRNA,275.0,acidic_region,84,0.3054545454545455,CAST
F5H0R1,snRNA,912.0,disorder_rich_spacer_region,82,0.08991228070175439,CAST
F6TAI2,mRNA,324.0,aromatic_sticker_region,95,0.2932098765432099,CAST
F6VAP0,mRNA,555.0,aromatic_sticker_region,95,0.17117117117117117,CAST
F8VP89,mRNA,275.0,sr_rs_repeat_region,106,0.38545454545454544,CAST
F8VQP2,mRNA,1073.0,aromatic_sticker_region,62,0.05778191985088537,CAST
F8VQP2,mRNA,1073.0,sr_rs_repeat_region,535,0.49860205032618826,CAST
F8VU11,snRNA,892.0,disorder_rich_spacer_region,98,0.10986547085201794,CAST
F8VU11,snRNA,892.0,mixed_charge_polyampholyte,586,0.6569506726457399,CAST
F8VVL1,mRNA,160.0,basic_enriched_region,38,0.2375,CAST
F8VXY6,mRNA,228.0,acidic_region,35,0.15350877192982457,CAST
F8W6I7,mRNA,307.0,gs_rich_neutral_region,110,0.3583061889250814,CAST
G3V529,pre-rRNA,816.0,basic_enriched_region,85,0.10416666666666667,CAST
G3V529,pre-rRNA,816.0,mixed_charge_polyampholyte,109,0.13357843137254902,CAST
G5E9G0,ribosomal protein,351.0,basic_enriched_region,41,0.1168091168091168,CAST
G5EA06,ribosomal protein,358.0,cation_pi_rich_neighborhood,112,0.3128491620111732,CAST
H0Y6E7,mRNA,292.0,disorder_rich_spacer_region,36,0.1232876712328767,CAST
H0Y6E7,mRNA,292.0,other,30,0.10273972602739725,CAST
H0YDK8,mRNA,900.0,cation_pi_rich_neighborhood,229,0.2544444444444444,CAST
H0YDK8,mRNA,900.0,gs_rich_neutral_region,241,0.2677777777777778,CAST
H0YGT4,unknown,134.0,cation_pi_rich_neighborhood,52,0.3880597014925373,CAST
H0YH84,mRNA,186.0,other,43,0.23118279569892472,CAST
H0YI55,mRNA,253.0,disorder_rich_spacer_region,31,0.1225296442687747,CAST
H0YKX1,mRNA,171.0,mixed_charge_polyampholyte,87,0.5087719298245614,CAST
H0YLQ7,unknown,131.0,mixed_charge_polyampholyte,58,0.44274809160305345,CAST
H3BM89,ribosomal protein,333.0,basic_enriched_region,131,0.3933933933933934,CAST
H3BMQ2,pre-rRNA,146.0,basic_enriched_region,116,0.7945205479452054,CAST
H3BNJ4,unknown,201.0,acidic_region,76,0.3781094527363184,CAST
H3BPD0,unknown,197.0,acidic_region,96,0.4873096446700508,CAST
H3BPD0,unknown,197.0,disorder_rich_spacer_region,38,0.19289340101522842,CAST
H3BPE7,mRNA,527.0,other,509,0.9658444022770398,CAST
H3BPG5,mRNA,128.0,other,28,0.21875,CAST
H3BPG5,mRNA,128.0,sr_rs_repeat_region,42,0.328125,CAST
H3BSG4,tRNA,173.0,disorder_rich_spacer_region,33,0.1907514450867052,CAST
H3BSW6,tRNA,586.0,disorder_rich_spacer_region,38,0.06484641638225255,CAST
H7BXY3,mRNA,1166.0,acidic_region,13,0.011149228130360206,CAST
I3L0N7,mRNA,115.0,acidic_region,59,0.5130434782608696,CAST
J3KP02,unknown,692.0,aromatic_sticker_region,87,0.12572254335260116,CAST
J3KP02,unknown,692.0,cation_pi_rich_neighborhood,318,0.4595375722543353,CAST
J3KPD3,mRNA,267.0,aromatic_sticker_region,120,0.449438202247191,CAST
J3KPI1,mRNA,630.0,gs_rich_neutral_region,431,0.6841269841269841,CAST
J3KPK3,mRNA,459.0,other,414,0.9019607843137255,CAST
J3KPP4,mRNA,489.0,sr_rs_repeat_region,227,0.46421267893660534,CAST
J3KQ82,mRNA,459.0,sr_rs_repeat_region,414,0.9019607843137255,CAST
J3QL05,mRNA,130.0,sr_rs_repeat_region,47,0.36153846153846153,CAST
J3QS41,mRNA,1943.0,aromatic_sticker_region,185,0.09521358723623263,CAST
J3QS41,mRNA,1943.0,cation_pi_rich_neighborhood,207,0.1065362840967576,CAST
J3QT46,mRNA,619.0,cation_pi_rich_neighborhood,114,0.1841680129240711,CAST
K7EJ78,ribosomal protein,129.0,other,27,0.20930232558139536,CAST
K7EJB9,mRNA,349.0,acidic_region,234,0.670487106017192,CAST
K7EKH9,unknown,261.0,mixed_charge_polyampholyte,97,0.3716475095785441,CAST
K7EPB9,unknown,110.0,acidic_region,91,0.8272727272727273,CAST
M0QY97,unknown,910.0,cation_pi_rich_neighborhood,185,0.2032967032967033,CAST
M0QY97,unknown,910.0,gs_rich_neutral_region,480,0.5274725274725275,CAST
M0QY97,unknown,910.0,other,62,0.06813186813186813,CAST
M0QZ34,pre-rRNA,200.0,other,98,0.49,CAST
M0R1H0,snoRNA,178.0,other,62,0.34831460674157305,CAST
M0R226,ribosomal protein,184.0,gs_rich_neutral_region,52,0.2826086956521739,CAST
M0R2C6,tRNA,588.0,aromatic_sticker_region,34,0.05782312925170068,CAST
O00267,mRNA,1087.0,acidic_region,138,0.12695492180312787,CAST
