uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
A0A8I5KNN2,pre-rRNA,808.0,2,219,0.27103960396039606,2,CAST
A0A8I5KSH6,unknown,925.0,2,391,0.4227027027027027,2,CAST
A0A8I5KVU2,mRNA,1735.0,2,1074,0.6190201729106628,2,CAST
A0A8I5KX04,mRNA,1686.0,4,700,0.4151838671411625,3+,CAST
A0A8V8TR54,unknown,2114.0,10,791,0.3741721854304636,3+,CAST
A0A994J7T5,mRNA,750.0,3,73,0.09733333333333333,3+,CAST
A0AA34QW03,mRNA,678.0,2,126,0.18584070796460178,2,CAST
A0ABB0MN55,mRNA,322.0,1,124,0.38509316770186336,1,CAST
A0ABB0MV08,mRNA,369.0,1,149,0.4037940379403794,1,CAST
A0ACI8P9Y7,unknown,1707.0,1,26,0.015231400117164616,1,CAST
A0ACI8PHD2,unknown,261.0,2,84,0.3218390804597701,2,CAST
A0ACI8PJP7,mRNA,596.0,1,432,0.7248322147651006,1,CAST
A0ACI8PR05,unknown,399.0,1,179,0.44862155388471175,1,CAST
A0ACI8PUZ8,unknown,1375.0,3,317,0.23054545454545455,3+,CAST
A0ACI8PVP6,unknown,744.0,1,173,0.2325268817204301,1,CAST
A0ACI8PX57,unknown,378.0,1,181,0.47883597883597884,1,CAST
A0ACI8Q0P4,unknown,829.0,3,495,0.5971049457177322,3+,CAST
A0ACI8Q806,unknown,498.0,1,246,0.4939759036144578,1,CAST
A0ACI8QA17,unknown,371.0,1,22,0.05929919137466307,1,CAST
A0ACI8QHW6,unknown,749.0,2,45,0.06008010680907877,2,CAST
A0ACI8QLY8,unknown,321.0,2,116,0.3613707165109034,2,CAST
A0ACI8QNN6,unknown,701.0,1,156,0.2225392296718973,1,CAST
A0ACI8QTQ5,diverse,1388.0,4,470,0.33861671469740634,3+,CAST
A0ACI8QU73,unknown,864.0,2,194,0.22453703703703703,2,CAST
A0ACI8QUJ1,unknown,752.0,1,25,0.03324468085106383,1,CAST
A0ACI8QY88,mRNA,715.0,3,314,0.43916083916083914,3+,CAST
A0ACI8R7A3,unknown,356.0,1,77,0.21629213483146068,1,CAST
A0ACI8RCQ9,unknown,534.0,1,40,0.0749063670411985,1,CAST
A0ACI8RI26,unknown,764.0,2,402,0.5261780104712042,2,CAST
A0ACI8RL22,unknown,1967.0,2,310,0.157600406710727,2,CAST
A0ACI8RLL6,unknown,729.0,1,44,0.06035665294924554,1,CAST
A0ACI8RMB5,unknown,1003.0,3,116,0.1156530408773679,3+,CAST
A0ACI8RQX4,unknown,1349.0,1,286,0.21200889547813195,1,CAST
A0ACI8RR28,unknown,918.0,3,218,0.2374727668845316,3+,CAST
A0ACI8RSP0,ribosomal protein,320.0,1,31,0.096875,1,CAST
A0ACI8RTZ8,unknown,489.0,1,62,0.12678936605316973,1,CAST
A0ACI8RX58,unknown,750.0,4,503,0.6706666666666666,3+,CAST
A0ACI8S0C5,unknown,927.0,1,155,0.16720604099244876,1,CAST
A0ACI8S113,unknown,1253.0,3,473,0.37749401436552277,3+,CAST
A0ACI8S5T8,unknown,488.0,1,94,0.19262295081967212,1,CAST
A0ACI8SAU3,unknown,2066.0,1,496,0.24007744433688286,1,CAST
A0ACI8SEY7,unknown,629.0,1,121,0.19236883942766295,1,CAST
A0ACI8SJX5,unknown,1048.0,1,162,0.15458015267175573,1,CAST
A0ACI8SL57,ribosomal protein,162.0,1,111,0.6851851851851852,1,CAST
A0ACI8SNF6,ribosomal protein,153.0,1,38,0.24836601307189543,1,CAST
A0ACI8SPJ0,snRNA,2147.0,1,49,0.022822543083372147,1,CAST
A0ACI8SQV4,unknown,211.0,1,69,0.32701421800947866,1,CAST
A0ACI8SRJ7,unknown,322.0,1,20,0.062111801242236024,1,CAST
A0ACI8SXP5,unknown,451.0,2,119,0.2638580931263858,2,CAST
A0ACI8SYT5,unknown,674.0,1,142,0.21068249258160238,1,CAST
A0ACI8SZ27,unknown,721.0,1,77,0.10679611650485436,1,CAST
A0ACI8T823,unknown,380.0,1,101,0.2657894736842105,1,CAST
A0ACI8T9E2,unknown,234.0,1,45,0.19230769230769232,1,CAST
A0ACI8TFG6,tRNA,1552.0,1,259,0.16688144329896906,1,CAST
A0ACI8TLM1,unknown,106.0,1,38,0.3584905660377358,1,CAST
A0ACI8TLS0,unknown,550.0,1,52,0.09454545454545454,1,CAST
A0ACI8TML7,unknown,1201.0,1,113,0.09408825978351373,1,CAST
A0ACI8TMU3,unknown,1055.0,2,185,0.17535545023696683,2,CAST
A0ACI8TN08,unknown,998.0,2,342,0.342685370741483,2,CAST
A0ACI8TQP9,unknown,2591.0,2,518,0.19992280972597454,2,CAST
A0ACI8TQS2,unknown,3008.0,12,1271,0.42253989361702127,3+,CAST
A0ACI8TS18,unknown,1048.0,1,315,0.3005725190839695,1,CAST
A0ACI8TSN5,ribosomal protein,252.0,1,65,0.25793650793650796,1,CAST
A0ACI8TSY6,unknown,1461.0,3,265,0.18138261464750172,3+,CAST
A0ACI8TUA9,unknown,638.0,4,200,0.31347962382445144,3+,CAST
A0ACI8TUB7,unknown,259.0,2,63,0.24324324324324326,2,CAST
A0ACI8TWM6,unknown,905.0,1,295,0.3259668508287293,1,CAST
A0ACI8TXE9,unknown,1448.0,2,742,0.5124309392265194,2,CAST
A0ACI8TZ93,unknown,399.0,1,14,0.03508771929824561,1,CAST
A0ACI8TZD7,unknown,856.0,2,128,0.14953271028037382,2,CAST
A0ACI8TZE9,unknown,712.0,1,265,0.37219101123595505,1,CAST
A0ACI8U1B9,unknown,902.0,3,330,0.36585365853658536,3+,CAST
A0ACI8U399,unknown,786.0,2,402,0.5114503816793893,2,CAST
A0ACI8U6C5,unknown,1066.0,3,201,0.18855534709193245,3+,CAST
A0ACI8U7J9,unknown,978.0,2,423,0.4325153374233129,2,CAST
A0ACI8U804,unknown,2104.0,1,22,0.010456273764258554,1,CAST
A0ACI8UB86,unknown,209.0,1,75,0.3588516746411483,1,CAST
A0ACI8UES1,unknown,422.0,2,86,0.2037914691943128,2,CAST
A0ACI8UGJ8,unknown,626.0,1,50,0.07987220447284345,1,CAST
A0ACI8UMC2,unknown,837.0,1,32,0.038231780167264036,1,CAST
A0ACI8UNX3,unknown,1077.0,3,206,0.19127205199628597,3+,CAST
A0ACI8USR5,unknown,685.0,1,44,0.06423357664233577,1,CAST
A0ACI8UTL7,unknown,402.0,1,344,0.8557213930348259,1,CAST
A0ACI8UZB3,unknown,1252.0,1,98,0.07827476038338659,1,CAST
A0ACI8V583,mRNA,621.0,2,409,0.6586151368760065,2,CAST
A0ACI8V5N8,unknown,552.0,1,40,0.07246376811594203,1,CAST
A0ACI8VAV8,unknown,1149.0,1,413,0.35944299390774587,1,CAST
A0ACI8VCM9,unknown,1180.0,4,722,0.611864406779661,3+,CAST
A0ACI8VD15,unknown,1437.0,1,208,0.14474599860821155,1,CAST
A0ACI8VFS1,unknown,923.0,2,321,0.3477789815817985,2,CAST
A0ACI8VQD2,unknown,1043.0,2,264,0.25311601150527324,2,CAST
A0ACI8VSD4,mRNA,674.0,1,87,0.129080118694362,1,CAST
A0AV96,mRNA,593.0,1,95,0.16020236087689713,1,CAST
A1L020,mRNA,520.0,2,105,0.20192307692307693,2,CAST
A2A288,mRNA,527.0,1,85,0.16129032258064516,1,CAST
A2PYH4,unknown,1435.0,1,79,0.05505226480836237,1,CAST
A2RTX5,tRNA,802.0,1,51,0.06359102244389027,1,CAST
A4D1E1,unknown,1349.0,3,651,0.4825796886582654,3+,CAST
A4D1E9,unknown,387.0,1,19,0.04909560723514212,1,CAST
A5YKK6,mRNA,2376.0,2,69,0.02904040404040404,2,CAST
A6NDE4,mRNA,496.0,1,451,0.9092741935483871,1,CAST
A6NDY0,mRNA,278.0,1,84,0.302158273381295,1,CAST
A6NEQ0,mRNA,496.0,1,451,0.9092741935483871,1,CAST
A6NFI3,unknown,1004.0,3,331,0.3296812749003984,3+,CAST
A6NFN3,mRNA,312.0,1,37,0.11858974358974358,1,CAST
A6NHQ2,snoRNA,334.0,1,75,0.2245508982035928,1,CAST
A6NKG5,unknown,1358.0,3,222,0.1634756995581738,3+,CAST
A7MD48,mRNA,611.0,1,523,0.855973813420622,1,CAST
A8MXP9,mRNA,895.0,2,357,0.39888268156424583,2,CAST
B0QYK0,mRNA,618.0,2,492,0.7961165048543689,2,CAST
B0QYY4,mRNA,370.0,1,47,0.12702702702702703,1,CAST
B5MCF9,pre-rRNA,571.0,2,177,0.30998248686514884,2,CAST
B5MCU0,unknown,990.0,6,576,0.5818181818181818,3+,CAST
B8ZZ98,mRNA,158.0,2,120,0.759493670886076,2,CAST
C9J323,mRNA,145.0,1,18,0.12413793103448276,1,CAST
C9J6P4,ncRNA,1024.0,1,414,0.404296875,1,CAST
C9J9B2,mRNA,264.0,1,24,0.09090909090909091,1,CAST
C9JAB2,mRNA,235.0,1,114,0.4851063829787234,1,CAST
C9JCE0,mRNA,148.0,1,64,0.43243243243243246,1,CAST
C9JE40,mRNA,543.0,2,126,0.23204419889502761,2,CAST
C9JP00,mRNA,348.0,1,36,0.10344827586206896,1,CAST
D4PHA4,unknown,493.0,3,283,0.5740365111561866,3+,CAST
D6R954,tRNA,199.0,1,78,0.39195979899497485,1,CAST
D6R9W6,mRNA,518.0,2,166,0.3204633204633205,2,CAST
D6W5Y5,mRNA,297.0,1,68,0.22895622895622897,1,CAST
E5RHF4,ribosomal protein,198.0,1,31,0.15656565656565657,1,CAST
E5RJM0,mRNA,639.0,1,336,0.5258215962441315,1,CAST
E5RJZ9,mRNA,265.0,1,12,0.045283018867924525,1,CAST
E7EPX0,mRNA,491.0,1,68,0.1384928716904277,1,CAST
E7ESL0,ribosomal protein,212.0,1,8,0.03773584905660377,1,CAST
E7ET15,snRNA,1028.0,5,706,0.6867704280155642,3+,CAST
E7ETK0,ribosomal protein,131.0,1,49,0.37404580152671757,1,CAST
E7ETU5,mRNA,370.0,1,26,0.07027027027027027,1,CAST
E7EV40,mRNA,204.0,1,60,0.29411764705882354,1,CAST
E7EWR4,mRNA,597.0,1,50,0.08375209380234507,1,CAST
E9PB61,mRNA,264.0,2,84,0.3181818181818182,2,CAST
E9PFF5,mRNA,490.0,1,155,0.3163265306122449,1,CAST
E9PIF2,pre-rRNA,835.0,2,341,0.40838323353293415,2,CAST
E9PL19,mRNA,596.0,2,171,0.28691275167785235,2,CAST
E9PMM9,ribosomal protein,218.0,1,49,0.22477064220183487,1,CAST
F5GYR3,pre-rRNA,275.0,1,84,0.3054545454545455,1,CAST
F5H0R1,snRNA,912.0,1,82,0.08991228070175439,1,CAST
F6TAI2,mRNA,324.0,1,95,0.2932098765432099,1,CAST
F6VAP0,mRNA,555.0,1,95,0.17117117117117117,1,CAST
F8VP89,mRNA,275.0,1,106,0.38545454545454544,1,CAST
F8VQP2,mRNA,1073.0,2,597,0.5563839701770736,2,CAST
F8VU11,snRNA,892.0,3,684,0.7668161434977578,3+,CAST
F8VVL1,mRNA,160.0,1,38,0.2375,1,CAST
F8VXY6,mRNA,228.0,1,35,0.15350877192982457,1,CAST
F8W6I7,mRNA,307.0,1,110,0.3583061889250814,1,CAST
G3V529,pre-rRNA,816.0,2,194,0.23774509803921567,2,CAST
G5E9G0,ribosomal protein,351.0,1,41,0.1168091168091168,1,CAST
G5EA06,ribosomal protein,358.0,1,112,0.3128491620111732,1,CAST
H0Y6E7,mRNA,292.0,3,66,0.22602739726027396,3+,CAST
H0YDK8,mRNA,900.0,2,470,0.5222222222222223,2,CAST
H0YGT4,unknown,134.0,1,52,0.3880597014925373,1,CAST
H0YH84,mRNA,186.0,1,43,0.23118279569892472,1,CAST
H0YI55,mRNA,253.0,1,31,0.1225296442687747,1,CAST
H0YKX1,mRNA,171.0,1,87,0.5087719298245614,1,CAST
H0YLQ7,unknown,131.0,1,58,0.44274809160305345,1,CAST
H3BM89,ribosomal protein,333.0,1,131,0.3933933933933934,1,CAST
H3BMQ2,pre-rRNA,146.0,1,116,0.7945205479452054,1,CAST
H3BNJ4,unknown,201.0,1,76,0.3781094527363184,1,CAST
H3BPD0,unknown,197.0,2,134,0.6802030456852792,2,CAST
H3BPE7,mRNA,527.0,1,509,0.9658444022770398,1,CAST
H3BPG5,mRNA,128.0,2,70,0.546875,2,CAST
H3BSG4,tRNA,173.0,1,33,0.1907514450867052,1,CAST
H3BSW6,tRNA,586.0,2,38,0.06484641638225255,2,CAST
H7BXY3,mRNA,1166.0,1,13,0.011149228130360206,1,CAST
I3L0N7,mRNA,115.0,1,59,0.5130434782608696,1,CAST
J3KP02,unknown,692.0,2,405,0.5852601156069365,2,CAST
J3KPD3,mRNA,267.0,1,120,0.449438202247191,1,CAST
J3KPI1,mRNA,630.0,1,431,0.6841269841269841,1,CAST
J3KPK3,mRNA,459.0,1,414,0.9019607843137255,1,CAST
J3KPP4,mRNA,489.0,1,227,0.46421267893660534,1,CAST
J3KQ82,mRNA,459.0,1,414,0.9019607843137255,1,CAST
J3QL05,mRNA,130.0,1,47,0.36153846153846153,1,CAST
J3QS41,mRNA,1943.0,3,392,0.20174987133299022,3+,CAST
J3QT46,mRNA,619.0,1,114,0.1841680129240711,1,CAST
K7EJ78,ribosomal protein,129.0,1,27,0.20930232558139536,1,CAST
K7EJB9,mRNA,349.0,1,234,0.670487106017192,1,CAST
K7EKH9,unknown,261.0,1,97,0.3716475095785441,1,CAST
K7EPB9,unknown,110.0,1,91,0.8272727272727273,1,CAST
M0QY97,unknown,910.0,3,727,0.798901098901099,3+,CAST
M0QZ34,pre-rRNA,200.0,1,98,0.49,1,CAST
M0R1H0,snoRNA,178.0,1,62,0.34831460674157305,1,CAST
M0R226,ribosomal protein,184.0,1,52,0.2826086956521739,1,CAST
M0R2C6,tRNA,588.0,1,34,0.05782312925170068,1,CAST
O00267,mRNA,1087.0,3,416,0.3827046918123275,3+,CAST
O00410,mRNA,1097.0,2,56,0.05104831358249772,2,CAST
O00411,mRNA,1230.0,1,99,0.08048780487804878,1,CAST
O00418,mRNA,725.0,1,103,0.14206896551724138,1,CAST
O00425,mRNA,579.0,1,22,0.037996545768566495,1,CAST
O00566,snoRNA,681.0,2,556,0.8164464023494861,2,CAST
O00567,snoRNA,594.0,1,157,0.26430976430976433,1,CAST
O00571,mRNA,662.0,2,192,0.29003021148036257,2,CAST
O14602,mRNA,144.0,1,28,0.19444444444444445,1,CAST
O14647,unknown,1828.0,4,967,0.5289934354485777,3+,CAST
O14746,ncRNA,1132.0,1,17,0.015017667844522967,1,CAST
O14776,mRNA,1098.0,4,897,0.8169398907103825,3+,CAST
O14787,mRNA,897.0,1,17,0.0189520624303233,1,CAST
O14979,mRNA,420.0,1,90,0.21428571428571427,1,CAST
O15037,mRNA,678.0,1,14,0.02064896755162242,1,CAST
O15042,snRNA,1029.0,5,706,0.6861030126336248,3+,CAST
O15047,ncRNA,1707.0,5,1110,0.6502636203866432,3+,CAST
O15056,unknown,1496.0,2,142,0.09491978609625669,2,CAST
O15105,ncRNA,426.0,1,69,0.1619718309859155,1,CAST
O15198,ncRNA,467.0,1,47,0.1006423982869379,1,CAST
O15213,snoRNA,610.0,2,151,0.24754098360655738,2,CAST
O15234,mRNA,703.0,3,652,0.9274537695590327,3+,CAST
O15371,mRNA,548.0,2,162,0.2956204379562044,2,CAST
O15372,mRNA,352.0,2,84,0.23863636363636365,2,CAST
O15397,ncRNA,1037.0,1,61,0.058823529411764705,1,CAST
O15446,pre-rRNA,510.0,2,317,0.6215686274509804,2,CAST
O15504,mRNA,423.0,1,339,0.8014184397163121,1,CAST
O15523,mRNA,660.0,2,145,0.2196969696969697,2,CAST
O15541,snRNA,343.0,1,68,0.19825072886297376,1,CAST
O43143,mRNA,795.0,2,80,0.10062893081761007,2,CAST
O43148,mRNA,476.0,1,163,0.34243697478991597,1,CAST
O43159,pre-rRNA,456.0,1,138,0.3026315789473684,1,CAST
O43172,snRNA,522.0,1,19,0.03639846743295019,1,CAST
O43251,mRNA,390.0,2,154,0.39487179487179486,2,CAST
O43290,snRNA,800.0,1,630,0.7875,1,CAST
O43310,mRNA,598.0,3,174,0.2909698996655518,3+,CAST
O43390,mRNA,633.0,4,200,0.315955766192733,3+,CAST
O43395,snRNA,683.0,2,151,0.22108345534407028,2,CAST
O43422,unknown,761.0,1,61,0.08015768725361366,1,CAST
O43426,unknown,1573.0,2,571,0.36300063572790847,2,CAST
O43432,mRNA,1585.0,6,677,0.42712933753943216,3+,CAST
O43541,ncRNA,496.0,1,32,0.06451612903225806,1,CAST
O43709,pre-rRNA,281.0,1,43,0.15302491103202848,1,CAST
O43719,mRNA,755.0,2,421,0.5576158940397351,2,CAST
O43776,tRNA,548.0,1,53,0.09671532846715329,1,CAST
O43818,snoRNA,475.0,2,108,0.22736842105263158,2,CAST
O43823,mRNA,692.0,2,393,0.5679190751445087,2,CAST
O60231,snRNA,1041.0,1,315,0.3025936599423631,1,CAST
O60293,unknown,1989.0,5,901,0.452991452991453,3+,CAST
O60306,mRNA,1485.0,2,101,0.06801346801346801,2,CAST
O60318,mRNA,1980.0,3,508,0.25656565656565655,3+,CAST
O60506,mRNA,623.0,2,126,0.20224719101123595,2,CAST
O60508,mRNA,579.0,2,138,0.23834196891191708,2,CAST
O60522,ncRNA,2096.0,1,25,0.011927480916030535,1,CAST
O60563,ncRNA,726.0,2,466,0.6418732782369146,2,CAST
O60573,mRNA,245.0,1,37,0.1510204081632653,1,CAST
O60583,ncRNA,730.0,1,388,0.5315068493150685,1,CAST
O60603,unknown,784.0,1,110,0.14030612244897958,1,CAST
O60812,mRNA,293.0,1,110,0.37542662116040953,1,CAST
O60828,mRNA,265.0,1,114,0.43018867924528303,1,CAST
O60832,snoRNA,514.0,1,124,0.24124513618677043,1,CAST
O60841,tRNA,1220.0,1,626,0.5131147540983606,1,CAST
O60870,snRNA,393.0,3,194,0.49363867684478374,3+,CAST
O60942,mRNA,597.0,2,27,0.04522613065326633,2,CAST
O75127,tRNA,700.0,1,52,0.07428571428571429,1,CAST
O75132,unknown,1171.0,1,618,0.5277540563620837,1,CAST
O75152,mRNA,810.0,3,460,0.5679012345679012,3+,CAST
O75179,unknown,2603.0,7,1266,0.4863618901267768,3+,CAST
O75460,mRNA,977.0,2,80,0.08188331627430911,2,CAST
O75475,mRNA,530.0,1,463,0.8735849056603774,1,CAST
O75494,mRNA,262.0,1,156,0.5954198473282443,1,CAST
O75525,mRNA,346.0,1,12,0.03468208092485549,1,CAST
O75526,mRNA,392.0,2,52,0.1326530612244898,2,CAST
O75607,pre-rRNA,178.0,1,22,0.12359550561797752,1,CAST
O75643,snRNA,2136.0,1,49,0.02294007490636704,1,CAST
O75691,snoRNA,2785.0,4,170,0.06104129263913824,3+,CAST
O75923,unknown,2080.0,2,83,0.03990384615384615,2,CAST
O75940,mRNA,238.0,1,75,0.31512605042016806,1,CAST
O94761,unknown,1208.0,2,79,0.06539735099337748,2,CAST
O94874,unknown,794.0,1,92,0.11586901763224182,1,CAST
O94906,snRNA,941.0,1,99,0.10520722635494155,1,CAST
O94913,mRNA,1555.0,4,700,0.45016077170418006,3+,CAST
O94992,ncRNA,359.0,1,327,0.9108635097493036,1,CAST
O95104,mRNA,1147.0,6,819,0.7140366172624237,3+,CAST
O95163,tRNA,1332.0,1,52,0.03903903903903904,1,CAST
O95218,mRNA,330.0,2,273,0.8272727272727273,2,CAST
O95319,mRNA,508.0,2,183,0.36023622047244097,2,CAST
O95373,mRNA,1038.0,1,78,0.07514450867052024,1,CAST
O95391,mRNA,586.0,2,170,0.2901023890784983,2,CAST
O95400,snRNA,341.0,1,17,0.04985337243401759,1,CAST
O95453,mRNA,639.0,1,36,0.056338028169014086,1,CAST
O95628,mRNA,575.0,2,222,0.38608695652173913,2,CAST
O95707,ncRNA,220.0,1,60,0.2727272727272727,1,CAST
O95793,mRNA,577.0,2,213,0.36915077989601386,2,CAST
O95926,mRNA,243.0,1,92,0.3786008230452675,1,CAST
P05198,tRNA,315.0,1,57,0.18095238095238095,1,CAST
P05386,ribosomal protein,114.0,2,61,0.5350877192982456,2,CAST
P05387,ribosomal protein,115.0,2,54,0.46956521739130436,2,CAST
P05388,ribosomal protein,317.0,1,39,0.12302839116719243,1,CAST
P05455,tRNA,408.0,1,213,0.5220588235294118,1,CAST
P06748,pre-rRNA,294.0,3,126,0.42857142857142855,3+,CAST
P07814,tRNA,1512.0,1,259,0.1712962962962963,1,CAST
P07910,mRNA,306.0,1,110,0.35947712418300654,1,CAST
P08240,ncRNA,638.0,1,125,0.19592476489028213,1,CAST
P08579,snRNA,225.0,1,23,0.10222222222222223,1,CAST
P08621,snRNA,437.0,2,204,0.4668192219679634,2,CAST
P09012,snRNA,282.0,1,67,0.2375886524822695,1,CAST
P09234,snRNA,159.0,1,95,0.5974842767295597,1,CAST
P09651,mRNA,372.0,1,175,0.47043010752688175,1,CAST
P09874,mRNA,1014.0,1,65,0.0641025641025641,1,CAST
P0C7P1,mRNA,496.0,1,451,0.9092741935483871,1,CAST
P0DJD3,mRNA,496.0,1,451,0.9092741935483871,1,CAST
P11387,unknown,765.0,2,414,0.5411764705882353,2,CAST
P12270,mRNA,2363.0,2,2729,1.1548878544223444,2,CAST
P14678,snRNA,240.0,2,148,0.6166666666666667,2,CAST
P14866,mRNA,589.0,3,128,0.21731748726655348,3+,CAST
P15170,mRNA,499.0,1,55,0.11022044088176353,1,CAST
P16383,mRNA,781.0,2,277,0.3546734955185659,2,CAST
P16989,mRNA,372.0,1,88,0.23655913978494625,1,CAST
P17480,pre-rRNA,764.0,1,668,0.8743455497382199,1,CAST
P18583,mRNA,2426.0,4,1569,0.6467436108821105,3+,CAST
P18615,mRNA,380.0,3,263,0.6921052631578948,3+,CAST
P19338,snoRNA,710.0,4,374,0.5267605633802817,3+,CAST
P19474,ncRNA,475.0,1,112,0.23578947368421052,1,CAST
P19525,ncRNA,551.0,1,84,0.15245009074410162,1,CAST
P20042,tRNA,333.0,1,143,0.4294294294294294,1,CAST
P22087,snRNA,321.0,1,75,0.2336448598130841,1,CAST
P22626,mRNA,353.0,1,149,0.42209631728045327,1,CAST
P23246,mRNA,707.0,4,524,0.7411598302687411,3+,CAST
P23588,mRNA,611.0,2,518,0.8477905073649754,2,CAST
P24534,tRNA,225.0,1,32,0.14222222222222222,1,CAST
P26358,ncRNA,1616.0,2,362,0.22400990099009901,2,CAST
P26368,mRNA,475.0,1,83,0.17473684210526316,1,CAST
P26599,mRNA,557.0,2,105,0.18850987432675045,2,CAST
P26640,tRNA,1264.0,3,105,0.08306962025316456,3+,CAST
P26641,tRNA,437.0,1,68,0.15560640732265446,1,CAST
P26651,mRNA,326.0,1,276,0.8466257668711656,1,CAST
P27824,unknown,592.0,3,175,0.2956081081081081,3+,CAST
P29558,mRNA,406.0,1,26,0.06403940886699508,1,CAST
P29692,tRNA,281.0,1,21,0.07473309608540925,1,CAST
P31942,mRNA,346.0,2,149,0.430635838150289,2,CAST
P31943,mRNA,449.0,2,96,0.21380846325167038,2,CAST
P33240,mRNA,577.0,1,50,0.08665511265164645,1,CAST
P35269,mRNA,517.0,1,294,0.5686653771760155,1,CAST
P35637,mRNA,526.0,1,508,0.9657794676806084,1,CAST
P36776,diverse,959.0,3,190,0.1981230448383733,3+,CAST
P37108,ncRNA,136.0,2,105,0.7720588235294118,2,CAST
P38159,mRNA,391.0,1,333,0.8516624040920716,1,CAST
P38398,ncRNA,1863.0,1,1550,0.8319914117015567,1,CAST
P38935,tRNA,993.0,4,203,0.20443101711983888,3+,CAST
P40429,ribosomal protein,203.0,1,35,0.1724137931034483,1,CAST
P41214,tRNA,584.0,1,46,0.07876712328767123,1,CAST
P42694,mRNA,1942.0,3,392,0.20185375901132852,3+,CAST
P42696,mRNA,430.0,2,186,0.4325581395348837,2,CAST
P42766,ribosomal protein,123.0,1,120,0.975609756097561,1,CAST
P43243,mRNA,847.0,2,309,0.36481700118063753,2,CAST
P46087,pre-rRNA,812.0,3,401,0.4938423645320197,3+,CAST
P46100,unknown,2492.0,4,1733,0.6954253611556982,3+,CAST
P46199,tRNA,727.0,2,117,0.1609353507565337,2,CAST
P46777,ribosomal protein,297.0,1,65,0.21885521885521886,1,CAST
P46778,ribosomal protein,160.0,1,46,0.2875,1,CAST
P47813,mRNA,144.0,1,28,0.19444444444444445,1,CAST
P47914,ribosomal protein,159.0,1,134,0.8427672955974843,1,CAST
P47974,mRNA,494.0,4,285,0.5769230769230769,3+,CAST
P49589,tRNA,748.0,1,89,0.11898395721925134,1,CAST
P49756,mRNA,843.0,2,497,0.5895610913404508,2,CAST
P49759,mRNA,484.0,1,117,0.24173553719008264,1,CAST
P49760,mRNA,499.0,1,138,0.27655310621242485,1,CAST
P49761,mRNA,490.0,1,117,0.23877551020408164,1,CAST
P49790,diverse,1475.0,2,1389,0.9416949152542373,2,CAST
P49792,mRNA,3224.0,4,1196,0.3709677419354839,3+,CAST
P50914,ribosomal protein,215.0,1,123,0.5720930232558139,1,CAST
P51114,mRNA,621.0,1,215,0.3462157809983897,1,CAST
P51116,mRNA,673.0,1,266,0.3952451708766716,1,CAST
P51513,mRNA,507.0,1,137,0.2702169625246548,1,CAST
P51531,unknown,1590.0,3,1027,0.6459119496855346,3+,CAST
P51608,mRNA,486.0,3,396,0.8148148148148148,3+,CAST
P51814,unknown,821.0,2,69,0.08404384896467722,2,CAST
