uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,arginine_rich_rna_contact_region,19,,FLPS
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,aromatic_sticker_region,24,,FLPS
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,basic_enriched_region,78,,FLPS
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,gs_rich_neutral_region,97,,FLPS
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,other,256,,FLPS
A0A087WVF4|ensembl_protein_id=ENSP00000479403|entry=A0A087WVF4_HUMAN|source=pfam38|protein_name=Chromodomain,unknown,,unmapped_physicochemical_properties,31,,FLPS
A0A087WXN2|ensembl_protein_id=ENSP00000400031|entry=A0A087WXN2_HUMAN|source=pfam27|protein_name=Mitochondrial,mRNA,,acidic_region,13,,FLPS
A0A087WXN2|ensembl_protein_id=ENSP00000400031|entry=A0A087WXN2_HUMAN|source=pfam27|protein_name=Mitochondrial,mRNA,,aromatic_sticker_region,31,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,acidic_region,14,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,aromatic_sticker_region,32,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,disorder_rich_spacer_region,176,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,gs_rich_neutral_region,31,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,other,45,,FLPS
A0A087WZ13|ensembl_protein_id=ENSP00000482277|entry=A0A087WZ13_HUMAN|source=rbpdb|protein_name=Ribonucleoprotein,unknown,,unmapped_physicochemical_properties,70,,FLPS
A0A087X0J2|ensembl_protein_id=ENSP00000483433|entry=A0A087X0J2_HUMAN|source=pfam38|protein_name=UBX,diverse,,hydrophobic_region,16,,FLPS
A0A0A0MQW0|ensembl_protein_id=ENSP00000267836|entry=A0A0A0MQW0_HUMAN|source=pfam27|protein_name=Myelin,mRNA,,aromatic_sticker_region,18,,FLPS
A0A0A0MQW0|ensembl_protein_id=ENSP00000267836|entry=A0A0A0MQW0_HUMAN|source=pfam27|protein_name=Myelin,mRNA,,other,153,,FLPS
A0A0A0MQZ6|ensembl_protein_id=ENSP00000296802|entry=A0A0A0MQZ6_HUMAN|source=pfam27|protein_name=NSA2,pre-rRNA,,arginine_rich_rna_contact_region,8,,FLPS
A0A0A0MQZ6|ensembl_protein_id=ENSP00000296802|entry=A0A0A0MQZ6_HUMAN|source=pfam27|protein_name=NSA2,pre-rRNA,,basic_enriched_region,58,,FLPS
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,snoRNA,,acidic_region,81,,FLPS
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,snoRNA,,basic_enriched_region,152,,FLPS
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,snoRNA,,disorder_rich_spacer_region,180,,FLPS
A0A0A0MRW7|ensembl_protein_id=ENSP00000369141|entry=A0A0A0MRW7_HUMAN|source=pfam27|protein_name=Aprataxin,diverse,,acidic_region,5,,FLPS
A0A0A0MRW7|ensembl_protein_id=ENSP00000369141|entry=A0A0A0MRW7_HUMAN|source=pfam27|protein_name=Aprataxin,diverse,,basic_enriched_region,26,,FLPS
A0A0A0MRW7|ensembl_protein_id=ENSP00000369141|entry=A0A0A0MRW7_HUMAN|source=pfam27|protein_name=Aprataxin,diverse,,hydrophobic_region,12,,FLPS
A0A0A0MRZ1|ensembl_protein_id=ENSP00000373873|entry=A0A0A0MRZ1_HUMAN|source=pfam27|protein_name=Unk,unknown,,acidic_region,18,,FLPS
A0A0A0MRZ1|ensembl_protein_id=ENSP00000373873|entry=A0A0A0MRZ1_HUMAN|source=pfam27|protein_name=Unk,unknown,,arginine_rich_rna_contact_region,22,,FLPS
A0A0A0MRZ1|ensembl_protein_id=ENSP00000373873|entry=A0A0A0MRZ1_HUMAN|source=pfam27|protein_name=Unk,unknown,,aromatic_sticker_region,35,,FLPS
A0A0A0MRZ1|ensembl_protein_id=ENSP00000373873|entry=A0A0A0MRZ1_HUMAN|source=pfam27|protein_name=Unk,unknown,,disorder_rich_spacer_region,93,,FLPS
A0A0A0MRZ1|ensembl_protein_id=ENSP00000373873|entry=A0A0A0MRZ1_HUMAN|source=pfam27|protein_name=Unk,unknown,,gs_rich_neutral_region,66,,FLPS
A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,mRNA,,acidic_region,5,,FLPS
A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,mRNA,,basic_enriched_region,18,,FLPS
A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,mRNA,,disorder_rich_spacer_region,7,,FLPS
A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,mRNA,,other,76,,FLPS
A0A0A0MSS9|ensembl_protein_id=ENSP00000401363|entry=A0A0A0MSS9_HUMAN|source=pfam27|protein_name=Deleted,mRNA,,aromatic_sticker_region,68,,FLPS
A0A0A0MSS9|ensembl_protein_id=ENSP00000401363|entry=A0A0A0MSS9_HUMAN|source=pfam27|protein_name=Deleted,mRNA,,disorder_rich_spacer_region,22,,FLPS
A0A0A0MTQ0|ensembl_protein_id=ENSP00000450898|entry=A0A0A0MTQ0_HUMAN|source=pfam27|protein_name=Protein,ncRNA,,arginine_rich_rna_contact_region,27,,FLPS
A0A0B4J1V9|ensembl_protein_id=ENSP00000377601|entry=A0A0B4J1V9_HUMAN|source=pfam38|protein_name=Proliferation-associated,unknown,,aromatic_sticker_region,23,,FLPS
A0A0B4J1V9|ensembl_protein_id=ENSP00000377601|entry=A0A0B4J1V9_HUMAN|source=pfam38|protein_name=Proliferation-associated,unknown,,basic_enriched_region,24,,FLPS
A0A0B4J1V9|ensembl_protein_id=ENSP00000377601|entry=A0A0B4J1V9_HUMAN|source=pfam38|protein_name=Proliferation-associated,unknown,,other,36,,FLPS
A0A0B4J203|ensembl_protein_id=ENSP00000423325|entry=A0A0B4J203_HUMAN|source=pfam27|protein_name=receptor,mRNA,,acidic_region,51,,FLPS
A0A0B4J203|ensembl_protein_id=ENSP00000423325|entry=A0A0B4J203_HUMAN|source=pfam27|protein_name=receptor,mRNA,,disorder_rich_spacer_region,43,,FLPS
A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,snRNA,,acidic_region,82,,FLPS
A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,snRNA,,basic_enriched_region,22,,FLPS
A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,snRNA,,disorder_rich_spacer_region,86,,FLPS
A0A0C4DG89|ensembl_protein_id=ENSP00000416534|entry=A0A0C4DG89_HUMAN|source=pfam27;pfam38|protein_name=Probable,snRNA,,other,118,,FLPS
A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,mRNA,,acidic_region,207,,FLPS
A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,mRNA,,disorder_rich_spacer_region,156,,FLPS
A0A0C4DGG8|ensembl_protein_id=ENSP00000439252|entry=A0A0C4DGG8_HUMAN|source=pfam27|protein_name=Cell,mRNA,,other,69,,FLPS
A0A0C4DGK8|ensembl_protein_id=ENSP00000452137|entry=A0A0C4DGK8_HUMAN|source=pfam27|protein_name=exodeoxyribonuclease,mRNA,,basic_enriched_region,12,,FLPS
A0A0C4DH24|ensembl_protein_id=ENSP00000374791|entry=KV621_HUMAN|source=pfam38|protein_name=Immunoglobulin,unknown,,gs_rich_neutral_region,16,,FLPS
A0A0D9SF53|ensembl_protein_id=ENSP00000486306|entry=A0A0D9SF53_HUMAN|source=pfam38|protein_name=RNA,unknown,,other,143,,FLPS
A0A0D9SFM0|ensembl_protein_id=ENSP00000486723|entry=A0A0D9SFM0_HUMAN|source=pfam38|protein_name=E3,unknown,,acidic_region,34,,FLPS
A0A0D9SFM0|ensembl_protein_id=ENSP00000486723|entry=A0A0D9SFM0_HUMAN|source=pfam38|protein_name=E3,unknown,,arginine_rich_rna_contact_region,36,,FLPS
A0A0D9SFM0|ensembl_protein_id=ENSP00000486723|entry=A0A0D9SFM0_HUMAN|source=pfam38|protein_name=E3,unknown,,aromatic_sticker_region,70,,FLPS
A0A0D9SFM0|ensembl_protein_id=ENSP00000486723|entry=A0A0D9SFM0_HUMAN|source=pfam38|protein_name=E3,unknown,,hydrophobic_region,15,,FLPS
A0A0D9SFM0|ensembl_protein_id=ENSP00000486723|entry=A0A0D9SFM0_HUMAN|source=pfam38|protein_name=E3,unknown,,other,15,,FLPS
A0A0G2JKY3|ensembl_protein_id=ENSP00000446608|entry=A0A0G2JKY3_HUMAN|source=pfam27|protein_name=Valyl-tRNA,tRNA,,arginine_rich_rna_contact_region,23,,FLPS
A0A0G2JKY3|ensembl_protein_id=ENSP00000446608|entry=A0A0G2JKY3_HUMAN|source=pfam27|protein_name=Valyl-tRNA,tRNA,,aromatic_sticker_region,19,,FLPS
A0A0G2JKY3|ensembl_protein_id=ENSP00000446608|entry=A0A0G2JKY3_HUMAN|source=pfam27|protein_name=Valyl-tRNA,tRNA,,disorder_rich_spacer_region,18,,FLPS
A0A0G2JKY3|ensembl_protein_id=ENSP00000446608|entry=A0A0G2JKY3_HUMAN|source=pfam27|protein_name=Valyl-tRNA,tRNA,,hydrophobic_region,14,,FLPS
A0A140T8Y2|ensembl_protein_id=ENSP00000372942|entry=A0A140T8Y2_HUMAN|source=pfam27|protein_name=Guanine,pre-rRNA,,acidic_region,38,,FLPS
A0A140T8Y2|ensembl_protein_id=ENSP00000372942|entry=A0A140T8Y2_HUMAN|source=pfam27|protein_name=Guanine,pre-rRNA,,arginine_rich_rna_contact_region,5,,FLPS
A0A140T8Y2|ensembl_protein_id=ENSP00000372942|entry=A0A140T8Y2_HUMAN|source=pfam27|protein_name=Guanine,pre-rRNA,,hydrophobic_region,11,,FLPS
A0A140TA76|ensembl_protein_id=ENSP00000460896|entry=A0A140TA76_HUMAN|source=pfam27|protein_name=LSM14A,mRNA,,arginine_rich_rna_contact_region,28,,FLPS
A0A140TA76|ensembl_protein_id=ENSP00000460896|entry=A0A140TA76_HUMAN|source=pfam27|protein_name=LSM14A,mRNA,,gs_rich_neutral_region,15,,FLPS
A0A140TA76|ensembl_protein_id=ENSP00000460896|entry=A0A140TA76_HUMAN|source=pfam27|protein_name=LSM14A,mRNA,,other,20,,FLPS
A0A286YFD1|ensembl_protein_id=ENSP00000493220|entry=A0A286YFD1_HUMAN|source=pfam38|protein_name=Fer-1,unknown,,arginine_rich_rna_contact_region,21,,FLPS
A0A286YFD1|ensembl_protein_id=ENSP00000493220|entry=A0A286YFD1_HUMAN|source=pfam38|protein_name=Fer-1,unknown,,aromatic_sticker_region,67,,FLPS
A0A286YFD1|ensembl_protein_id=ENSP00000493220|entry=A0A286YFD1_HUMAN|source=pfam38|protein_name=Fer-1,unknown,,disorder_rich_spacer_region,9,,FLPS
A0A286YFD1|ensembl_protein_id=ENSP00000493220|entry=A0A286YFD1_HUMAN|source=pfam38|protein_name=Fer-1,unknown,,hydrophobic_region,5,,FLPS
A0A286YFD1|ensembl_protein_id=ENSP00000493220|entry=A0A286YFD1_HUMAN|source=pfam38|protein_name=Fer-1,unknown,,unmapped_physicochemical_properties,14,,FLPS
A0A2R8Y4L2|ensembl_protein_id=ENSP00000493805|entry=RA1L3_HUMAN|source=pfam38|protein_name=Heterogeneous,mRNA,,disorder_rich_spacer_region,6,,FLPS
A0A2R8Y4L2|ensembl_protein_id=ENSP00000493805|entry=RA1L3_HUMAN|source=pfam38|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,12,,FLPS
A0A2R8Y4L2|ensembl_protein_id=ENSP00000493805|entry=RA1L3_HUMAN|source=pfam38|protein_name=Heterogeneous,mRNA,,other,113,,FLPS
A0A2R8Y6W8|ensembl_protein_id=ENSP00000495619|entry=A0A2R8Y6W8_HUMAN|source=pfam38|protein_name=General,unknown,,acidic_region,6,,FLPS
A0A2R8Y6W8|ensembl_protein_id=ENSP00000495619|entry=A0A2R8Y6W8_HUMAN|source=pfam38|protein_name=General,unknown,,aromatic_sticker_region,36,,FLPS
A0A2R8Y6W8|ensembl_protein_id=ENSP00000495619|entry=A0A2R8Y6W8_HUMAN|source=pfam38|protein_name=General,unknown,,disorder_rich_spacer_region,32,,FLPS
A0A384DVK4|ensembl_protein_id=ENSP00000314018|entry=A0A384DVK4_HUMAN|source=pfam27|protein_name=R3H,unknown,,arginine_rich_rna_contact_region,8,,FLPS
A0A384DVK4|ensembl_protein_id=ENSP00000314018|entry=A0A384DVK4_HUMAN|source=pfam27|protein_name=R3H,unknown,,aromatic_sticker_region,35,,FLPS
A0A384DVK4|ensembl_protein_id=ENSP00000314018|entry=A0A384DVK4_HUMAN|source=pfam27|protein_name=R3H,unknown,,disorder_rich_spacer_region,35,,FLPS
A0A384DVK4|ensembl_protein_id=ENSP00000314018|entry=A0A384DVK4_HUMAN|source=pfam27|protein_name=R3H,unknown,,other,22,,FLPS
A0A494C0I1|ensembl_protein_id=ENSP00000498563|entry=A0A494C0I1_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,acidic_region,32,,FLPS
A0A494C0I1|ensembl_protein_id=ENSP00000498563|entry=A0A494C0I1_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,arginine_rich_rna_contact_region,10,,FLPS
A0A494C0I1|ensembl_protein_id=ENSP00000498563|entry=A0A494C0I1_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,basic_enriched_region,5,,FLPS
A0A494C1N8|ensembl_protein_id=ENSP00000499147|entry=A0A494C1N8_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,acidic_region,32,,FLPS
A0A494C1N8|ensembl_protein_id=ENSP00000499147|entry=A0A494C1N8_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,arginine_rich_rna_contact_region,10,,FLPS
A0A494C1N8|ensembl_protein_id=ENSP00000499147|entry=A0A494C1N8_HUMAN|source=pfam38|protein_name=GTF2I,unknown,,basic_enriched_region,5,,FLPS
A0A499FI31|ensembl_protein_id=ENSP00000228284|entry=A0A499FI31_HUMAN|source=pfam27|protein_name=Spliceosome,snRNA,,acidic_region,72,,FLPS
A0A499FI31|ensembl_protein_id=ENSP00000228284|entry=A0A499FI31_HUMAN|source=pfam27|protein_name=Spliceosome,snRNA,,basic_enriched_region,9,,FLPS
A0A499FI31|ensembl_protein_id=ENSP00000228284|entry=A0A499FI31_HUMAN|source=pfam27|protein_name=Spliceosome,snRNA,,disorder_rich_spacer_region,55,,FLPS
A0A499FIA3|ensembl_protein_id=ENSP00000302111|entry=A0A499FIA3_HUMAN|source=pfam38|protein_name=O-6-methylguanine-DNA,unknown,,aromatic_sticker_region,45,,FLPS
A0A499FIA3|ensembl_protein_id=ENSP00000302111|entry=A0A499FIA3_HUMAN|source=pfam38|protein_name=O-6-methylguanine-DNA,unknown,,disorder_rich_spacer_region,16,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,aromatic_sticker_region,47,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,basic_enriched_region,5,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,disorder_rich_spacer_region,127,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,gs_rich_neutral_region,16,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,other,27,,FLPS
A0A590UJW6|ensembl_protein_id=ENSP00000499622|entry=A0A590UJW6_HUMAN|source=pfam38|protein_name=Zinc,unknown,,unmapped_physicochemical_properties,23,,FLPS
A0A5F9ZHS7|ensembl_protein_id=ENSP00000499970|entry=NFILZ_HUMAN|source=pfam38|protein_name=NFIL3,unknown,,arginine_rich_rna_contact_region,27,,FLPS
A0A5F9ZHS7|ensembl_protein_id=ENSP00000499970|entry=NFILZ_HUMAN|source=pfam38|protein_name=NFIL3,unknown,,gs_rich_neutral_region,8,,FLPS
A0A5F9ZHS7|ensembl_protein_id=ENSP00000499970|entry=NFILZ_HUMAN|source=pfam38|protein_name=NFIL3,unknown,,other,37,,FLPS
A0A5F9ZHS7|ensembl_protein_id=ENSP00000499970|entry=NFILZ_HUMAN|source=pfam38|protein_name=NFIL3,unknown,,unmapped_physicochemical_properties,41,,FLPS
A0A5H1ZRQ2|ensembl_protein_id=ENSP00000380033|entry=A0A5H1ZRQ2_HUMAN|source=pfam27;pfam38|protein_name=RNA,mRNA,,arginine_rich_rna_contact_region,37,,FLPS
A0A5H1ZRQ2|ensembl_protein_id=ENSP00000380033|entry=A0A5H1ZRQ2_HUMAN|source=pfam27;pfam38|protein_name=RNA,mRNA,,aromatic_sticker_region,87,,FLPS
A0A5H1ZRQ2|ensembl_protein_id=ENSP00000380033|entry=A0A5H1ZRQ2_HUMAN|source=pfam27;pfam38|protein_name=RNA,mRNA,,disorder_rich_spacer_region,80,,FLPS
A0A5H1ZRQ2|ensembl_protein_id=ENSP00000380033|entry=A0A5H1ZRQ2_HUMAN|source=pfam27;pfam38|protein_name=RNA,mRNA,,gs_rich_neutral_region,37,,FLPS
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,mRNA,,aromatic_sticker_region,156,,FLPS
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,mRNA,,disorder_rich_spacer_region,47,,FLPS
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,mRNA,,gs_rich_neutral_region,121,,FLPS
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,mRNA,,other,107,,FLPS
A0A7I2V5M7|ensembl_protein_id=ENSP00000504525|entry=A0A7I2V5M7_HUMAN|source=pfam38|protein_name=Ras,unknown,,acidic_region,57,,FLPS
A0A7I2V5M7|ensembl_protein_id=ENSP00000504525|entry=A0A7I2V5M7_HUMAN|source=pfam38|protein_name=Ras,unknown,,arginine_rich_rna_contact_region,40,,FLPS
A0A7I2V5M7|ensembl_protein_id=ENSP00000504525|entry=A0A7I2V5M7_HUMAN|source=pfam38|protein_name=Ras,unknown,,disorder_rich_spacer_region,61,,FLPS
A0A7I2V5M7|ensembl_protein_id=ENSP00000504525|entry=A0A7I2V5M7_HUMAN|source=pfam38|protein_name=Ras,unknown,,hydrophobic_region,5,,FLPS
A0A7I2V5M7|ensembl_protein_id=ENSP00000504525|entry=A0A7I2V5M7_HUMAN|source=pfam38|protein_name=Ras,unknown,,other,59,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,acidic_region,43,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,arginine_rich_rna_contact_region,10,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,basic_enriched_region,25,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,disorder_rich_spacer_region,49,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,gs_rich_neutral_region,11,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,other,226,,FLPS
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,unmapped_physicochemical_properties,21,,FLPS
A0A7P0MRT9|ensembl_protein_id=ENSP00000362688|entry=A0A7P0MRT9_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,unmapped_physicochemical_properties,5,,FLPS
A0A7P0N5L0|ensembl_protein_id=ENSP00000397555|entry=A0A7P0N5L0_HUMAN|source=pfam27|protein_name=R3H,unknown,,acidic_region,11,,FLPS
A0A7P0N5L0|ensembl_protein_id=ENSP00000397555|entry=A0A7P0N5L0_HUMAN|source=pfam27|protein_name=R3H,unknown,,arginine_rich_rna_contact_region,26,,FLPS
A0A7P0N5L0|ensembl_protein_id=ENSP00000397555|entry=A0A7P0N5L0_HUMAN|source=pfam27|protein_name=R3H,unknown,,disorder_rich_spacer_region,23,,FLPS
A0A804HKV4|ensembl_protein_id=ENSP00000508087|entry=A0A804HKV4_HUMAN|source=pfam38|protein_name=Deleted,mRNA,,aromatic_sticker_region,68,,FLPS
A0A804HKV4|ensembl_protein_id=ENSP00000508087|entry=A0A804HKV4_HUMAN|source=pfam38|protein_name=Deleted,mRNA,,disorder_rich_spacer_region,44,,FLPS
A0A8I5KNN2|ensembl_protein_id=ENSP00000508611|entry=A0A8I5KNN2_HUMAN|source=pfam38|protein_name=Nucleolar,pre-rRNA,,acidic_region,32,,FLPS
A0A8I5KNN2|ensembl_protein_id=ENSP00000508611|entry=A0A8I5KNN2_HUMAN|source=pfam38|protein_name=Nucleolar,pre-rRNA,,hydrophobic_region,10,,FLPS
A0A8I5KNN2|ensembl_protein_id=ENSP00000508611|entry=A0A8I5KNN2_HUMAN|source=pfam38|protein_name=Nucleolar,pre-rRNA,,other,181,,FLPS
A0A8I5KSH6|ensembl_protein_id=ENSP00000509891|entry=A0A8I5KSH6_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,acidic_region,28,,FLPS
A0A8I5KSH6|ensembl_protein_id=ENSP00000509891|entry=A0A8I5KSH6_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,arginine_rich_rna_contact_region,47,,FLPS
A0A8I5KSH6|ensembl_protein_id=ENSP00000509891|entry=A0A8I5KSH6_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,basic_enriched_region,67,,FLPS
A0A8I5KVU2|ensembl_protein_id=ENSP00000510165|entry=A0A8I5KVU2_HUMAN|source=pfam38|protein_name=La,mRNA,,acidic_region,11,,FLPS
A0A8I5KVU2|ensembl_protein_id=ENSP00000510165|entry=A0A8I5KVU2_HUMAN|source=pfam38|protein_name=La,mRNA,,arginine_rich_rna_contact_region,40,,FLPS
A0A8I5KVU2|ensembl_protein_id=ENSP00000510165|entry=A0A8I5KVU2_HUMAN|source=pfam38|protein_name=La,mRNA,,aromatic_sticker_region,56,,FLPS
A0A8I5KVU2|ensembl_protein_id=ENSP00000510165|entry=A0A8I5KVU2_HUMAN|source=pfam38|protein_name=La,mRNA,,disorder_rich_spacer_region,28,,FLPS
