uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q9H6F5,360.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P16989,372.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
A0A499FI31,981.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q5XG87,792.0,diverse,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O43818,475.0,snoRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P19525,551.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96EP5,407.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q4ZG55,1949.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q03701,1054.0,pre-rRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q99848,306.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
O95926,243.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8NHQ9,600.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q9BWT3,736.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q13148,414.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q06265,439.0,diverse,CAST,1,1,1,2,3,2,4,2,3,2,-1,0.0
P09012,282.0,snRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q13247,344.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q9ULR5,123.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8WVK2,155.0,snRNA,CAST,1,1,2,2,1,2,1,2,5,2,-1,0.0
O00566,681.0,snoRNA,CAST,1,1,1,2,1,2,4,2,4,2,-1,0.0
Q96EU6,259.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
P09234,159.0,snRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BZI7,483.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q92797,1274.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
P08579,225.0,snRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q8IWZ8,645.0,mRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
P51116,673.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q15415,496.0,mRNA,CAST,0,1,0,2,0,2,0,2,5,2,-1,0.0
Q7Z478,1369.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8IZ69,625.0,tRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q96DF8,476.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q14151,953.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9BQ67,446.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8WUA2,492.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
P19474,475.0,ncRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
O43159,456.0,pre-rRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q96EY7,689.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q12849,480.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9NQZ2,479.0,snoRNA,CAST,1,1,1,2,1,2,1,2,4,2,-1,0.0
O95218,330.0,mRNA,CAST,1,1,1,2,1,2,1,2,5,2,-1,0.0
P38935,993.0,tRNA,CAST,0,1,2,2,2,3,2,4,2,5,-1,0.0
Q9BXT8,1623.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O15397,1037.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9P031,241.0,unknown,CAST,0,1,0,2,3,2,3,2,4,2,-1,0.0
P05198,315.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q76MJ5,926.0,mRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
O43776,548.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5TAX3,1644.0,ncRNA,CAST,1,1,2,2,1,3,1,4,1,5,-1,0.0
Q8NAV1,312.0,snRNA,CAST,1,1,2,2,1,2,1,2,5,2,-1,0.0
Q86YF9,867.0,mRNA,CAST,0,1,2,2,0,2,0,2,0,2,-1,0.0
Q96K80,434.0,unknown,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
O60573,245.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O00425,579.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9NY93,547.0,pre-rRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q07955,248.0,mRNA,CAST,0,1,2,2,2,2,2,2,5,2,-1,0.0
Q9BX63,1249.0,unknown,CAST,0,1,0,2,1,2,1,2,0,2,-1,0.0
P42766,123.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
O43422,761.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96RS0,853.0,snRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9BRD0,619.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9UK59,544.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q99728,777.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P05455,408.0,tRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
Q96BP3,646.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q13573,536.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96FV9,657.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O75691,2785.0,snoRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O60563,726.0,ncRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q15185,160.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P49790,1475.0,diverse,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
O15105,426.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q14562,1220.0,mRNA,CAST,1,1,1,2,1,2,1,2,5,2,-1,0.0
Q8TDI0,1954.0,unknown,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q6ZRS2,3230.0,unknown,CAST,1,1,1,2,3,3,3,4,3,5,-1,0.0
O15047,1707.0,ncRNA,CAST,1,1,2,2,0,2,0,2,1,2,-1,0.0
Q9UEG4,869.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8IXZ2,948.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UKV3,1341.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q92900,1129.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P55199,621.0,snRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9UPR6,939.0,unknown,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
O00418,725.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q86US8,1419.0,mRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q8WYQ5,773.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9NVP1,670.0,pre-rRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9UNW9,492.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q8N5C6,995.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9P2K8,1649.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9BSC4,688.0,pre-rRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
O60583,730.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5FWF4,1079.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q15032,1099.0,unknown,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
O43432,1585.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q8NC60,698.0,pre-rRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
Q9Y2X3,529.0,snoRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
O15234,703.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9NXL6,827.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UBK2,798.0,unknown,CAST,0,1,2,2,0,2,0,2,5,2,-1,0.0
Q96KR1,1074.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q17RY0,729.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9UNX3,145.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9H089,658.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9P2N5,1060.0,mRNA,CAST,0,1,2,2,3,3,3,4,3,5,-1,0.0
P51531,1590.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
P31942,346.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P78332,1123.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
O94906,941.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8TBF4,217.0,snRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5T8P6,1007.0,mRNA,CAST,0,1,2,2,1,3,1,4,0,5,-1,0.0
A7MD48,611.0,mRNA,CAST,0,1,0,2,0,2,0,2,5,2,-1,0.0
Q5VZF2,373.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q86U38,636.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
A0A0A0MQW0,576.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P37108,136.0,ncRNA,CAST,0,1,2,2,2,2,2,2,4,2,-1,0.0
Q92620,1227.0,mRNA,CAST,1,1,2,2,3,2,3,2,5,2,-1,0.0
Q8WYQ9,949.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9ULX3,412.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O43823,692.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96L12,384.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9H0W8,520.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q15427,424.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P41214,584.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P62979,156.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9HC10,1997.0,unknown,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
P82675,430.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9P0L1,754.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96HR8,494.0,snoRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
Q96NC0,199.0,snRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9ULW3,272.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q5C9Z4,860.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9NZB2,1118.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P49589,748.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9C0D7,883.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q13405,166.0,ribosomal protein,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q53EL6,469.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9UK39,431.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8IZD4,617.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96LB4,118.0,unknown,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q5VWX1,349.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q8TBY0,533.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q5W0B1,726.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5T200,1668.0,unknown,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q2TBE0,894.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
P47974,494.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9BVS4,552.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P49792,3224.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9BYG3,293.0,pre-rRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q8TEQ6,1508.0,snRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P83369,360.0,snRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O95104,1147.0,mRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
O43541,496.0,ncRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O60841,1220.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UKZ1,510.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q86SE8,214.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,4,2,-1,0.0
Q5SZQ8,465.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9HC44,474.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q15269,919.0,snoRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q15424,915.0,mRNA,CAST,1,1,1,2,3,2,3,2,5,2,-1,0.0
O75127,700.0,tRNA,CAST,1,1,2,2,3,2,3,2,1,2,-1,0.0
Q71RC2,724.0,mRNA,CAST,0,1,2,2,1,2,1,2,0,2,-1,0.0
Q9NQ29,371.0,mRNA,CAST,0,1,0,2,0,2,0,2,5,2,-1,0.0
Q9HCJ3,691.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O14979,420.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q8TDG4,1101.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q6I9Y2,204.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q96IZ7,334.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
A0AV96,593.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q8TAD8,396.0,ncRNA,CAST,1,1,1,2,1,2,1,2,5,2,-1,0.0
O14776,1098.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
A0A0A0MQZ6,189.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
O95391,586.0,mRNA,CAST,0,1,0,2,1,2,1,2,0,2,-1,0.0
Q8TA86,221.0,snRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q14296,549.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q9H814,394.0,snRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
A0A087WT20,597.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
O94913,1555.0,mRNA,CAST,1,1,1,2,3,3,3,4,3,5,-1,0.0
Q86U44,580.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8WWH5,349.0,tRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9P2I0,782.0,mRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q9BRS8,491.0,mRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q6ZRY4,209.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q86TB9,770.0,mRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
P62314,119.0,snRNA,CAST,0,1,2,2,2,2,2,2,5,2,-1,0.0
Q05481,1191.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q2NL82,804.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q15287,305.0,mRNA,CAST,0,1,2,2,1,2,4,2,5,2,-1,0.0
Q1KMD3,747.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P51608,486.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96MH2,286.0,ncRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
P17480,764.0,pre-rRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UQ80,394.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q15696,482.0,mRNA,CAST,1,1,2,2,1,2,1,2,5,2,-1,0.0
Q7Z570,1209.0,unknown,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
O75526,392.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9BX10,602.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
O95400,341.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9BRZ2,755.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q16637,294.0,snRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9BTL3,118.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9NZJ5,1116.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q01780,885.0,diverse,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P26368,475.0,mRNA,CAST,1,1,1,2,3,2,3,2,5,2,-1,0.0
F5H0R1,912.0,snRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9UNX4,943.0,snoRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q7L2J0,689.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q6L8Q7,609.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BWF3,364.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O14746,1132.0,ncRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q969S3,477.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q32MZ4,808.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O43290,800.0,snRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BQ04,359.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9BUQ8,820.0,snRNA,CAST,1,1,1,2,3,2,3,2,5,2,-1,0.0
O15446,510.0,pre-rRNA,CAST,0,1,2,2,0,2,0,2,4,2,-1,0.0
Q8IY37,1157.0,snoRNA,CAST,1,1,1,2,1,3,1,4,1,5,-1,0.0
Q9HA38,289.0,ncRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q96PK6,669.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
P52594,562.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9UHB9,627.0,ncRNA,CAST,0,1,0,2,2,2,2,2,2,2,-1,0.0
Q8N5Y2,521.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q7L0Y3,403.0,ncRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q86YN6,1023.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q53GS9,565.0,snRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
Q14103,355.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q07666,443.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q13064,507.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
A0A384DVK4,778.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q92665,395.0,ribosomal protein,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q12996,717.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q13151,305.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q15022,739.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8N8U3,475.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9HAZ1,481.0,mRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
O75643,2136.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q5PRF9,694.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BUL9,199.0,ncRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q7Z6E9,1792.0,mRNA,CAST,0,1,0,2,3,3,3,4,3,5,-1,0.0
Q9Y3T9,749.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q93062,196.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q96I24,572.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P19338,710.0,snoRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96E39,390.0,mRNA,CAST,0,1,2,2,0,2,0,2,0,2,-1,0.0
P16383,781.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q13435,895.0,mRNA,CAST,1,1,1,2,1,3,1,4,1,5,-1,0.0
Q96BK5,328.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q7KZ85,1726.0,mRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
Q15910,746.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8NAF0,562.0,unknown,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q6ZP01,1051.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q96SI9,672.0,mRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
Q9Y3A4,280.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,4,2,-1,0.0
Q15050,365.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
P05387,115.0,ribosomal protein,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q07864,2286.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9H9L3,353.0,pre-rRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BWU0,742.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8TDD1,881.0,pre-rRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
