protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,is_medoid
A4D1E9,387.0,2,2,24.0,12.0,0.06201550387596899,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q13155,320.0,2,2,28.0,14.0,0.0875,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q9NW13,759.0,0,8,212.0,26.5,0.27931488801054016,3+,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False
O60290,1169.0,0,7,102.0,14.571428571428571,0.0872540633019675,3+,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,False
Q99969,163.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BYC8,188.0,0,3,61.0,20.333333333333332,0.324468085106383,3+,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z333,2677.0,0,15,346.0,23.066666666666666,0.1292491595069107,3+,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,False
Q9H6R0,707.0,0,3,53.0,17.666666666666668,0.07496463932107496,3+,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
Q9Y5J1,556.0,0,7,116.0,16.571428571428573,0.20863309352517986,3+,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z417,695.0,0,4,159.0,39.75,0.22877697841726619,3+,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P84098,196.0,2,2,92.0,46.0,0.46938775510204084,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q07021,282.0,2,2,23.0,11.5,0.08156028368794327,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
P55039,364.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9NY12,217.0,0,3,122.0,40.666666666666664,0.5622119815668203,3+,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
Q9H6F5,360.0,0,7,262.0,37.42857142857143,0.7277777777777777,3+,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
Q9UMS4,504.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P16989,372.0,0,7,206.0,29.428571428571427,0.553763440860215,3+,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,False
A0A499FI31,981.0,0,8,136.0,17.0,0.13863404689092762,3+,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q9Y6K5,1087.0,0,3,96.0,32.0,0.08831646734130635,3+,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False
Q4U2R6,128.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P04406,335.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P41238,236.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q13242,221.0,2,2,63.0,31.5,0.2850678733031674,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
Q9NQE9,182.0,1,1,5.0,5.0,0.027472527472527472,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
P25398,132.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q13895,437.0,2,2,35.0,17.5,0.08009153318077804,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
C9IY40,225.0,2,2,33.0,16.5,0.14666666666666667,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P42285,1042.0,1,1,12.0,12.0,0.011516314779270634,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P49590,506.0,1,1,18.0,18.0,0.03557312252964427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Q5XG87,792.0,0,12,332.0,27.666666666666668,0.41919191919191917,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,False
Q9NWX6,298.0,1,1,6.0,6.0,0.020134228187919462,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P54136,660.0,1,1,5.0,5.0,0.007575757575757576,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O43818,475.0,0,3,127.0,42.333333333333336,0.2673684210526316,3+,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O60739,113.0,1,1,11.0,11.0,0.09734513274336283,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P19525,551.0,0,4,126.0,31.5,0.22867513611615245,3+,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Q96EP5,407.0,0,3,177.0,59.0,0.4348894348894349,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
Q92499,740.0,2,2,21.0,10.5,0.02837837837837838,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q9Y3B4,125.0,1,1,17.0,17.0,0.136,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q4ZG55,1949.0,0,12,278.0,23.166666666666668,0.1426372498717291,3+,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,False
Q03701,1054.0,0,6,211.0,35.166666666666664,0.20018975332068312,3+,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UGM6,360.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q99848,306.0,1,1,35.0,35.0,0.11437908496732026,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O95926,243.0,2,2,76.0,38.0,0.31275720164609055,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
P31939,592.0,2,2,46.0,23.0,0.0777027027027027,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q9NYY8,710.0,2,2,16.0,8.0,0.022535211267605635,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q7Z6V5,191.0,1,1,22.0,22.0,0.11518324607329843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UKF6,684.0,2,2,33.0,16.5,0.04824561403508772,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q8NHQ9,600.0,0,5,79.0,15.8,0.13166666666666665,3+,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BWT3,736.0,0,5,83.0,16.6,0.11277173913043478,3+,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
Q13148,414.0,0,3,163.0,54.333333333333336,0.39371980676328505,3+,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
Q96QD9,318.0,1,1,50.0,50.0,0.15723270440251572,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O00148,427.0,1,1,5.0,5.0,0.0117096018735363,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q06265,439.0,0,4,63.0,15.75,0.14350797266514806,3+,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False
P09012,282.0,0,3,96.0,32.0,0.3404255319148936,3+,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q13247,344.0,2,2,202.0,101.0,0.5872093023255814,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
Q9ULR5,123.0,2,2,52.0,26.0,0.42276422764227645,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q8WVK2,155.0,0,3,112.0,37.333333333333336,0.7225806451612903,3+,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False
O00566,681.0,0,9,260.0,28.88888888888889,0.38179148311306904,3+,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q96EU6,259.0,0,4,90.0,22.5,0.3474903474903475,3+,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P09234,159.0,1,1,95.0,95.0,0.5974842767295597,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q5JTZ9,985.0,0,7,62.0,8.857142857142858,0.06294416243654823,3+,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False
Q9Y235,224.0,1,1,6.0,6.0,0.026785714285714284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q96J94,861.0,0,5,70.0,14.0,0.08130081300813008,3+,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
Q9BZI7,483.0,0,6,244.0,40.666666666666664,0.505175983436853,3+,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
P62273,56.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q92797,1274.0,0,4,81.0,20.25,0.06357927786499215,3+,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
P08579,225.0,0,4,56.0,14.0,0.24888888888888888,3+,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
Q9Y3A5,250.0,1,1,12.0,12.0,0.048,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q8IWZ8,645.0,0,8,189.0,23.625,0.2930232558139535,3+,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
P21506,573.0,0,3,21.0,7.0,0.03664921465968586,3+,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,False
Q9UBQ5,218.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9UBS3,223.0,0,3,61.0,20.333333333333332,0.273542600896861,3+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
P51116,673.0,0,5,154.0,30.8,0.2288261515601783,3+,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,False
P22090,263.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q15415,496.0,0,4,222.0,55.5,0.4475806451612903,3+,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False
Q92904,295.0,0,4,87.0,21.75,0.29491525423728815,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
Q8IX18,779.0,0,3,46.0,15.333333333333334,0.059050064184852376,3+,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P62249,146.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96Q11,434.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q7Z478,1369.0,0,9,172.0,19.11111111111111,0.1256391526661797,3+,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,False
Q9H5Z1,703.0,1,1,5.0,5.0,0.007112375533428165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q9BY77,421.0,0,3,37.0,12.333333333333334,0.08788598574821853,3+,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
Q8IZ69,625.0,0,3,54.0,18.0,0.0864,3+,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q96DF8,476.0,0,4,61.0,15.25,0.12815126050420167,3+,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q14151,953.0,0,10,447.0,44.7,0.4690451206715635,3+,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,False
Q9UK45,103.0,1,1,6.0,6.0,0.05825242718446602,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q96H86,408.0,0,4,95.0,23.75,0.23284313725490197,3+,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
P41091,472.0,2,2,53.0,26.5,0.11228813559322035,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9BQ67,446.0,0,3,24.0,8.0,0.053811659192825115,3+,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q8WUA2,492.0,0,8,163.0,20.375,0.3313008130081301,3+,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False
P82663,173.0,2,2,41.0,20.5,0.23699421965317918,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
P61353,136.0,1,1,15.0,15.0,0.11029411764705882,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P09661,255.0,1,1,6.0,6.0,0.023529411764705882,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q9H9Z2,209.0,0,3,64.0,21.333333333333332,0.3062200956937799,3+,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P19474,475.0,0,3,70.0,23.333333333333332,0.14736842105263157,3+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
O43159,456.0,0,5,116.0,23.2,0.2543859649122807,3+,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,False
Q96EY7,689.0,2,2,21.0,10.5,0.030478955007256895,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P57772,596.0,0,4,73.0,18.25,0.12248322147651007,3+,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
Q12849,480.0,0,7,135.0,19.285714285714285,0.28125,3+,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False
Q9NQZ2,479.0,0,8,159.0,19.875,0.33194154488517746,3+,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
O95218,330.0,0,4,203.0,50.75,0.6151515151515151,3+,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
O75616,437.0,1,1,7.0,7.0,0.016018306636155607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q9UKK6,140.0,3,0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P38935,993.0,0,6,174.0,29.0,0.17522658610271905,3+,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q96MP5,696.0,0,3,39.0,13.0,0.05603448275862069,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
Q9BXT8,1623.0,0,6,139.0,23.166666666666668,0.08564386937769562,3+,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
O15397,1037.0,0,3,77.0,25.666666666666668,0.0742526518804243,3+,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False
Q9P031,241.0,2,2,78.0,39.0,0.3236514522821577,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
P05198,315.0,0,3,49.0,16.333333333333332,0.15555555555555556,3+,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
P82909,103.0,2,2,30.0,15.0,0.2912621359223301,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
Q76MJ5,926.0,0,5,95.0,19.0,0.10259179265658748,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,False
O43776,548.0,1,1,37.0,37.0,0.06751824817518248,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Q5TAX3,1644.0,0,14,361.0,25.785714285714285,0.21958637469586376,3+,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,False
Q8NAV1,312.0,2,2,132.0,66.0,0.4230769230769231,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
Q86YF9,867.0,0,8,169.0,21.125,0.19492502883506344,3+,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
Q9HA77,564.0,0,3,77.0,25.666666666666668,0.13652482269503546,3+,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
