uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0A087WZ13,unknown,739.0,unmapped_physicochemical_properties,70,0.09472259810554803,FLPS
A0A087X0J2,diverse,248.0,hydrophobic_region,16,0.06451612903225806,FLPS
A0A0A0MQW0,mRNA,576.0,aromatic_sticker_region,18,0.03125,FLPS
A0A0A0MQW0,mRNA,576.0,other,153,0.265625,FLPS
A0A0A0MQZ6,pre-rRNA,189.0,arginine_rich_rna_contact_region,8,0.042328042328042326,FLPS
A0A0A0MQZ6,pre-rRNA,189.0,basic_enriched_region,58,0.30687830687830686,FLPS
A0A0A0MRM9,snoRNA,708.0,acidic_region,81,0.11440677966101695,FLPS
A0A0A0MRM9,snoRNA,708.0,basic_enriched_region,152,0.21468926553672316,FLPS
A0A0A0MRM9,snoRNA,708.0,disorder_rich_spacer_region,180,0.2542372881355932,FLPS
A0A0A0MRW7,diverse,336.0,acidic_region,5,0.01488095238095238,FLPS
A0A0A0MRW7,diverse,336.0,basic_enriched_region,26,0.07738095238095238,FLPS
A0A0A0MRW7,diverse,336.0,hydrophobic_region,12,0.03571428571428571,FLPS
A0A0A0MRZ1,unknown,733.0,acidic_region,18,0.02455661664392906,FLPS
A0A0A0MRZ1,unknown,733.0,arginine_rich_rna_contact_region,22,0.030013642564802184,FLPS
A0A0A0MRZ1,unknown,733.0,aromatic_sticker_region,35,0.047748976807639835,FLPS
A0A0A0MRZ1,unknown,733.0,disorder_rich_spacer_region,93,0.12687585266030013,FLPS
A0A0A0MRZ1,unknown,733.0,gs_rich_neutral_region,66,0.09004092769440655,FLPS
A0A0A0MSN9,mRNA,333.0,acidic_region,5,0.015015015015015015,FLPS
A0A0A0MSN9,mRNA,333.0,basic_enriched_region,18,0.05405405405405406,FLPS
A0A0A0MSN9,mRNA,333.0,disorder_rich_spacer_region,7,0.021021021021021023,FLPS
A0A0A0MSN9,mRNA,333.0,other,76,0.22822822822822822,FLPS
A0A0A0MSS9,mRNA,486.0,aromatic_sticker_region,68,0.13991769547325103,FLPS
A0A0A0MSS9,mRNA,486.0,disorder_rich_spacer_region,22,0.04526748971193416,FLPS
A0A0A0MTQ0,ncRNA,185.0,arginine_rich_rna_contact_region,27,0.14594594594594595,FLPS
A0A0B4J1V9,unknown,884.0,aromatic_sticker_region,23,0.026018099547511313,FLPS
A0A0B4J1V9,unknown,884.0,basic_enriched_region,24,0.027149321266968326,FLPS
A0A0B4J1V9,unknown,884.0,other,36,0.04072398190045249,FLPS
A0A0B4J203,mRNA,849.0,acidic_region,51,0.06007067137809187,FLPS
A0A0B4J203,mRNA,849.0,disorder_rich_spacer_region,43,0.050647820965842166,FLPS
A0A0C4DG89,snRNA,1032.0,acidic_region,82,0.07945736434108527,FLPS
A0A0C4DG89,snRNA,1032.0,basic_enriched_region,22,0.02131782945736434,FLPS
A0A0C4DG89,snRNA,1032.0,disorder_rich_spacer_region,86,0.08333333333333333,FLPS
A0A0C4DG89,snRNA,1032.0,other,118,0.11434108527131782,FLPS
A0A0C4DGG8,mRNA,1043.0,acidic_region,207,0.1984659635666347,FLPS
A0A0C4DGG8,mRNA,1043.0,disorder_rich_spacer_region,156,0.14956855225311602,FLPS
A0A0C4DGG8,mRNA,1043.0,other,69,0.06615532118887824,FLPS
A0A0C4DGK8,mRNA,146.0,basic_enriched_region,12,0.0821917808219178,FLPS
A0A0C4DH24,unknown,114.0,gs_rich_neutral_region,16,0.14035087719298245,FLPS
A0A0D9SF53,unknown,733.0,other,143,0.19508867667121418,FLPS
A0A0D9SFM0,unknown,1687.0,acidic_region,34,0.02015411973918198,FLPS
A0A0D9SFM0,unknown,1687.0,arginine_rich_rna_contact_region,36,0.02133965619442798,FLPS
A0A0D9SFM0,unknown,1687.0,aromatic_sticker_region,70,0.04149377593360996,FLPS
A0A0D9SFM0,unknown,1687.0,hydrophobic_region,15,0.00889152341434499,FLPS
A0A0D9SFM0,unknown,1687.0,other,15,0.00889152341434499,FLPS
A0A0G2JKY3,tRNA,1061.0,arginine_rich_rna_contact_region,23,0.021677662582469368,FLPS
A0A0G2JKY3,tRNA,1061.0,aromatic_sticker_region,19,0.017907634307257305,FLPS
A0A0G2JKY3,tRNA,1061.0,disorder_rich_spacer_region,18,0.016965127238454288,FLPS
A0A0G2JKY3,tRNA,1061.0,hydrophobic_region,14,0.013195098963242224,FLPS
A0A140T8Y2,pre-rRNA,407.0,acidic_region,38,0.09336609336609336,FLPS
A0A140T8Y2,pre-rRNA,407.0,arginine_rich_rna_contact_region,5,0.012285012285012284,FLPS
A0A140T8Y2,pre-rRNA,407.0,hydrophobic_region,11,0.02702702702702703,FLPS
A0A140TA76,mRNA,344.0,arginine_rich_rna_contact_region,28,0.08139534883720931,FLPS
A0A140TA76,mRNA,344.0,gs_rich_neutral_region,15,0.0436046511627907,FLPS
A0A140TA76,mRNA,344.0,other,20,0.05813953488372093,FLPS
A0A286YFD1,unknown,2093.0,arginine_rich_rna_contact_region,21,0.010033444816053512,FLPS
A0A286YFD1,unknown,2093.0,aromatic_sticker_region,67,0.03201146679407549,FLPS
A0A286YFD1,unknown,2093.0,disorder_rich_spacer_region,9,0.004300047778308648,FLPS
A0A286YFD1,unknown,2093.0,hydrophobic_region,5,0.0023889154323936935,FLPS
A0A286YFD1,unknown,2093.0,unmapped_physicochemical_properties,14,0.006688963210702341,FLPS
A0A2R8Y4L2,mRNA,320.0,disorder_rich_spacer_region,6,0.01875,FLPS
A0A2R8Y4L2,mRNA,320.0,gs_rich_neutral_region,12,0.0375,FLPS
A0A2R8Y4L2,mRNA,320.0,other,113,0.353125,FLPS
A0A2R8Y6W8,unknown,807.0,acidic_region,6,0.007434944237918215,FLPS
A0A2R8Y6W8,unknown,807.0,aromatic_sticker_region,36,0.04460966542750929,FLPS
A0A2R8Y6W8,unknown,807.0,disorder_rich_spacer_region,32,0.03965303593556382,FLPS
A0A384DVK4,unknown,778.0,arginine_rich_rna_contact_region,8,0.010282776349614395,FLPS
A0A384DVK4,unknown,778.0,aromatic_sticker_region,35,0.04498714652956298,FLPS
A0A384DVK4,unknown,778.0,disorder_rich_spacer_region,35,0.04498714652956298,FLPS
A0A384DVK4,unknown,778.0,other,22,0.028277634961439587,FLPS
A0A494C0I1,unknown,1111.0,acidic_region,32,0.0288028802880288,FLPS
A0A494C0I1,unknown,1111.0,arginine_rich_rna_contact_region,10,0.009000900090009001,FLPS
A0A494C0I1,unknown,1111.0,basic_enriched_region,5,0.004500450045004501,FLPS
A0A494C1N8,unknown,1116.0,acidic_region,32,0.02867383512544803,FLPS
A0A494C1N8,unknown,1116.0,arginine_rich_rna_contact_region,10,0.008960573476702509,FLPS
A0A494C1N8,unknown,1116.0,basic_enriched_region,5,0.004480286738351254,FLPS
A0A499FI31,snRNA,981.0,acidic_region,72,0.07339449541284404,FLPS
A0A499FI31,snRNA,981.0,basic_enriched_region,9,0.009174311926605505,FLPS
A0A499FI31,snRNA,981.0,disorder_rich_spacer_region,55,0.05606523955147808,FLPS
A0A499FIA3,unknown,238.0,aromatic_sticker_region,45,0.18907563025210083,FLPS
A0A499FIA3,unknown,238.0,disorder_rich_spacer_region,16,0.06722689075630252,FLPS
A0A590UJW6,unknown,1086.0,aromatic_sticker_region,47,0.0432780847145488,FLPS
A0A590UJW6,unknown,1086.0,basic_enriched_region,5,0.004604051565377533,FLPS
A0A590UJW6,unknown,1086.0,disorder_rich_spacer_region,127,0.11694290976058933,FLPS
A0A590UJW6,unknown,1086.0,gs_rich_neutral_region,16,0.014732965009208104,FLPS
A0A590UJW6,unknown,1086.0,other,27,0.024861878453038673,FLPS
A0A590UJW6,unknown,1086.0,unmapped_physicochemical_properties,23,0.02117863720073665,FLPS
A0A5F9ZHS7,unknown,289.0,arginine_rich_rna_contact_region,27,0.09342560553633218,FLPS
A0A5F9ZHS7,unknown,289.0,gs_rich_neutral_region,8,0.02768166089965398,FLPS
A0A5F9ZHS7,unknown,289.0,other,37,0.12802768166089964,FLPS
A0A5F9ZHS7,unknown,289.0,unmapped_physicochemical_properties,41,0.14186851211072665,FLPS
A0A5H1ZRQ2,mRNA,731.0,arginine_rich_rna_contact_region,37,0.0506155950752394,FLPS
A0A5H1ZRQ2,mRNA,731.0,aromatic_sticker_region,87,0.11901504787961696,FLPS
A0A5H1ZRQ2,mRNA,731.0,disorder_rich_spacer_region,80,0.1094391244870041,FLPS
A0A5H1ZRQ2,mRNA,731.0,gs_rich_neutral_region,37,0.0506155950752394,FLPS
A0A5K1VW79,mRNA,999.0,aromatic_sticker_region,156,0.15615615615615616,FLPS
A0A5K1VW79,mRNA,999.0,disorder_rich_spacer_region,47,0.04704704704704705,FLPS
A0A5K1VW79,mRNA,999.0,gs_rich_neutral_region,121,0.12112112112112113,FLPS
A0A5K1VW79,mRNA,999.0,other,107,0.10710710710710711,FLPS
A0A7I2V5M7,unknown,476.0,acidic_region,57,0.11974789915966387,FLPS
A0A7I2V5M7,unknown,476.0,arginine_rich_rna_contact_region,40,0.08403361344537816,FLPS
A0A7I2V5M7,unknown,476.0,disorder_rich_spacer_region,61,0.12815126050420167,FLPS
A0A7I2V5M7,unknown,476.0,hydrophobic_region,5,0.01050420168067227,FLPS
A0A7I2V5M7,unknown,476.0,other,59,0.12394957983193278,FLPS
A0A7N4I394,snRNA,994.0,acidic_region,43,0.043259557344064385,FLPS
A0A7N4I394,snRNA,994.0,arginine_rich_rna_contact_region,10,0.01006036217303823,FLPS
A0A7N4I394,snRNA,994.0,basic_enriched_region,25,0.025150905432595575,FLPS
A0A7N4I394,snRNA,994.0,disorder_rich_spacer_region,49,0.04929577464788732,FLPS
A0A7N4I394,snRNA,994.0,gs_rich_neutral_region,11,0.011066398390342052,FLPS
A0A7N4I394,snRNA,994.0,other,226,0.22736418511066397,FLPS
A0A7N4I394,snRNA,994.0,unmapped_physicochemical_properties,21,0.02112676056338028,FLPS
A0A7P0MRT9,mRNA,323.0,unmapped_physicochemical_properties,5,0.015479876160990712,FLPS
A0A7P0N5L0,unknown,480.0,acidic_region,11,0.022916666666666665,FLPS
A0A7P0N5L0,unknown,480.0,arginine_rich_rna_contact_region,26,0.05416666666666667,FLPS
A0A7P0N5L0,unknown,480.0,disorder_rich_spacer_region,23,0.04791666666666667,FLPS
A0A804HKV4,mRNA,723.0,aromatic_sticker_region,68,0.09405255878284924,FLPS
A0A804HKV4,mRNA,723.0,disorder_rich_spacer_region,44,0.06085753803596127,FLPS
A0A8I5KNN2,pre-rRNA,808.0,acidic_region,32,0.039603960396039604,FLPS
A0A8I5KNN2,pre-rRNA,808.0,hydrophobic_region,10,0.012376237623762377,FLPS
A0A8I5KNN2,pre-rRNA,808.0,other,181,0.22400990099009901,FLPS
A0A8I5KSH6,unknown,925.0,acidic_region,28,0.03027027027027027,FLPS
A0A8I5KSH6,unknown,925.0,arginine_rich_rna_contact_region,47,0.05081081081081081,FLPS
A0A8I5KSH6,unknown,925.0,basic_enriched_region,67,0.07243243243243243,FLPS
A0A8I5KVU2,mRNA,1735.0,acidic_region,11,0.006340057636887608,FLPS
A0A8I5KVU2,mRNA,1735.0,arginine_rich_rna_contact_region,40,0.023054755043227664,FLPS
A0A8I5KVU2,mRNA,1735.0,aromatic_sticker_region,56,0.03227665706051873,FLPS
A0A8I5KVU2,mRNA,1735.0,disorder_rich_spacer_region,28,0.016138328530259365,FLPS
A0A8I5KVU2,mRNA,1735.0,hydrophobic_region,6,0.00345821325648415,FLPS
A0A8I5KWK6,unknown,331.0,arginine_rich_rna_contact_region,44,0.13293051359516617,FLPS
A0A8I5KWK6,unknown,331.0,disorder_rich_spacer_region,14,0.04229607250755287,FLPS
A0A8I5KX04,mRNA,1686.0,acidic_region,36,0.021352313167259787,FLPS
A0A8I5KX04,mRNA,1686.0,aromatic_sticker_region,355,0.21055753262158955,FLPS
A0A8I5KX04,mRNA,1686.0,basic_enriched_region,99,0.05871886120996441,FLPS
A0A8I5KX04,mRNA,1686.0,disorder_rich_spacer_region,24,0.014234875444839857,FLPS
A0A8I5KX04,mRNA,1686.0,other,123,0.07295373665480427,FLPS
A0A8I5KY89,unknown,167.0,disorder_rich_spacer_region,31,0.18562874251497005,FLPS
A0A8Q3WL03,unknown,351.0,aromatic_sticker_region,33,0.09401709401709402,FLPS
A0A8Q3WL03,unknown,351.0,disorder_rich_spacer_region,18,0.05128205128205128,FLPS
A0A8V8TR54,unknown,2114.0,acidic_region,212,0.10028382213812677,FLPS
A0A8V8TR54,unknown,2114.0,arginine_rich_rna_contact_region,133,0.06291390728476821,FLPS
A0A8V8TR54,unknown,2114.0,aromatic_sticker_region,120,0.05676442762535478,FLPS
A0A8V8TR54,unknown,2114.0,basic_enriched_region,7,0.0033112582781456954,FLPS
A0A8V8TR54,unknown,2114.0,disorder_rich_spacer_region,193,0.0912961210974456,FLPS
A0A8V8TR54,unknown,2114.0,hydrophobic_region,5,0.0023651844843897824,FLPS
A0A8V8TR54,unknown,2114.0,other,50,0.023651844843897825,FLPS
A0A994J6B2,unknown,331.0,aromatic_sticker_region,10,0.030211480362537766,FLPS
A0A994J7T5,mRNA,750.0,arginine_rich_rna_contact_region,23,0.030666666666666665,FLPS
A0A994J7T5,mRNA,750.0,basic_enriched_region,5,0.006666666666666667,FLPS
A0A994J7T5,mRNA,750.0,disorder_rich_spacer_region,50,0.06666666666666667,FLPS
A0A994J7T5,mRNA,750.0,gs_rich_neutral_region,21,0.028,FLPS
A0AA34QW03,mRNA,678.0,acidic_region,7,0.01032448377581121,FLPS
A0AA34QW03,mRNA,678.0,aromatic_sticker_region,7,0.01032448377581121,FLPS
A0AA34QW03,mRNA,678.0,disorder_rich_spacer_region,25,0.03687315634218289,FLPS
A0AA34QW03,mRNA,678.0,other,166,0.2448377581120944,FLPS
A0ABB0MN55,mRNA,322.0,disorder_rich_spacer_region,7,0.021739130434782608,FLPS
A0ABB0MN55,mRNA,322.0,hydrophobic_region,5,0.015527950310559006,FLPS
A0ABB0MN55,mRNA,322.0,other,125,0.38819875776397517,FLPS
A0ABB0MV08,mRNA,369.0,arginine_rich_rna_contact_region,6,0.016260162601626018,FLPS
A0ABB0MV08,mRNA,369.0,gs_rich_neutral_region,148,0.4010840108401084,FLPS
A0ABB0MVJ3,unknown,604.0,acidic_region,6,0.009933774834437087,FLPS
A0ABB0MVJ3,unknown,604.0,arginine_rich_rna_contact_region,12,0.019867549668874173,FLPS
A0ABB0MVJ3,unknown,604.0,other,5,0.008278145695364239,FLPS
A0ACI8P9Y7,unknown,1707.0,arginine_rich_rna_contact_region,25,0.014645577035735208,FLPS
A0ACI8P9Y7,unknown,1707.0,aromatic_sticker_region,37,0.021675454012888107,FLPS
A0ACI8P9Y7,unknown,1707.0,basic_enriched_region,11,0.006444053895723492,FLPS
A0ACI8P9Y7,unknown,1707.0,disorder_rich_spacer_region,8,0.0046865846514352666,FLPS
A0ACI8P9Y7,unknown,1707.0,hydrophobic_region,7,0.004100761570005858,FLPS
A0ACI8PHD2,unknown,261.0,acidic_region,18,0.06896551724137931,FLPS
A0ACI8PHD2,unknown,261.0,aromatic_sticker_region,12,0.04597701149425287,FLPS
A0ACI8PHD2,unknown,261.0,other,98,0.37547892720306514,FLPS
A0ACI8PI13,mRNA,378.0,arginine_rich_rna_contact_region,18,0.047619047619047616,FLPS
A0ACI8PJP7,mRNA,596.0,disorder_rich_spacer_region,9,0.015100671140939598,FLPS
A0ACI8PJP7,mRNA,596.0,other,29,0.04865771812080537,FLPS
A0ACI8PJP7,mRNA,596.0,unmapped_physicochemical_properties,5,0.008389261744966443,FLPS
A0ACI8PR05,unknown,399.0,aromatic_sticker_region,21,0.05263157894736842,FLPS
A0ACI8PR05,unknown,399.0,disorder_rich_spacer_region,10,0.02506265664160401,FLPS
A0ACI8PT71,unknown,1306.0,arginine_rich_rna_contact_region,5,0.0038284839203675345,FLPS
A0ACI8PT71,unknown,1306.0,aromatic_sticker_region,30,0.022970903522205207,FLPS
A0ACI8PT71,unknown,1306.0,basic_enriched_region,24,0.018376722817764167,FLPS
A0ACI8PT71,unknown,1306.0,disorder_rich_spacer_region,17,0.013016845329249618,FLPS
A0ACI8PT71,unknown,1306.0,hydrophobic_region,5,0.0038284839203675345,FLPS
A0ACI8PT71,unknown,1306.0,unmapped_physicochemical_properties,20,0.015313935681470138,FLPS
A0ACI8PUZ8,unknown,1375.0,acidic_region,5,0.0036363636363636364,FLPS
A0ACI8PUZ8,unknown,1375.0,aromatic_sticker_region,7,0.005090909090909091,FLPS
A0ACI8PUZ8,unknown,1375.0,basic_enriched_region,5,0.0036363636363636364,FLPS
A0ACI8PUZ8,unknown,1375.0,disorder_rich_spacer_region,84,0.06109090909090909,FLPS
A0ACI8PUZ8,unknown,1375.0,hydrophobic_region,5,0.0036363636363636364,FLPS
A0ACI8PUZ8,unknown,1375.0,other,52,0.03781818181818182,FLPS
A0ACI8PVP6,unknown,744.0,acidic_region,5,0.006720430107526882,FLPS
A0ACI8PVP6,unknown,744.0,arginine_rich_rna_contact_region,23,0.030913978494623656,FLPS
A0ACI8PVP6,unknown,744.0,aromatic_sticker_region,12,0.016129032258064516,FLPS
A0ACI8PVP6,unknown,744.0,disorder_rich_spacer_region,68,0.0913978494623656,FLPS
A0ACI8PVP6,unknown,744.0,gs_rich_neutral_region,8,0.010752688172043012,FLPS
A0ACI8PX57,unknown,378.0,disorder_rich_spacer_region,6,0.015873015873015872,FLPS
A0ACI8PX57,unknown,378.0,gs_rich_neutral_region,12,0.031746031746031744,FLPS
A0ACI8PX57,unknown,378.0,other,151,0.3994708994708995,FLPS
A0ACI8Q010,unknown,418.0,aromatic_sticker_region,77,0.18421052631578946,FLPS
A0ACI8Q010,unknown,418.0,disorder_rich_spacer_region,7,0.01674641148325359,FLPS
A0ACI8Q010,unknown,418.0,other,5,0.011961722488038277,FLPS
A0ACI8Q0P4,unknown,829.0,acidic_region,19,0.022919179734620022,FLPS
A0ACI8Q0P4,unknown,829.0,arginine_rich_rna_contact_region,18,0.021712907117008445,FLPS
A0ACI8Q0P4,unknown,829.0,aromatic_sticker_region,64,0.07720144752714113,FLPS
A0ACI8Q0P4,unknown,829.0,basic_enriched_region,33,0.039806996381182146,FLPS
A0ACI8Q0P4,unknown,829.0,disorder_rich_spacer_region,22,0.026537997587454766,FLPS
A0ACI8Q0P4,unknown,829.0,gs_rich_neutral_region,27,0.032569360675512665,FLPS
A0ACI8Q0P4,unknown,829.0,other,137,0.1652593486127865,FLPS
A0ACI8Q806,unknown,498.0,arginine_rich_rna_contact_region,8,0.01606425702811245,FLPS
A0ACI8Q806,unknown,498.0,aromatic_sticker_region,246,0.4939759036144578,FLPS
A0ACI8Q806,unknown,498.0,basic_enriched_region,29,0.05823293172690763,FLPS
A0ACI8Q806,unknown,498.0,disorder_rich_spacer_region,22,0.04417670682730924,FLPS
A0ACI8Q806,unknown,498.0,gs_rich_neutral_region,8,0.01606425702811245,FLPS
A0ACI8Q806,unknown,498.0,hydrophobic_region,7,0.014056224899598393,FLPS
A0ACI8QA17,unknown,371.0,acidic_region,8,0.0215633423180593,FLPS
A0ACI8QA17,unknown,371.0,arginine_rich_rna_contact_region,8,0.0215633423180593,FLPS
A0ACI8QA17,unknown,371.0,other,28,0.07547169811320754,FLPS
A0ACI8QA17,unknown,371.0,unmapped_physicochemical_properties,20,0.05390835579514825,FLPS
A0ACI8QBP4,unknown,358.0,other,5,0.013966480446927373,FLPS
A0ACI8QGH0,unknown,324.0,hydrophobic_region,5,0.015432098765432098,FLPS
A0ACI8QH16,tRNA,558.0,acidic_region,27,0.04838709677419355,FLPS
A0ACI8QH16,tRNA,558.0,unmapped_physicochemical_properties,30,0.053763440860215055,FLPS
A0ACI8QHW6,unknown,749.0,acidic_region,8,0.010680907877169559,FLPS
A0ACI8QHW6,unknown,749.0,disorder_rich_spacer_region,45,0.06008010680907877,FLPS
A0ACI8QHW6,unknown,749.0,gs_rich_neutral_region,24,0.03204272363150868,FLPS
A0ACI8QLY8,unknown,321.0,aromatic_sticker_region,32,0.09968847352024922,FLPS
A0ACI8QLY8,unknown,321.0,basic_enriched_region,13,0.040498442367601244,FLPS
A0ACI8QLY8,unknown,321.0,disorder_rich_spacer_region,32,0.09968847352024922,FLPS
A0ACI8QLY8,unknown,321.0,other,92,0.2866043613707165,FLPS
A0ACI8QNN6,unknown,701.0,acidic_region,26,0.037089871611982884,FLPS
A0ACI8QNN6,unknown,701.0,arginine_rich_rna_contact_region,7,0.009985734664764621,FLPS
A0ACI8QNN6,unknown,701.0,aromatic_sticker_region,13,0.018544935805991442,FLPS
A0ACI8QNN6,unknown,701.0,basic_enriched_region,49,0.06990014265335236,FLPS
A0ACI8QNN6,unknown,701.0,other,10,0.014265335235378032,FLPS
A0ACI8QNN6,unknown,701.0,unmapped_physicochemical_properties,6,0.008559201141226819,FLPS
A0ACI8QTQ5,diverse,1388.0,acidic_region,65,0.0468299711815562,FLPS
A0ACI8QTQ5,diverse,1388.0,aromatic_sticker_region,282,0.20317002881844382,FLPS
A0ACI8QTQ5,diverse,1388.0,hydrophobic_region,5,0.0036023054755043226,FLPS
A0ACI8QTQ5,diverse,1388.0,other,124,0.0893371757925072,FLPS
A0ACI8QU73,unknown,864.0,acidic_region,12,0.013888888888888888,FLPS
A0ACI8QU73,unknown,864.0,basic_enriched_region,107,0.12384259259259259,FLPS
A0ACI8QU73,unknown,864.0,disorder_rich_spacer_region,10,0.011574074074074073,FLPS
A0ACI8QUJ1,unknown,752.0,arginine_rich_rna_contact_region,5,0.006648936170212766,FLPS
A0ACI8QUJ1,unknown,752.0,aromatic_sticker_region,80,0.10638297872340426,FLPS
A0ACI8QUJ1,unknown,752.0,disorder_rich_spacer_region,37,0.04920212765957447,FLPS
A0ACI8QUJ1,unknown,752.0,other,19,0.02526595744680851,FLPS
A0ACI8QY88,mRNA,715.0,arginine_rich_rna_contact_region,5,0.006993006993006993,FLPS
A0ACI8QY88,mRNA,715.0,aromatic_sticker_region,31,0.043356643356643354,FLPS
A0ACI8QY88,mRNA,715.0,disorder_rich_spacer_region,195,0.2727272727272727,FLPS
A0ACI8QY88,mRNA,715.0,hydrophobic_region,23,0.032167832167832165,FLPS
A0ACI8QY88,mRNA,715.0,other,29,0.04055944055944056,FLPS
A0ACI8R3H8,unknown,616.0,arginine_rich_rna_contact_region,38,0.06168831168831169,FLPS
A0ACI8R3H8,unknown,616.0,aromatic_sticker_region,10,0.016233766233766232,FLPS
A0ACI8R3H8,unknown,616.0,basic_enriched_region,25,0.040584415584415584,FLPS
A0ACI8R3H8,unknown,616.0,disorder_rich_spacer_region,5,0.008116883116883116,FLPS
A0ACI8R3H8,unknown,616.0,other,40,0.06493506493506493,FLPS
A0ACI8R7A3,unknown,356.0,disorder_rich_spacer_region,15,0.042134831460674156,FLPS
A0ACI8R7A3,unknown,356.0,hydrophobic_region,10,0.028089887640449437,FLPS
A0ACI8R7Y8,unknown,131.0,basic_enriched_region,17,0.1297709923664122,FLPS
A0ACI8RCQ9,unknown,534.0,acidic_region,53,0.09925093632958802,FLPS
A0ACI8RCQ9,unknown,534.0,unmapped_physicochemical_properties,18,0.033707865168539325,FLPS
A0ACI8RHW9,unknown,182.0,aromatic_sticker_region,21,0.11538461538461539,FLPS
A0ACI8RI26,unknown,764.0,acidic_region,306,0.4005235602094241,FLPS
A0ACI8RI26,unknown,764.0,arginine_rich_rna_contact_region,20,0.02617801047120419,FLPS
A0ACI8RI26,unknown,764.0,basic_enriched_region,12,0.015706806282722512,FLPS
A0ACI8RI26,unknown,764.0,gs_rich_neutral_region,24,0.031413612565445025,FLPS
A0ACI8RI26,unknown,764.0,hydrophobic_region,7,0.009162303664921465,FLPS
A0ACI8RI26,unknown,764.0,other,54,0.07068062827225131,FLPS
A0ACI8RL22,unknown,1967.0,acidic_region,30,0.015251652262328419,FLPS
A0ACI8RL22,unknown,1967.0,aromatic_sticker_region,30,0.015251652262328419,FLPS
A0ACI8RL22,unknown,1967.0,disorder_rich_spacer_region,180,0.09150991357397051,FLPS
A0ACI8RL22,unknown,1967.0,gs_rich_neutral_region,30,0.015251652262328419,FLPS
A0ACI8RL22,unknown,1967.0,hydrophobic_region,5,0.002541942043721403,FLPS
A0ACI8RLL6,unknown,729.0,acidic_region,5,0.006858710562414266,FLPS
A0ACI8RLL6,unknown,729.0,arginine_rich_rna_contact_region,74,0.10150891632373114,FLPS
A0ACI8RLL6,unknown,729.0,aromatic_sticker_region,19,0.02606310013717421,FLPS
A0ACI8RLL6,unknown,729.0,disorder_rich_spacer_region,44,0.06035665294924554,FLPS
A0ACI8RLL6,unknown,729.0,hydrophobic_region,11,0.015089163237311385,FLPS
A0ACI8RMB5,unknown,1003.0,acidic_region,38,0.03788634097706879,FLPS
A0ACI8RMB5,unknown,1003.0,aromatic_sticker_region,31,0.03090727816550349,FLPS
A0ACI8RMB5,unknown,1003.0,basic_enriched_region,37,0.036889332003988036,FLPS
A0ACI8RMB5,unknown,1003.0,disorder_rich_spacer_region,12,0.011964107676969093,FLPS
A0ACI8RQX4,unknown,1349.0,aromatic_sticker_region,72,0.05337286879169755,FLPS
A0ACI8RQX4,unknown,1349.0,basic_enriched_region,36,0.026686434395848776,FLPS
