uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
A0ACI8QLY8,unknown,321.0,4,169,0.5264797507788161,3+,FLPS
A0ACI8QNN6,unknown,701.0,9,111,0.15834522111269614,3+,FLPS
A0ACI8QTQ5,diverse,1388.0,13,476,0.34293948126801155,3+,FLPS
A0ACI8QU73,unknown,864.0,9,129,0.14930555555555555,3+,FLPS
A0ACI8QUJ1,unknown,752.0,6,141,0.1875,3+,FLPS
A0ACI8QY88,mRNA,715.0,8,283,0.3958041958041958,3+,FLPS
A0ACI8R3H8,unknown,616.0,5,118,0.19155844155844157,3+,FLPS
A0ACI8R7A3,unknown,356.0,2,25,0.0702247191011236,2,FLPS
A0ACI8R7Y8,unknown,131.0,1,17,0.1297709923664122,1,FLPS
A0ACI8RCQ9,unknown,534.0,4,71,0.13295880149812733,3+,FLPS
A0ACI8RHW9,unknown,182.0,1,21,0.11538461538461539,1,FLPS
A0ACI8RI26,unknown,764.0,8,423,0.5536649214659686,3+,FLPS
A0ACI8RL22,unknown,1967.0,12,275,0.13980681240467718,3+,FLPS
A0ACI8RLL6,unknown,729.0,6,153,0.20987654320987653,3+,FLPS
A0ACI8RMB5,unknown,1003.0,5,118,0.11764705882352941,3+,FLPS
A0ACI8RQX4,unknown,1349.0,8,224,0.16604892512972572,3+,FLPS
A0ACI8RR28,unknown,918.0,9,190,0.20697167755991286,3+,FLPS
A0ACI8RSP0,ribosomal protein,320.0,2,56,0.175,2,FLPS
A0ACI8RTZ8,unknown,489.0,2,66,0.13496932515337423,2,FLPS
A0ACI8RWF6,unknown,608.0,2,66,0.10855263157894737,2,FLPS
A0ACI8RX58,unknown,750.0,9,295,0.3933333333333333,3+,FLPS
A0ACI8S0C5,unknown,927.0,4,80,0.08629989212513485,3+,FLPS
A0ACI8S113,unknown,1253.0,10,258,0.20590582601755786,3+,FLPS
A0ACI8S5H4,unknown,1122.0,7,142,0.1265597147950089,3+,FLPS
A0ACI8S5T8,unknown,488.0,7,135,0.2766393442622951,3+,FLPS
A0ACI8SAU3,unknown,2066.0,12,279,0.1350435624394966,3+,FLPS
A0ACI8SBH9,unknown,480.0,1,5,0.010416666666666666,1,FLPS
A0ACI8SEY7,unknown,629.0,4,90,0.14308426073131955,3+,FLPS
A0ACI8SJI5,unknown,941.0,4,68,0.07226354941551541,3+,FLPS
A0ACI8SJX5,unknown,1048.0,6,122,0.11641221374045801,3+,FLPS
A0ACI8SL57,ribosomal protein,162.0,3,77,0.47530864197530864,3+,FLPS
A0ACI8SMB7,unknown,682.0,2,60,0.08797653958944282,2,FLPS
A0ACI8SNF6,ribosomal protein,153.0,1,27,0.17647058823529413,1,FLPS
A0ACI8SPJ0,snRNA,2147.0,9,128,0.05961807172799255,3+,FLPS
A0ACI8SQV4,unknown,211.0,2,74,0.35071090047393366,2,FLPS
A0ACI8SRJ7,unknown,322.0,2,27,0.08385093167701864,2,FLPS
A0ACI8SRT4,ribosomal protein,223.0,2,46,0.2062780269058296,2,FLPS
A0ACI8SSD0,unknown,670.0,2,48,0.07164179104477612,2,FLPS
A0ACI8SUQ9,snRNA,100.0,1,5,0.05,1,FLPS
A0ACI8SXP5,unknown,451.0,2,151,0.3348115299334812,2,FLPS
A0ACI8SYT5,unknown,674.0,4,111,0.16468842729970326,3+,FLPS
A0ACI8SZ27,unknown,721.0,2,31,0.04299583911234397,2,FLPS
A0ACI8T088,unknown,675.0,2,45,0.06666666666666667,2,FLPS
A0ACI8T0E0,ribosomal protein,161.0,1,17,0.10559006211180125,1,FLPS
A0ACI8T1C0,unknown,544.0,1,41,0.07536764705882353,1,FLPS
A0ACI8T6P5,unknown,600.0,4,140,0.23333333333333334,3+,FLPS
A0ACI8T7F0,tRNA,1068.0,5,74,0.06928838951310862,3+,FLPS
A0ACI8T823,unknown,380.0,1,8,0.021052631578947368,1,FLPS
A0ACI8T9E2,unknown,234.0,1,38,0.1623931623931624,1,FLPS
A0ACI8TCF1,unknown,435.0,1,5,0.011494252873563218,1,FLPS
A0ACI8TEP7,unknown,818.0,3,56,0.06845965770171149,3+,FLPS
A0ACI8TFG6,tRNA,1552.0,5,77,0.04961340206185567,3+,FLPS
A0ACI8TH72,unknown,1111.0,2,26,0.023402340234023402,2,FLPS
A0ACI8TIT4,unknown,488.0,2,37,0.07581967213114754,2,FLPS
A0ACI8TJ61,unknown,193.0,2,10,0.05181347150259067,2,FLPS
A0ACI8TJP2,unknown,2207.0,8,90,0.040779338468509285,3+,FLPS
A0ACI8TLG3,tRNA,1044.0,3,31,0.029693486590038315,3+,FLPS
A0ACI8TLM1,unknown,106.0,1,42,0.39622641509433965,1,FLPS
A0ACI8TLS0,unknown,550.0,3,36,0.06545454545454546,3+,FLPS
A0ACI8TML7,unknown,1201.0,9,216,0.17985012489592006,3+,FLPS
A0ACI8TMU3,unknown,1055.0,3,54,0.05118483412322275,3+,FLPS
A0ACI8TN08,unknown,998.0,6,74,0.07414829659318638,3+,FLPS
A0ACI8TNP0,unknown,654.0,5,76,0.1162079510703364,3+,FLPS
A0ACI8TNW3,unknown,757.0,3,32,0.04227212681638045,3+,FLPS
A0ACI8TQP9,unknown,2591.0,11,210,0.08104978772674643,3+,FLPS
A0ACI8TQS2,unknown,3008.0,33,903,0.3001994680851064,3+,FLPS
A0ACI8TS18,unknown,1048.0,8,242,0.23091603053435114,3+,FLPS
A0ACI8TS68,mRNA,376.0,1,18,0.047872340425531915,1,FLPS
A0ACI8TSN5,ribosomal protein,252.0,3,40,0.15873015873015872,3+,FLPS
A0ACI8TSY6,unknown,1461.0,7,171,0.11704312114989733,3+,FLPS
A0ACI8TTG6,tRNA,937.0,3,72,0.0768409818569904,3+,FLPS
A0ACI8TUA9,unknown,638.0,7,230,0.3605015673981191,3+,FLPS
A0ACI8TUB7,unknown,259.0,3,59,0.2277992277992278,3+,FLPS
A0ACI8TWM6,unknown,905.0,10,199,0.21988950276243094,3+,FLPS
A0ACI8TXE9,unknown,1448.0,9,154,0.106353591160221,3+,FLPS
A0ACI8TZ93,unknown,399.0,3,65,0.16290726817042606,3+,FLPS
A0ACI8TZD7,unknown,856.0,7,146,0.1705607476635514,3+,FLPS
A0ACI8TZE9,unknown,712.0,5,110,0.1544943820224719,3+,FLPS
A0ACI8U1B9,unknown,902.0,9,316,0.35033259423503327,3+,FLPS
A0ACI8U399,unknown,786.0,6,171,0.21755725190839695,3+,FLPS
A0ACI8U6C5,unknown,1066.0,8,164,0.15384615384615385,3+,FLPS
A0ACI8U7J9,unknown,978.0,8,120,0.12269938650306748,3+,FLPS
A0ACI8U804,unknown,2104.0,13,145,0.06891634980988594,3+,FLPS
A0ACI8UB86,unknown,209.0,5,97,0.46411483253588515,3+,FLPS
A0ACI8UDX5,unknown,454.0,2,23,0.05066079295154185,2,FLPS
A0ACI8UEC4,unknown,719.0,3,40,0.055632823365785816,3+,FLPS
A0ACI8UES1,unknown,422.0,2,65,0.15402843601895735,2,FLPS
A0ACI8UGJ8,unknown,626.0,6,237,0.37859424920127793,3+,FLPS
A0ACI8UJW4,unknown,514.0,1,35,0.06809338521400778,1,FLPS
A0ACI8UMC2,unknown,837.0,1,25,0.02986857825567503,1,FLPS
A0ACI8UNX3,unknown,1077.0,11,201,0.18662952646239556,3+,FLPS
A0ACI8UQC4,unknown,506.0,1,5,0.009881422924901186,1,FLPS
A0ACI8USR5,unknown,685.0,7,164,0.23941605839416058,3+,FLPS
A0ACI8USX5,unknown,720.0,1,5,0.006944444444444444,1,FLPS
A0ACI8UTL7,unknown,402.0,10,254,0.6318407960199005,3+,FLPS
A0ACI8UUW5,unknown,527.0,5,46,0.0872865275142315,3+,FLPS
A0ACI8UZB3,unknown,1252.0,7,193,0.15415335463258786,3+,FLPS
A0ACI8V0W0,unknown,822.0,2,27,0.032846715328467155,2,FLPS
A0ACI8V583,mRNA,621.0,8,324,0.5217391304347826,3+,FLPS
A0ACI8V5N8,unknown,552.0,4,113,0.20471014492753623,3+,FLPS
A0ACI8V6J3,unknown,1329.0,8,167,0.1256583897667419,3+,FLPS
A0ACI8VA32,unknown,1280.0,6,55,0.04296875,3+,FLPS
A0ACI8VAV8,unknown,1149.0,7,222,0.19321148825065274,3+,FLPS
A0ACI8VCM9,unknown,1180.0,12,329,0.2788135593220339,3+,FLPS
A0ACI8VD15,unknown,1437.0,5,77,0.05358385525400139,3+,FLPS
A0ACI8VFS1,unknown,923.0,6,194,0.21018418201516792,3+,FLPS
A0ACI8VGW3,unknown,659.0,2,19,0.028831562974203338,2,FLPS
A0ACI8VQD2,unknown,1043.0,10,155,0.1486097794822627,3+,FLPS
A0ACI8VSD4,mRNA,674.0,4,107,0.15875370919881307,3+,FLPS
A0AV96,mRNA,593.0,8,193,0.3254637436762226,3+,FLPS
A1L020,mRNA,520.0,10,235,0.4519230769230769,3+,FLPS
A2A288,mRNA,527.0,3,191,0.36242884250474383,3+,FLPS
A2A2Q9,snRNA,398.0,1,6,0.01507537688442211,1,FLPS
A2PYH4,unknown,1435.0,4,77,0.05365853658536585,3+,FLPS
A2RTX5,tRNA,802.0,4,44,0.05486284289276808,3+,FLPS
A2RUC4,tRNA,315.0,1,15,0.047619047619047616,1,FLPS
A3KFL2,diverse,285.0,1,5,0.017543859649122806,1,FLPS
A4D1B5,unknown,854.0,2,83,0.09718969555035128,2,FLPS
A4D1E1,unknown,1349.0,7,179,0.13269088213491476,3+,FLPS
A4D1E9,unknown,387.0,2,24,0.06201550387596899,2,FLPS
A5YKK6,mRNA,2376.0,10,180,0.07575757575757576,3+,FLPS
A6NDE4,mRNA,496.0,4,212,0.4274193548387097,3+,FLPS
A6NDY0,mRNA,278.0,3,41,0.1474820143884892,3+,FLPS
A6NEQ0,mRNA,496.0,4,212,0.4274193548387097,3+,FLPS
A6NFI3,unknown,1004.0,13,459,0.45717131474103584,3+,FLPS
A6NFN3,mRNA,312.0,3,81,0.25961538461538464,3+,FLPS
A6NHQ2,snoRNA,334.0,2,92,0.2754491017964072,2,FLPS
A6NKG5,unknown,1358.0,10,271,0.19955817378497792,3+,FLPS
A6NNF4,unknown,616.0,2,29,0.04707792207792208,2,FLPS
A6PVI3,mRNA,153.0,1,33,0.21568627450980393,1,FLPS
A7MD48,mRNA,611.0,4,423,0.6923076923076923,3+,FLPS
A8K979,unknown,691.0,5,52,0.07525325615050651,3+,FLPS
A8MQ14,unknown,1090.0,4,20,0.01834862385321101,3+,FLPS
A8MXP9,mRNA,895.0,11,358,0.4,3+,FLPS
B0QY89,mRNA,607.0,4,65,0.1070840197693575,3+,FLPS
B0QYK0,mRNA,618.0,10,460,0.7443365695792881,3+,FLPS
B0QYY4,mRNA,370.0,4,69,0.1864864864864865,3+,FLPS
B1AHC9,mRNA,559.0,3,31,0.055456171735241505,3+,FLPS
B1AHD1,snRNA,132.0,1,11,0.08333333333333333,1,FLPS
B5MCF9,pre-rRNA,571.0,6,142,0.2486865148861646,3+,FLPS
B5MCH7,mRNA,343.0,1,10,0.029154518950437316,1,FLPS
B5MCU0,unknown,990.0,13,467,0.4717171717171717,3+,FLPS
B5MCY1,unknown,1934.0,5,56,0.028955532574974147,3+,FLPS
B8ZZ98,mRNA,158.0,3,112,0.7088607594936709,3+,FLPS
B8ZZK4,ribosomal protein,79.0,1,8,0.10126582278481013,1,FLPS
C9IY40,ribosomal protein,225.0,2,33,0.14666666666666667,2,FLPS
C9J0B9,mRNA,218.0,2,27,0.12385321100917432,2,FLPS
C9J0L0,unknown,50.0,1,43,0.86,1,FLPS
C9J1C5,ribosomal protein,52.0,1,41,0.7884615384615384,1,FLPS
C9J2Y9,mRNA,1167.0,7,133,0.11396743787489289,3+,FLPS
C9J323,mRNA,145.0,1,18,0.12413793103448276,1,FLPS
C9J6P4,ncRNA,1024.0,8,187,0.1826171875,3+,FLPS
C9J7E5,mRNA,957.0,4,37,0.038662486938349006,3+,FLPS
C9J847,mRNA,114.0,1,12,0.10526315789473684,1,FLPS
C9J9B2,mRNA,264.0,4,71,0.2689393939393939,3+,FLPS
C9JAB2,mRNA,235.0,2,179,0.7617021276595745,2,FLPS
C9JCE0,mRNA,148.0,2,61,0.41216216216216217,2,FLPS
C9JE40,mRNA,543.0,8,167,0.30755064456721914,3+,FLPS
C9JGP4,diverse,144.0,1,13,0.09027777777777778,1,FLPS
C9JP00,mRNA,348.0,6,144,0.41379310344827586,3+,FLPS
C9JQX9,mRNA,83.0,1,33,0.39759036144578314,1,FLPS
C9JVJ0,unknown,101.0,2,18,0.1782178217821782,2,FLPS
C9JYQ9,ribosomal protein,121.0,1,27,0.2231404958677686,1,FLPS
D4PHA4,unknown,493.0,7,143,0.29006085192697767,3+,FLPS
D6R954,tRNA,199.0,1,61,0.3065326633165829,1,FLPS
D6R9W6,mRNA,518.0,5,117,0.22586872586872586,3+,FLPS
D6RA96,unknown,785.0,2,24,0.030573248407643312,2,FLPS
D6RCB9,snoRNA,135.0,1,31,0.22962962962962963,1,FLPS
D6REA0,tRNA,516.0,1,22,0.04263565891472868,1,FLPS
D6RG13,ribosomal protein,223.0,2,14,0.06278026905829596,2,FLPS
D6RIC3,pre-rRNA,150.0,1,42,0.28,1,FLPS
D6W5Y5,mRNA,297.0,5,125,0.4208754208754209,3+,FLPS
E5RHF4,ribosomal protein,198.0,1,33,0.16666666666666666,1,FLPS
E5RJM0,mRNA,639.0,6,143,0.2237871674491393,3+,FLPS
E5RJZ9,mRNA,265.0,3,43,0.16226415094339622,3+,FLPS
E5RK86,ribosomal protein,108.0,1,5,0.046296296296296294,1,FLPS
E7EPX0,mRNA,491.0,5,96,0.1955193482688391,3+,FLPS
E7ERJ7,mRNA,604.0,3,111,0.1837748344370861,3+,FLPS
E7ERQ6,mRNA,390.0,3,59,0.15128205128205127,3+,FLPS
E7ESC6,mRNA,1088.0,3,19,0.017463235294117647,3+,FLPS
E7ESL0,ribosomal protein,212.0,2,19,0.08962264150943396,2,FLPS
E7ET15,snRNA,1028.0,9,483,0.4698443579766537,3+,FLPS
E7ETK0,ribosomal protein,131.0,1,48,0.366412213740458,1,FLPS
E7ETU5,mRNA,370.0,2,42,0.11351351351351352,2,FLPS
E7EV40,mRNA,204.0,4,78,0.38235294117647056,3+,FLPS
E7EWR4,mRNA,597.0,6,248,0.4154103852596315,3+,FLPS
E7EX53,ribosomal protein,133.0,1,54,0.40601503759398494,1,FLPS
E9PB61,mRNA,264.0,4,131,0.4962121212121212,3+,FLPS
E9PBY2,mRNA,654.0,6,152,0.2324159021406728,3+,FLPS
E9PFF5,mRNA,490.0,3,69,0.14081632653061224,3+,FLPS
E9PHM2,tRNA,860.0,3,72,0.08372093023255814,3+,FLPS
E9PI14,ribosomal protein,86.0,1,5,0.05813953488372093,1,FLPS
E9PIF2,pre-rRNA,835.0,7,166,0.19880239520958085,3+,FLPS
E9PJG9,ncRNA,54.0,1,13,0.24074074074074073,1,FLPS
E9PKU4,ribosomal protein,235.0,2,27,0.1148936170212766,2,FLPS
E9PL09,ribosomal protein,231.0,1,51,0.22077922077922077,1,FLPS
E9PL19,mRNA,596.0,9,166,0.2785234899328859,3+,FLPS
E9PMM9,ribosomal protein,218.0,1,48,0.22018348623853212,1,FLPS
E9PN81,diverse,247.0,2,44,0.17813765182186234,2,FLPS
F2Z2G3,mRNA,333.0,3,50,0.15015015015015015,3+,FLPS
F5GYR3,pre-rRNA,275.0,2,72,0.26181818181818184,2,FLPS
F5H0R1,snRNA,912.0,11,268,0.29385964912280704,3+,FLPS
F5H1K3,tRNA,237.0,3,37,0.15611814345991562,3+,FLPS
F6QDS0,mRNA,479.0,1,5,0.010438413361169102,1,FLPS
F6S9K0,mRNA,191.0,3,110,0.5759162303664922,3+,FLPS
F6TAI2,mRNA,324.0,3,60,0.18518518518518517,3+,FLPS
F6VAP0,mRNA,555.0,7,164,0.2954954954954955,3+,FLPS
F6VEC6,tRNA,435.0,1,40,0.09195402298850575,1,FLPS
F6XMP4,mRNA,155.0,3,48,0.3096774193548387,3+,FLPS
F6XX82,ribosomal protein,94.0,2,43,0.4574468085106383,2,FLPS
F8VP89,mRNA,275.0,5,152,0.5527272727272727,3+,FLPS
F8VQP2,mRNA,1073.0,10,476,0.44361602982292636,3+,FLPS
F8VS19,unknown,96.0,1,32,0.3333333333333333,1,FLPS
F8VU11,snRNA,892.0,16,399,0.44730941704035876,3+,FLPS
F8VVL1,mRNA,160.0,2,60,0.375,2,FLPS
F8VXY6,mRNA,228.0,2,27,0.11842105263157894,2,FLPS
F8VZA0,pre-rRNA,365.0,2,43,0.1178082191780822,2,FLPS
F8VZY7,mRNA,263.0,1,56,0.21292775665399238,1,FLPS
F8W6I7,mRNA,307.0,1,117,0.3811074918566775,1,FLPS
F8W727,ribosomal protein,153.0,2,27,0.17647058823529413,2,FLPS
F8W8D3,mRNA,277.0,3,58,0.20938628158844766,3+,FLPS
F8W8I6,mRNA,385.0,3,83,0.21558441558441557,3+,FLPS
F8WAS2,unknown,213.0,1,13,0.06103286384976526,1,FLPS
G3V2M5,pre-rRNA,61.0,1,13,0.21311475409836064,1,FLPS
G3V3F2,unknown,158.0,2,40,0.25316455696202533,2,FLPS
G3V414,mRNA,235.0,2,26,0.11063829787234042,2,FLPS
G3V529,pre-rRNA,816.0,8,97,0.11887254901960784,3+,FLPS
G3V5I6,mRNA,420.0,5,144,0.34285714285714286,3+,FLPS
G3V5X7,ncRNA,2519.0,7,121,0.048034934497816595,3+,FLPS
G5E9G0,ribosomal protein,351.0,2,78,0.2222222222222222,2,FLPS
G5EA06,ribosomal protein,358.0,1,31,0.08659217877094973,1,FLPS
H0Y450,tRNA,441.0,1,25,0.05668934240362812,1,FLPS
H0Y503,mRNA,135.0,1,10,0.07407407407407407,1,FLPS
H0Y6E7,mRNA,292.0,3,110,0.3767123287671233,3+,FLPS
H0Y8P4,snoRNA,545.0,4,38,0.06972477064220184,3+,FLPS
H0Y8X3,mRNA,171.0,2,26,0.15204678362573099,2,FLPS
H0Y9C1,mRNA,435.0,1,60,0.13793103448275862,1,FLPS
H0YBR2,mRNA,502.0,3,57,0.11354581673306773,3+,FLPS
H0YD25,unknown,96.0,1,32,0.3333333333333333,1,FLPS
H0YDK8,mRNA,900.0,10,368,0.4088888888888889,3+,FLPS
H0YGD3,unknown,207.0,1,12,0.057971014492753624,1,FLPS
H0YGT4,unknown,134.0,1,12,0.08955223880597014,1,FLPS
H0YGW8,tRNA,298.0,2,33,0.11073825503355705,2,FLPS
H0YH84,mRNA,186.0,1,12,0.06451612903225806,1,FLPS
H0YHU8,mRNA,144.0,2,28,0.19444444444444445,2,FLPS
H0YI55,mRNA,253.0,4,85,0.3359683794466403,3+,FLPS
H0YIP0,tRNA,219.0,2,15,0.0684931506849315,2,FLPS
H0YKX1,mRNA,171.0,1,32,0.1871345029239766,1,FLPS
H0YLQ7,unknown,131.0,3,37,0.2824427480916031,3+,FLPS
H0YMF4,ribosomal protein,112.0,2,32,0.2857142857142857,2,FLPS
H0YMJ6,diverse,179.0,2,29,0.16201117318435754,2,FLPS
H0YN88,ribosomal protein,136.0,1,22,0.16176470588235295,1,FLPS
H3BM89,ribosomal protein,333.0,5,140,0.42042042042042044,3+,FLPS
H3BMQ2,pre-rRNA,146.0,2,64,0.4383561643835616,2,FLPS
H3BN59,mRNA,261.0,1,5,0.019157088122605363,1,FLPS
H3BNJ4,unknown,201.0,4,43,0.21393034825870647,3+,FLPS
H3BPD0,unknown,197.0,3,124,0.6294416243654822,3+,FLPS
H3BPE7,mRNA,527.0,7,398,0.7552182163187856,3+,FLPS
H3BPG5,mRNA,128.0,1,65,0.5078125,1,FLPS
H3BQK0,unknown,484.0,1,5,0.010330578512396695,1,FLPS
H3BSB3,pre-rRNA,131.0,2,35,0.26717557251908397,2,FLPS
H3BSG4,tRNA,173.0,1,33,0.1907514450867052,1,FLPS
H3BSW6,tRNA,586.0,6,117,0.19965870307167236,3+,FLPS
H3BTT8,snRNA,252.0,2,22,0.0873015873015873,2,FLPS
H3BUK8,ribosomal protein,54.0,1,26,0.48148148148148145,1,FLPS
H7BXY3,mRNA,1166.0,10,169,0.14493996569468268,3+,FLPS
H7BZW6,mRNA,143.0,1,8,0.055944055944055944,1,FLPS
H7C1D4,tRNA,185.0,1,22,0.11891891891891893,1,FLPS
H7C2G5,mRNA,117.0,1,26,0.2222222222222222,1,FLPS
H7C4E7,mRNA,151.0,1,10,0.06622516556291391,1,FLPS
H7C5K7,unknown,360.0,2,17,0.04722222222222222,2,FLPS
H9KV63,ncRNA,1113.0,4,75,0.0673854447439353,3+,FLPS
I3L0N7,mRNA,115.0,2,67,0.5826086956521739,2,FLPS
I3L1L6,mRNA,617.0,3,30,0.04862236628849271,3+,FLPS
J3KP02,unknown,692.0,5,137,0.19797687861271676,3+,FLPS
J3KPD3,mRNA,267.0,5,164,0.6142322097378277,3+,FLPS
J3KPI1,mRNA,630.0,7,112,0.17777777777777778,3+,FLPS
J3KPK3,mRNA,459.0,4,168,0.3660130718954248,3+,FLPS
J3KPP4,mRNA,489.0,3,215,0.4396728016359918,3+,FLPS
J3KQ82,mRNA,459.0,4,185,0.40305010893246185,3+,FLPS
J3KRL2,tRNA,102.0,1,10,0.09803921568627451,1,FLPS
J3QKW2,ribosomal protein,183.0,2,12,0.06557377049180328,2,FLPS
J3QL05,mRNA,130.0,1,48,0.36923076923076925,1,FLPS
J3QLD1,mRNA,290.0,4,79,0.27241379310344827,3+,FLPS
J3QQT2,ribosomal protein,171.0,1,10,0.05847953216374269,1,FLPS
J3QR28,pre-rRNA,271.0,1,7,0.025830258302583026,1,FLPS
J3QS41,mRNA,1943.0,17,422,0.21718991250643335,3+,FLPS
J3QT46,mRNA,619.0,3,32,0.051696284329563816,3+,FLPS
