protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q9NY12,217.0,2,3,101,33.666666666666664,0.46543778801843316,3+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2079207920792079,0.2079207920792079,False
Q5XG87,792.0,0,1,13,13.0,0.016414141414141416,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.07692307692307693,False
Q4ZG55,1949.0,3,1,16,16.0,0.008209338122113904,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q13247,344.0,4,2,63,31.5,0.18313953488372092,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44444444444444436,0.44444444444444436,False
Q8WVK2,155.0,4,3,74,24.666666666666668,0.4774193548387097,3+,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4594594594594595,0.6756756756756757,False
P09234,159.0,0,1,22,22.0,0.13836477987421383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,False
Q9BQ67,446.0,1,1,14,14.0,0.03139013452914798,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9285714285714286,0.9285714285714286,False
Q96EY7,689.0,1,1,17,17.0,0.02467343976777939,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3529411764705883,0.3529411764705883,False
Q9NQZ2,479.0,1,1,19,19.0,0.03966597077244259,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47368421052631576,0.5789473684210527,False
O95218,330.0,4,2,73,36.5,0.22121212121212122,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.273972602739726,0.32876712328767127,False
Q8NAV1,312.0,4,1,23,23.0,0.07371794871794872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5217391304347826,0.5217391304347826,True
Q96K80,434.0,0,1,20,20.0,0.04608294930875576,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q07955,248.0,2,2,48,24.0,0.1935483870967742,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3125,0.3125,False
O60563,726.0,3,2,37,18.5,0.05096418732782369,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.10810810810810813,False
O15105,426.0,2,1,22,22.0,0.051643192488262914,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2727272727272727,0.3636363636363636,False
Q8TDI0,1954.0,0,2,32,16.0,0.016376663254861822,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.40625,0.53125,False
Q6ZRS2,3230.0,3,1,17,17.0,0.005263157894736842,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,False
O15047,1707.0,0,8,198,24.75,0.11599297012302284,3+,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1919191919191919,0.2727272727272727,False
Q8IXZ2,948.0,0,1,22,22.0,0.023206751054852322,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04545454545454546,0.04545454545454546,False
Q9UKV3,1341.0,4,3,87,29.0,0.06487695749440715,3+,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1724137931034483,0.7011494252873564,False
Q92900,1129.0,3,1,26,26.0,0.023029229406554472,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UPR6,939.0,3,1,22,22.0,0.023429179978700747,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UNW9,492.0,3,3,47,15.666666666666666,0.09552845528455285,3+,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.02127659574468085,0.02127659574468085,False
O60583,730.0,0,1,19,19.0,0.026027397260273973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1578947368421053,0.1578947368421053,False
Q15032,1099.0,0,1,25,25.0,0.022747952684258416,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9Y2X3,529.0,1,1,17,17.0,0.03213610586011342,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3529411764705883,0.7058823529411765,False
O15234,703.0,0,1,16,16.0,0.02275960170697013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0625,0.0625,False
Q96KR1,1074.0,3,1,22,22.0,0.020484171322160148,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04545454545454546,0.04545454545454546,False
Q9P2N5,1060.0,0,3,71,23.666666666666668,0.0669811320754717,3+,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.028169014084507053,0.22535211267605634,False
P51531,1590.0,1,2,62,31.0,0.0389937106918239,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.25806451612903225,0.2903225806451613,False
P31942,346.0,2,2,35,17.5,0.10115606936416185,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.05714285714285714,False
A7MD48,611.0,4,2,79,39.5,0.12929623567921442,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27848101265822783,0.27848101265822783,False
Q5VZF2,373.0,3,1,20,20.0,0.05361930294906166,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0.05,False
P37108,136.0,3,1,34,34.0,0.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1176470588235294,0.1176470588235294,False
Q9H0W8,520.0,3,1,15,15.0,0.028846153846153848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9HC10,1997.0,3,1,19,19.0,0.009514271407110666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,False
Q96HR8,494.0,0,2,56,28.0,0.11336032388663968,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.125,0.125,False
Q8IZD4,617.0,3,1,10,10.0,0.01620745542949757,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q5T200,1668.0,4,2,84,42.0,0.050359712230215826,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.011904761904761908,0.9642857142857143,False
Q2TBE0,894.0,4,1,25,25.0,0.02796420581655481,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.76,False
P47974,494.0,0,1,29,29.0,0.058704453441295545,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O95104,1147.0,0,4,108,27.0,0.09415867480383609,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.16666666666666666,0.18518518518518517,False
O60841,1220.0,1,2,62,31.0,0.05081967213114754,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3548387096774194,0.8387096774193549,False
Q86SE8,214.0,1,1,22,22.0,0.102803738317757,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9090909090909091,0.9090909090909091,False
Q5SZQ8,465.0,0,1,22,22.0,0.047311827956989246,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NQ29,371.0,4,1,27,27.0,0.07277628032345014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4444444444444444,0.6666666666666666,False
A0AV96,593.0,3,1,16,16.0,0.026981450252951095,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O14776,1098.0,3,2,100,50.0,0.09107468123861566,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,False
O95391,586.0,4,1,16,16.0,0.027303754266211604,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.875,False
Q8TA86,221.0,4,1,33,33.0,0.1493212669683258,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6363636363636364,0.8181818181818182,False
P62314,119.0,2,1,23,23.0,0.19327731092436976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4347826086956523,0.4347826086956523,False
Q15287,305.0,2,1,66,66.0,0.21639344262295082,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1363636363636364,0.1363636363636364,False
Q1KMD3,747.0,1,1,23,23.0,0.030789825970548863,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8260869565217391,0.8260869565217391,False
P51608,486.0,0,1,17,17.0,0.03497942386831276,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1176470588235294,0.1176470588235294,False
P17480,764.0,1,3,70,23.333333333333332,0.09162303664921466,3+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.7,False
Q15696,482.0,4,1,44,44.0,0.0912863070539419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4318181818181818,0.5227272727272727,False
Q7Z570,1209.0,3,1,13,13.0,0.010752688172043012,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NZJ5,1116.0,3,1,19,19.0,0.017025089605734768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,False
Q9BWF3,364.0,3,1,18,18.0,0.04945054945054945,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q32MZ4,808.0,4,1,14,14.0,0.017326732673267328,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.7142857142857143,False
Q9BQ04,359.0,3,1,17,17.0,0.04735376044568245,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q8IY37,1157.0,1,1,23,23.0,0.019878997407087293,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7391304347826086,0.7391304347826086,False
Q9UHB9,627.0,3,1,27,27.0,0.0430622009569378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03703703703703703,0.03703703703703703,False
Q86YN6,1023.0,1,2,39,19.5,0.03812316715542522,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8717948717948718,0.9230769230769231,False
Q13151,305.0,2,4,91,22.75,0.2983606557377049,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.09890109890109888,0.09890109890109888,False
Q15022,739.0,3,3,60,20.0,0.08119079837618404,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.016666666666666666,0.016666666666666666,False
Q7Z6E9,1792.0,0,2,42,21.0,0.0234375,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.4523809523809524,0.5,False
P19338,710.0,1,4,139,34.75,0.19577464788732393,3+,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5323741007194245,0.6906474820143885,False
Q13435,895.0,0,2,51,25.5,0.05698324022346369,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.27450980392156865,0.27450980392156865,False
Q7KZ85,1726.0,1,1,12,12.0,0.006952491309385863,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9166666666666666,0.9166666666666666,False
Q8NAF0,562.0,2,1,21,21.0,0.037366548042704624,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47619047619047616,0.47619047619047616,False
Q9BWU0,742.0,1,1,29,29.0,0.03908355795148248,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4137931034482759,0.8275862068965517,False
Q8NDV7,1962.0,0,1,35,35.0,0.01783893985728848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,False
Q6P9B9,1019.0,3,1,15,15.0,0.014720314033366046,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
P98175,930.0,1,1,13,13.0,0.013978494623655914,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9230769230769231,0.9230769230769231,False
Q6ZN04,569.0,0,3,48,16.0,0.0843585237258348,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,False
B0QYK0,618.0,2,3,61,20.333333333333332,0.09870550161812297,3+,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.16393442622950818,0.2295081967213115,False
Q00577,322.0,2,1,36,36.0,0.11180124223602485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
F8W6I7,307.0,2,1,15,15.0,0.048859934853420196,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q8WXA9,508.0,4,2,43,21.5,0.08464566929133858,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23255813953488372,0.6976744186046512,False
Q92973,898.0,1,1,19,19.0,0.021158129175946547,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7894736842105263,0.7894736842105263,False
Q6PKG0,1096.0,2,2,41,20.5,0.037408759124087594,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.12195121951219512,0.3170731707317073,False
Q13523,1007.0,4,4,92,23.0,0.0913604766633565,3+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.6086956521739131,False
Q9Y388,322.0,4,1,19,19.0,0.059006211180124224,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.47368421052631576,0.8947368421052632,False
Q86U06,439.0,3,1,16,16.0,0.03644646924829157,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P06748,294.0,1,1,30,30.0,0.10204081632653061,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8333333333333334,0.8333333333333334,False
Q13485,552.0,3,1,21,21.0,0.03804347826086957,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,False
Q04637,1599.0,1,1,24,24.0,0.0150093808630394,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0.625,False
Q96MT3,831.0,1,1,19,19.0,0.02286401925391095,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3684210526315789,0.3684210526315789,False
Q9UJV8,347.0,2,1,13,13.0,0.037463976945244955,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38461538461538464,0.38461538461538464,False
Q14157,1087.0,2,1,19,19.0,0.017479300827966882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3684210526315789,0.47368421052631576,False
Q8WW36,166.0,2,1,15,15.0,0.09036144578313253,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2666666666666667,0.2666666666666667,False
P22626,353.0,3,1,21,21.0,0.059490084985835696,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,False
P18583,2426.0,4,2,53,26.5,0.021846661170651278,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5660377358490566,0.6415094339622641,False
P23246,707.0,0,2,66,33.0,0.09335219236209336,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.07575757575757576,0.07575757575757576,False
P78362,688.0,0,1,28,28.0,0.040697674418604654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1428571428571428,0.1428571428571428,False
O75179,2603.0,1,2,51,25.5,0.019592777564348827,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3333333333333333,0.3333333333333333,False
Q6P2E9,1401.0,0,1,19,19.0,0.013561741613133477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NTZ6,932.0,3,1,30,30.0,0.032188841201716736,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9H7N4,1312.0,4,7,155,22.142857142857142,0.11814024390243902,3+,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,-0.10322580645161289,0.49032258064516127,False
Q8IWZ3,2542.0,4,2,40,20.0,0.015735641227380016,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.225,0.475,False
P49760,499.0,4,1,18,18.0,0.036072144288577156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6111111111111112,0.6111111111111112,False
Q9NVH2,962.0,3,1,14,14.0,0.014553014553014554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UPN6,1271.0,0,1,25,25.0,0.01966955153422502,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P12270,2363.0,1,1,18,18.0,0.00761743546339399,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8333333333333334,0.8333333333333334,False
Q08211,1270.0,0,1,27,27.0,0.02125984251968504,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03703703703703703,0.03703703703703703,False
Q9Y3Y2,248.0,2,1,33,33.0,0.13306451612903225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.303030303030303,0.303030303030303,False
Q14152,1382.0,4,1,37,37.0,0.026772793053545588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05405405405405406,0.8648648648648649,False
Q5T481,1227.0,3,1,14,14.0,0.011409942950285249,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96IP4,442.0,2,1,27,27.0,0.06108597285067873,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1481481481481481,0.1481481481481481,False
A0A0A0MRM9,708.0,1,5,78,15.6,0.11016949152542373,3+,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3717948717948718,0.3974358974358974,False
X6R7H2,631.0,4,2,69,34.5,0.10935023771790808,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2318840579710145,0.26086956521739124,False
Q5VTL8,546.0,4,1,18,18.0,0.03296703296703297,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3888888888888889,0.6111111111111112,False
O75607,178.0,1,1,20,20.0,0.11235955056179775,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.7,False
Q9UKA9,531.0,3,1,10,10.0,0.018832391713747645,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q06787,632.0,2,1,23,23.0,0.03639240506329114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3043478260869565,0.391304347826087,False
Q8NC51,408.0,2,2,45,22.5,0.11029411764705882,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.31111111111111106,0.35555555555555546,False
P46100,2492.0,1,1,38,38.0,0.015248796147672551,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6578947368421053,0.7631578947368421,False
Q08170,494.0,4,1,30,30.0,0.06072874493927125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4666666666666667,0.4666666666666667,False
Q6BEB4,398.0,3,1,12,12.0,0.03015075376884422,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96T58,3664.0,4,1,43,43.0,0.011735807860262008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.02325581395348837,0.2093023255813954,False
Q5VYS8,1495.0,1,1,15,15.0,0.010033444816053512,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9333333333333333,0.9333333333333333,False
P05388,317.0,3,1,21,21.0,0.06624605678233439,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O60293,1989.0,0,2,36,18.0,0.01809954751131222,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.05555555555555558,0.11111111111111113,False
Q9BX46,236.0,0,2,45,22.5,0.1906779661016949,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.02222222222222222,0.02222222222222222,False
Q01081,240.0,2,1,29,29.0,0.12083333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2068965517241379,0.4827586206896552,False
Q9NWH9,1034.0,4,1,21,21.0,0.020309477756286266,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.8095238095238095,False
Q16594,264.0,1,1,13,13.0,0.04924242424242424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9230769230769231,0.9230769230769231,False
P62995,288.0,4,2,43,21.5,0.14930555555555555,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3953488372093023,0.4883720930232558,False
A0A5K1VW79,999.0,0,3,66,22.0,0.06606606606606606,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0A140T8Y2,407.0,1,1,19,19.0,0.04668304668304668,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6842105263157895,0.6842105263157895,False
Q53F19,620.0,1,1,20,20.0,0.03225806451612903,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,0.85,False
Q96L91,3159.0,0,3,74,24.666666666666668,0.02342513453624565,3+,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.12162162162162163,0.17567567567567569,False
