protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q4ZG55,1949.0,0,12,278,23.166666666666668,0.1426372498717291,3+,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.01438848920863309,0.1510791366906475,False
Q03701,1054.0,4,6,211,35.166666666666664,0.20018975332068312,3+,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2843601895734597,0.5402843601895735,False
Q99848,306.0,2,1,35,35.0,0.11437908496732026,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,False
O95926,243.0,1,2,76,38.0,0.31275720164609055,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.039473684210526314,0.4868421052631579,False
P31939,592.0,4,2,46,23.0,0.0777027027027027,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.21739130434782608,0.43478260869565216,False
Q9NYY8,710.0,3,2,16,8.0,0.022535211267605635,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q7Z6V5,191.0,4,1,22,22.0,0.11518324607329843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2727272727272727,0.4545454545454545,False
Q9UKF6,684.0,4,2,33,16.5,0.04824561403508772,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2424242424242424,0.42424242424242425,False
Q8NHQ9,600.0,2,5,79,15.8,0.13166666666666665,3+,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13924050632911394,0.6708860759493671,False
Q9BWT3,736.0,0,5,83,16.6,0.11277173913043478,3+,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.024096385542168676,0.3614457831325301,False
Q13148,414.0,0,3,163,54.333333333333336,0.39371980676328505,3+,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.012269938650306747,0.06134969325153374,False
Q96QD9,318.0,2,1,50,50.0,0.15723270440251572,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,False
O00148,427.0,4,1,5,5.0,0.0117096018735363,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,False
Q06265,439.0,4,4,63,15.75,0.14350797266514806,3+,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.031746031746031717,0.4444444444444444,False
P09012,282.0,2,3,96,32.0,0.3404255319148936,3+,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10416666666666667,0.22916666666666666,False
Q13247,344.0,2,2,202,101.0,0.5872093023255814,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.30693069306930687,0.4158415841584158,False
Q9ULR5,123.0,4,2,52,26.0,0.42276422764227645,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2692307692307692,0.3846153846153845,False
Q8WVK2,155.0,4,3,112,37.333333333333336,0.7225806451612903,3+,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.22321428571428573,0.6160714285714286,False
O00566,681.0,0,9,260,28.88888888888889,0.38179148311306904,3+,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18846153846153849,0.5576923076923077,False
Q96EU6,259.0,2,4,90,22.5,0.3474903474903475,3+,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15555555555555556,0.4222222222222222,False
P09234,159.0,3,1,95,95.0,0.5974842767295597,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06315789473684211,0.06315789473684211,False
Q5JTZ9,985.0,1,7,62,8.857142857142858,0.06294416243654823,3+,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.2903225806451613,0.3225806451612903,False
Q9Y235,224.0,3,1,6,6.0,0.026785714285714284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
Q96J94,861.0,1,5,70,14.0,0.08130081300813008,3+,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.22857142857142856,0.2571428571428571,False
Q9BZI7,483.0,2,6,244,40.666666666666664,0.505175983436853,3+,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.14344262295081966,0.6598360655737705,False
Q92797,1274.0,1,4,81,20.25,0.06357927786499215,3+,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.024691358024691357,0.1728395061728395,False
P08579,225.0,3,4,56,14.0,0.24888888888888888,3+,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.05357142857142857,0.23214285714285715,False
Q9Y3A5,250.0,2,1,12,12.0,0.048,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.5833333333333334,False
Q8IWZ8,645.0,1,8,189,23.625,0.2930232558139535,3+,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.005291005291005291,0.2275132275132275,False
P21506,573.0,0,3,21,7.0,0.03664921465968586,3+,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.047619047619047596,0.14285714285714285,False
Q9UBS3,223.0,3,3,61,20.333333333333332,0.273542600896861,3+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1475409836065574,0.21311475409836061,False
P51116,673.0,0,5,154,30.8,0.2288261515601783,3+,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.14285714285714285,0.33766233766233766,False
Q15415,496.0,0,4,222,55.5,0.4475806451612903,3+,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.07657657657657657,0.30180180180180183,False
Q92904,295.0,0,4,87,21.75,0.29491525423728815,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.06896551724137931,False
Q8IX18,779.0,1,3,46,15.333333333333334,0.059050064184852376,3+,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021739130434782608,0.5434782608695652,False
Q7Z478,1369.0,1,9,172,19.11111111111111,0.1256391526661797,3+,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.040697674418604654,0.3430232558139535,False
Q9H5Z1,703.0,3,1,5,5.0,0.007112375533428165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q9BY77,421.0,1,3,37,12.333333333333334,0.08788598574821853,3+,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.10810810810810811,0.3783783783783784,False
Q8IZ69,625.0,1,3,54,18.0,0.0864,3+,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407411,0.25925925925925924,False
Q96DF8,476.0,4,4,61,15.25,0.12815126050420167,3+,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08196721311475406,0.3114754098360656,False
Q14151,953.0,1,10,447,44.7,0.4690451206715635,3+,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.006711409395973154,0.46308724832214765,False
Q9UK45,103.0,2,1,6,6.0,0.05825242718446602,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1.0,False
Q96H86,408.0,1,4,95,23.75,0.23284313725490197,3+,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526315789473698,0.2421052631578947,False
P41091,472.0,3,2,53,26.5,0.11228813559322035,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.018867924528301886,0.20754716981132076,False
Q9BQ67,446.0,4,3,24,8.0,0.053811659192825115,3+,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2916666666666667,0.7916666666666666,False
Q8WUA2,492.0,1,8,163,20.375,0.3313008130081301,3+,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09815950920245399,0.5153374233128835,False
P82663,173.0,4,2,41,20.5,0.23699421965317918,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.14634146341463414,0.34146341463414637,False
P61353,136.0,2,1,15,15.0,0.11029411764705882,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0.5333333333333333,False
P09661,255.0,4,1,6,6.0,0.023529411764705882,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8333333333333334,0.8333333333333334,False
Q9H9Z2,209.0,3,3,64,21.333333333333332,0.3062200956937799,3+,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10937500000000001,0.296875,False
P19474,475.0,4,3,70,23.333333333333332,0.14736842105263157,3+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.11428571428571428,0.2857142857142857,False
O43159,456.0,1,5,116,23.2,0.2543859649122807,3+,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.034482758620689655,0.39655172413793105,False
Q96EY7,689.0,4,2,21,10.5,0.030478955007256895,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47619047619047616,0.47619047619047616,False
P57772,596.0,3,4,73,18.25,0.12248322147651007,3+,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0547945205479452,0.1643835616438356,False
Q12849,480.0,0,7,135,19.285714285714285,0.28125,3+,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.06666666666666665,0.2,False
Q9NQZ2,479.0,1,8,159,19.875,0.33194154488517746,3+,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018867924528301865,0.610062893081761,False
O95218,330.0,1,4,203,50.75,0.6151515151515151,3+,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07881773399014778,0.45320197044334976,False
O75616,437.0,3,1,7,7.0,0.016018306636155607,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1428571428571428,0.1428571428571428,False
P38935,993.0,1,6,174,29.0,0.17522658610271905,3+,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09770114942528738,0.3390804597701149,False
Q96MP5,696.0,0,3,39,13.0,0.05603448275862069,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.07692307692307693,0.1282051282051282,False
Q9BXT8,1623.0,0,6,139,23.166666666666668,0.08564386937769562,3+,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.1510791366906475,0.2949640287769784,False
O15397,1037.0,4,3,77,25.666666666666668,0.0742526518804243,3+,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3116883116883117,0.38961038961038963,False
