protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q9Y5J1,556.0,0,1,29,29.0,0.052158273381294966,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1379310344827586,0.1379310344827586,False
Q7Z417,695.0,0,2,84,42.0,0.12086330935251799,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.023809523809523808,False
P84098,196.0,4,1,14,14.0,0.07142857142857142,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,False
Q9NY12,217.0,2,2,106,53.0,0.48847926267281105,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19811320754716985,0.19811320754716985,False
P16989,372.0,0,3,66,22.0,0.1774193548387097,3+,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.30303030303030304,False
A0A499FI31,981.0,0,2,57,28.5,0.0581039755351682,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12280701754385968,0.40350877192982454,False
Q5XG87,792.0,0,4,125,31.25,0.15782828282828282,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.016,0.08,False
O43818,475.0,1,1,29,29.0,0.061052631578947365,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3103448275862069,0.5862068965517241,False
Q96EP5,407.0,0,2,60,30.0,0.14742014742014742,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.7007434154171884e-18,0.03333333333333333,False
Q4ZG55,1949.0,0,4,88,22.0,0.04515135967162647,3+,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.045454545454545456,0.1590909090909091,False
Q8NHQ9,600.0,4,1,26,26.0,0.043333333333333335,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4230769230769231,0.6538461538461539,False
Q13148,414.0,2,1,31,31.0,0.0748792270531401,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806,0.1290322580645161,False
Q13247,344.0,3,3,126,42.0,0.36627906976744184,3+,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.365079365079365,0.4126984126984127,False
Q8WVK2,155.0,3,1,64,64.0,0.4129032258064516,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.390625,0.578125,False
O00566,681.0,1,1,32,32.0,0.04698972099853157,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53125,0.71875,False
Q96EU6,259.0,0,1,25,25.0,0.09652509652509653,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.4,False
P09234,159.0,0,2,84,42.0,0.5283018867924528,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857141,0.07142857142857141,False
Q9BZI7,483.0,4,2,79,39.5,0.16356107660455488,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16455696202531644,0.7974683544303798,False
Q92797,1274.0,0,1,25,25.0,0.019623233908948195,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,0.08,False
Q8IWZ8,645.0,0,1,23,23.0,0.03565891472868217,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08695652173913043,True
P51116,673.0,3,3,62,20.666666666666668,0.09212481426448738,3+,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2903225806451613,0.41935483870967744,False
Q7Z478,1369.0,0,1,8,8.0,0.005843681519357195,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,False
Q14151,953.0,4,3,106,35.333333333333336,0.11122770199370409,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0660377358490566,0.7075471698113207,False
Q9BQ67,446.0,1,1,14,14.0,0.03139013452914798,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9285714285714286,0.9285714285714286,False
Q8WUA2,492.0,4,1,18,18.0,0.036585365853658534,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.3888888888888889,False
Q96EY7,689.0,1,1,17,17.0,0.02467343976777939,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3529411764705883,0.3529411764705883,False
Q12849,480.0,0,2,54,27.0,0.1125,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111115,0.11111111111111115,False
Q9NQZ2,479.0,1,1,28,28.0,0.05845511482254697,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21428571428571427,0.5,False
O95218,330.0,3,3,165,55.0,0.5,3+,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23030303030303031,0.4484848484848485,False
Q96MP5,696.0,0,1,16,16.0,0.022988505747126436,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O15397,1037.0,1,1,17,17.0,0.01639344262295082,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7647058823529411,0.7647058823529411,False
Q8NAV1,312.0,3,2,106,53.0,0.33974358974358976,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2169811320754717,0.5377358490566038,False
Q86YF9,867.0,0,1,32,32.0,0.03690888119953864,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625,0.0625,False
O43347,362.0,0,1,8,8.0,0.022099447513812154,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96K80,434.0,0,3,79,26.333333333333332,0.18202764976958524,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.02531645569620253,0.02531645569620253,False
Q07955,248.0,3,2,83,41.5,0.3346774193548387,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2891566265060241,0.3132530120481928,False
Q96RS0,853.0,4,1,14,14.0,0.016412661195779603,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.7142857142857143,False
O60563,726.0,0,3,55,18.333333333333332,0.07575757575757576,3+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05454545454545454,0.16363636363636366,False
P49790,1475.0,0,2,36,18.0,0.02440677966101695,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.027777777777777776,False
O15105,426.0,2,2,43,21.5,0.10093896713615023,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09302325581395349,0.23255813953488372,False
Q14562,1220.0,3,2,73,36.5,0.05983606557377049,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1232876712328767,0.6986301369863014,False
Q8TDI0,1954.0,4,6,128,21.333333333333332,0.06550665301944729,3+,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.140625,0.640625,False
Q6ZRS2,3230.0,0,9,266,29.555555555555557,0.08235294117647059,3+,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.24060150375939848,0.2857142857142857,False
O15047,1707.0,0,9,296,32.888888888888886,0.17340363210310486,3+,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13513513513513514,0.2635135135135135,False
Q8IXZ2,948.0,0,1,22,22.0,0.023206751054852322,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454546,0.04545454545454546,False
Q9UKV3,1341.0,3,9,295,32.77777777777778,0.21998508575689785,3+,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.05423728813559322,0.5559322033898305,False
Q92900,1129.0,0,1,26,26.0,0.023029229406554472,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UPR6,939.0,2,1,35,35.0,0.03727369542066028,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NVP1,670.0,4,1,9,9.0,0.013432835820895522,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.8888888888888888,False
Q9UNW9,492.0,0,3,158,52.666666666666664,0.32113821138211385,3+,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0189873417721519,0.03164556962025317,False
Q9BSC4,688.0,1,1,38,38.0,0.055232558139534885,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1052631578947368,0.5789473684210527,False
O60583,730.0,0,3,78,26.0,0.10684931506849316,3+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.07692307692307693,0.15384615384615385,False
Q15032,1099.0,0,2,42,21.0,0.03821656050955414,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O43432,1585.0,0,3,82,27.333333333333332,0.051735015772870666,3+,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0975609756097561,0.12195121951219512,False
Q8NC60,698.0,0,2,53,26.5,0.07593123209169055,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.018867924528301886,0.4339622641509434,False
Q9Y2X3,529.0,4,2,63,31.5,0.11909262759924386,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.047619047619047616,0.6825396825396826,False
O15234,703.0,0,2,59,29.5,0.08392603129445235,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.06779661016949151,0.1694915254237288,False
Q9UBK2,798.0,3,1,53,53.0,0.06641604010025062,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2452830188679245,0.2830188679245283,False
Q96KR1,1074.0,0,5,145,29.0,0.13500931098696461,3+,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.0626842058625008e-18,0.1793103448275862,False
Q17RY0,729.0,0,2,65,32.5,0.08916323731138547,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.046153846153846156,0.046153846153846156,False
Q9P2N5,1060.0,0,4,97,24.25,0.09150943396226414,3+,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.10309278350515463,0.28865979381443296,False
P51531,1590.0,0,7,228,32.57142857142857,0.14339622641509434,3+,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.03947368421052632,0.29385964912280704,False
P31942,346.0,2,3,91,30.333333333333332,0.2630057803468208,3+,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.04395604395604396,0.15384615384615385,False
Q8TBF4,217.0,1,1,34,34.0,0.15668202764976957,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1176470588235294,0.7058823529411765,False
Q5T8P6,1007.0,3,4,177,44.25,0.17576961271102284,3+,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.1638418079096045,0.3333333333333333,False
A7MD48,611.0,3,5,262,52.4,0.4288052373158756,3+,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29770992366412213,0.37404580152671757,False
Q5VZF2,373.0,0,1,25,25.0,0.06702412868632708,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,False
A0A0A0MQW0,576.0,2,1,22,22.0,0.03819444444444445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.04545454545454546,0.04545454545454546,False
P37108,136.0,2,1,34,34.0,0.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,0.1176470588235294,False
Q92620,1227.0,3,1,40,40.0,0.032599837000814993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0.675,False
Q8WYQ9,949.0,0,3,54,18.0,0.05690200210748156,3+,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.037037037037037035,False
O43823,692.0,0,1,13,13.0,0.01878612716763006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.3076923076923077,False
Q96L12,384.0,1,1,14,14.0,0.036458333333333336,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21428571428571427,0.7857142857142857,False
Q9H0W8,520.0,0,3,42,14.0,0.08076923076923077,3+,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.047619047619047616,False
Q15427,424.0,0,3,180,60.0,0.42452830188679247,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555554,0.05555555555555554,False
Q9HC10,1997.0,1,2,52,26.0,0.026039058587881823,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0769230769230769,0.4230769230769231,False
P82675,430.0,4,1,19,19.0,0.044186046511627906,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47368421052631576,0.5789473684210527,False
Q96HR8,494.0,0,3,70,23.333333333333332,0.1417004048582996,3+,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11428571428571431,0.14285714285714288,False
Q96NC0,199.0,4,1,27,27.0,0.135678391959799,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1481481481481481,0.7407407407407407,False
Q5C9Z4,860.0,2,2,59,29.5,0.0686046511627907,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.288135593220339,0.288135593220339,False
P49589,748.0,4,1,35,35.0,0.04679144385026738,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11428571428571428,0.6857142857142857,False
Q8IZD4,617.0,0,1,10,10.0,0.01620745542949757,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9H361,631.0,0,1,23,23.0,0.03645007923930269,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.08695652173913043,False
Q8TBY0,533.0,2,1,15,15.0,0.028142589118198873,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1333333333333333,False
Q5T200,1668.0,4,7,365,52.142857142857146,0.21882494004796163,3+,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.06575342465753424,0.5698630136986301,False
Q2TBE0,894.0,4,1,28,28.0,0.03131991051454139,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5357142857142857,0.75,False
P47974,494.0,0,3,127,42.333333333333336,0.25708502024291496,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.02362204724409448,0.07086614173228346,False
P83369,360.0,2,1,30,30.0,0.08333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1666666666666667,0.1666666666666667,False
O95104,1147.0,0,7,300,42.857142857142854,0.26155187445510025,3+,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.08666666666666667,0.21333333333333335,False
O43541,496.0,1,1,21,21.0,0.04233870967741935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23809523809523808,0.3333333333333333,False
O60841,1220.0,4,5,178,35.6,0.14590163934426228,3+,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.16292134831460675,0.7359550561797753,False
Q9UKZ1,510.0,0,1,41,41.0,0.0803921568627451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07317073170731707,0.1219512195121951,False
Q86SE8,214.0,1,1,22,22.0,0.102803738317757,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9090909090909091,0.9090909090909091,False
Q5SZQ8,465.0,0,1,34,34.0,0.07311827956989247,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q15269,919.0,1,1,17,17.0,0.018498367791077257,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5294117647058824,0.7647058823529411,False
Q15424,915.0,4,2,62,31.0,0.06775956284153005,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.016129032258064516,0.6612903225806451,False
Q9NQ29,371.0,3,1,79,79.0,0.21293800539083557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3670886075949367,0.6455696202531646,False
Q9HCJ3,691.0,0,1,34,34.0,0.049204052098408106,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.02941176470588235,0.08823529411764706,False
O14979,420.0,2,1,30,30.0,0.07142857142857142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2333333333333333,0.2333333333333333,False
Q96IZ7,334.0,3,3,134,44.666666666666664,0.40119760479041916,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35074626865671643,0.5447761194029851,False
A0AV96,593.0,0,1,16,16.0,0.026981450252951095,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q8TAD8,396.0,1,1,25,25.0,0.06313131313131314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.68,False
O14776,1098.0,0,5,232,46.4,0.21129326047358835,3+,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.03017241379310345,0.11637931034482758,False
O95391,586.0,4,1,40,40.0,0.06825938566552901,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,False
Q8TA86,221.0,4,1,42,42.0,0.19004524886877827,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47619047619047616,0.7142857142857143,False
Q14296,549.0,0,1,28,28.0,0.051001821493624776,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1071428571428571,0.25,False
O94913,1555.0,0,1,36,36.0,0.02315112540192926,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.027777777777777776,0.3055555555555556,False
Q8WWH5,349.0,0,1,31,31.0,0.08882521489971347,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903,0.0967741935483871,False
Q9P2I0,782.0,4,1,30,30.0,0.03836317135549872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.6,False
Q6ZRY4,209.0,2,1,15,15.0,0.07177033492822966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,False
P62314,119.0,2,1,23,23.0,0.19327731092436976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4347826086956523,0.4347826086956523,False
Q2NL82,804.0,1,1,26,26.0,0.03233830845771144,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6153846153846154,0.6153846153846154,False
Q15287,305.0,3,2,143,71.5,0.46885245901639344,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27972027972027974,0.2937062937062937,False
Q1KMD3,747.0,1,3,93,31.0,0.12449799196787148,3+,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.21505376344086022,0.43010752688172044,False
P51608,486.0,0,3,79,26.333333333333332,0.16255144032921812,3+,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02531645569620254,0.379746835443038,False
P17480,764.0,1,1,89,89.0,0.11649214659685864,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6292134831460674,0.651685393258427,False
Q15696,482.0,3,2,111,55.5,0.23029045643153526,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.20720720720720723,0.6036036036036037,False
Q7Z570,1209.0,0,1,13,13.0,0.010752688172043012,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O75526,392.0,2,2,68,34.0,0.17346938775510204,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.19117647058823534,0.33823529411764713,False
Q9BRZ2,755.0,0,1,23,23.0,0.030463576158940398,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08695652173913043,0.4347826086956523,False
