uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
O43159,456.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96EY7,689.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
P57772,596.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q12849,480.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q9NQZ2,479.0,snoRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.7654508681943156
O95218,330.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
O75616,437.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UKK6,140.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P38935,993.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96MP5,696.0,unknown,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,1.0
Q9BXT8,1623.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O15397,1037.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.6656039070612668
Q9P031,241.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P05198,315.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P82909,103.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q76MJ5,926.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43776,548.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5TAX3,1644.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8NAV1,312.0,snRNA,SEG_intermediate,0,2,2,2,3,2,3,2,3,3,-1,0.0
Q86YF9,867.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.4064062656862314
Q9HA77,564.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43347,362.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,1.0
Q15646,514.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
A4D1B5,854.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q504Q3,1202.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96K80,434.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q96EL3,112.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q14146,1524.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H9J2,332.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O60573,245.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P82933,396.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O00425,579.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NY93,547.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P48200,963.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q07955,248.0,mRNA,SEG_intermediate,0,2,2,2,3,2,3,2,3,3,-1,0.0
Q9BX63,1249.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P42766,123.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O60518,1105.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92759,462.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43422,761.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96RS0,853.0,snRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9BRD0,619.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P42704,1394.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UK59,544.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q99728,777.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NRN9,209.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P05455,408.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9GZL7,423.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q32P41,509.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96BP3,646.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96IC2,774.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P60900,246.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q13573,536.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96FV9,657.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75691,2785.0,snoRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NYH9,597.0,snoRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P49588,968.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O60563,726.0,ncRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9ULM6,557.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P56192,900.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15434,407.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15185,160.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P49790,1475.0,diverse,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,-1,0.0
O15105,426.0,ncRNA,SEG_intermediate,0,2,1,2,3,2,3,2,3,3,-1,0.0
Q9Y473,711.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75113,896.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q14562,1220.0,mRNA,SEG_intermediate,0,2,1,2,3,2,3,2,3,3,-1,0.0
Q6P1Q9,378.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TDI0,1954.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q6ZRS2,3230.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
O15047,1707.0,ncRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9UEG4,869.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8IXZ2,948.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,1.0
Q9UKV3,1341.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
Q06830,199.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92900,1129.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
P55199,621.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9Y3Z3,626.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UPR6,939.0,unknown,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
O00418,725.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q86US8,1419.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8WYQ5,773.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NVP1,670.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9UNW9,492.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
O75530,441.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H0J9,701.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UHL0,483.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96C86,337.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NRX1,252.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96DI7,357.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N5C6,995.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9P2K8,1649.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BSC4,688.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
O60583,730.0,ncRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q5FWF4,1079.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15032,1099.0,unknown,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,2,0.9621200372023012
P14868,501.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43432,1585.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q8NC60,698.0,pre-rRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q96RP9,751.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9Y2X3,529.0,snoRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
O15234,703.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q14CZ7,662.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NXL6,827.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UBK2,798.0,unknown,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q96KR1,1074.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q17RY0,729.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q96J01,351.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UNX3,145.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H089,658.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9P2N5,1060.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9HAV4,1204.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15024,291.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O95620,317.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P51531,1590.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
P31942,346.0,mRNA,SEG_intermediate,0,1,2,1,2,1,2,1,5,2,-1,0.0
O14981,1849.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P78332,1123.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O94906,941.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P49770,351.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TBF4,217.0,snRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q15633,366.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5T8P6,1007.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
A7MD48,611.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
Q5VZF2,373.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q8IZP6,322.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
