protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
O43719,755.0,2,7,40,5.714285714285714,0.052980132450331126,3+,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.95,False
Q14694,798.0,1,3,15,5.0,0.018796992481203006,3+,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,False
Q96DP5,389.0,0,1,5,5.0,0.012853470437017995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NVM6,304.0,1,5,26,5.2,0.08552631578947369,3+,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.07692307692307693,0.46153846153846156,False
Q9UKV8,859.0,0,1,7,7.0,0.008149010477299184,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P14866,589.0,0,9,56,6.222222222222222,0.09507640067911714,3+,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.05357142857142858,0.08928571428571429,False
Q15428,464.0,0,7,54,7.714285714285714,0.11637931034482758,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.018518518518518517,0.018518518518518517,False
Q9NW13,759.0,2,6,51,8.5,0.06719367588932806,3+,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5294117647058824,0.803921568627451,False
Q7Z333,2677.0,1,8,47,5.875,0.017556966753828913,3+,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.14893617021276595,0.3617021276595745,False
Q9H6R0,707.0,0,1,8,8.0,0.011315417256011316,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,False
Q9Y5J1,556.0,1,6,38,6.333333333333333,0.0683453237410072,3+,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.2631578947368421,0.6842105263157895,False
Q7Z417,695.0,0,4,50,12.5,0.07194244604316546,3+,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,False
Q9NY12,217.0,0,6,83,13.833333333333334,0.3824884792626728,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.18072289156626506,0.18072289156626506,False
Q9H6F5,360.0,3,1,15,15.0,0.041666666666666664,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8666666666666667,False
P16989,372.0,1,12,73,6.083333333333333,0.19623655913978494,3+,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1917808219178082,0.3561643835616438,False
A0A499FI31,981.0,1,4,28,7.0,0.02854230377166157,3+,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.5714285714285714,False
Q9Y6K5,1087.0,0,1,4,4.0,0.0036798528058877645,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q5XG87,792.0,0,14,91,6.5,0.1148989898989899,3+,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.04395604395604396,0.04395604395604396,False
O43818,475.0,1,2,19,9.5,0.04,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.47368421052631576,0.47368421052631576,False
Q96EP5,407.0,4,10,60,6.0,0.14742014742014742,3+,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,False
Q4ZG55,1949.0,1,7,38,5.428571428571429,0.019497178040020522,3+,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.2631578947368421,0.3684210526315789,False
Q03701,1054.0,1,7,42,6.0,0.03984819734345351,3+,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.35714285714285715,0.7380952380952381,False
Q9BWT3,736.0,3,2,8,4.0,0.010869565217391304,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,False
Q13148,414.0,0,4,34,8.5,0.0821256038647343,3+,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,False
Q06265,439.0,2,2,16,8.0,0.03644646924829157,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5625,0.6875,False
P09012,282.0,4,1,7,7.0,0.024822695035460994,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q13247,344.0,3,8,97,12.125,0.2819767441860465,3+,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.44329896907216493,0.44329896907216493,False
Q8WVK2,155.0,3,4,62,15.5,0.4,3+,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.41935483870967744,0.6451612903225806,False
O00566,681.0,2,7,45,6.428571428571429,0.06607929515418502,3+,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26666666666666666,0.8888888888888888,False
Q96EU6,259.0,4,3,19,6.333333333333333,0.07335907335907337,3+,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.21052631578947367,0.21052631578947367,False
P09234,159.0,0,4,37,9.25,0.23270440251572327,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0.02702702702702703,False
Q5JTZ9,985.0,3,2,21,10.5,0.02131979695431472,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142858,0.2857142857142858,False
Q96J94,861.0,3,3,16,5.333333333333333,0.018583042973286876,3+,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.5625,True
Q9BZI7,483.0,1,10,58,5.8,0.12008281573498965,3+,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13793103448275862,0.9655172413793104,False
Q92797,1274.0,0,4,29,7.25,0.022762951334379906,3+,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.034482758620689655,0.10344827586206896,False
Q8IWZ8,645.0,3,4,24,6.0,0.037209302325581395,3+,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.3333333333333333,False
P51116,673.0,1,7,58,8.285714285714286,0.0861812778603269,3+,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3275862068965517,0.39655172413793105,False
Q15415,496.0,3,3,18,6.0,0.036290322580645164,3+,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,False
Q7Z478,1369.0,1,8,50,6.25,0.036523009495982466,3+,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.22,0.46,False
Q96DF8,476.0,1,3,12,4.0,0.025210084033613446,3+,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0.3333333333333333,False
Q14151,953.0,1,18,129,7.166666666666667,0.1353620146904512,3+,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.07751937984496123,0.6046511627906976,False
Q9BQ67,446.0,2,1,13,13.0,0.02914798206278027,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,False
Q8WUA2,492.0,1,8,51,6.375,0.10365853658536585,3+,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.6666666666666666,False
P82663,173.0,2,1,5,5.0,0.028901734104046242,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,False
Q9H9Z2,209.0,1,2,10,5.0,0.04784688995215311,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.6,False
O43159,456.0,1,5,35,7.0,0.07675438596491228,3+,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.4857142857142857,False
Q96EY7,689.0,2,2,19,9.5,0.027576197387518143,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3684210526315789,0.3684210526315789,False
Q12849,480.0,4,4,28,7.0,0.058333333333333334,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q9NQZ2,479.0,1,8,54,6.75,0.1127348643006263,3+,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48148148148148145,0.7777777777777778,False
O95218,330.0,1,9,110,12.222222222222221,0.3333333333333333,3+,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15454545454545454,0.4818181818181818,False
P38935,993.0,3,2,9,4.5,0.00906344410876133,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5555555555555556,0.5555555555555556,False
O15397,1037.0,2,3,15,5.0,0.01446480231436837,3+,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.8,False
Q9P031,241.0,3,4,21,5.25,0.08713692946058091,3+,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.7142857142857143,False
Q76MJ5,926.0,4,1,5,5.0,0.005399568034557235,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q5TAX3,1644.0,1,7,36,5.142857142857143,0.021897810218978103,3+,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,False
Q8NAV1,312.0,3,4,52,13.0,0.16666666666666666,3+,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3269230769230769,0.5961538461538461,False
Q86YF9,867.0,1,6,35,5.833333333333333,0.040369088811995385,3+,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11428571428571428,0.6285714285714286,False
Q9HA77,564.0,3,1,5,5.0,0.008865248226950355,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,False
O43347,362.0,0,1,8,8.0,0.022099447513812154,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A4D1B5,854.0,4,3,21,7.0,0.02459016393442623,3+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,False
Q504Q3,1202.0,4,3,15,5.0,0.012479201331114808,3+,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q96K80,434.0,0,5,47,9.4,0.10829493087557604,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,False
Q14146,1524.0,4,5,27,5.4,0.017716535433070866,3+,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18518518518518517,0.18518518518518517,False
Q07955,248.0,0,4,40,10.0,0.16129032258064516,3+,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.35,0.35,False
O60518,1105.0,4,2,13,6.5,0.011764705882352941,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.15384615384615385,0.15384615384615385,False
Q96RS0,853.0,1,4,29,7.25,0.03399765533411489,3+,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27586206896551724,0.7586206896551724,False
Q9BRD0,619.0,1,14,70,5.0,0.11308562197092084,3+,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05714285714285714,0.45714285714285713,False
P42704,1394.0,4,4,19,4.75,0.013629842180774749,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q9UK59,544.0,2,3,15,5.0,0.027573529411764705,3+,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.8,False
Q99728,777.0,4,4,18,4.5,0.023166023166023165,3+,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.2777777777777778,0.2777777777777778,False
P05455,408.0,1,3,15,5.0,0.03676470588235294,3+,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6,False
Q9GZL7,423.0,0,1,4,4.0,0.009456264775413711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,False
Q96BP3,646.0,3,4,28,7.0,0.043343653250773995,3+,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.03571428571428571,0.4642857142857143,False
Q96IC2,774.0,2,1,4,4.0,0.00516795865633075,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,False
Q13573,536.0,1,2,13,6.5,0.024253731343283583,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07692307692307693,0.5384615384615384,False
O75691,2785.0,1,12,66,5.5,0.0236983842010772,3+,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.12121212121212122,0.696969696969697,False
O60563,726.0,0,5,34,6.8,0.046831955922865015,3+,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P56192,900.0,1,2,8,4.0,0.008888888888888889,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,False
P49790,1475.0,0,21,133,6.333333333333333,0.09016949152542372,3+,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.03007518796992481,0.03007518796992481,False
O15105,426.0,0,4,24,6.0,0.056338028169014086,3+,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9Y473,711.0,0,1,6,6.0,0.008438818565400843,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,False
Q14562,1220.0,3,4,40,10.0,0.03278688524590164,3+,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.475,0.725,False
Q8TDI0,1954.0,1,16,115,7.1875,0.05885363357215967,3+,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.043478260869565216,0.7217391304347827,False
Q6ZRS2,3230.0,1,60,415,6.916666666666667,0.12848297213622292,3+,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,-0.09156626506024096,0.2457831325301205,False
O15047,1707.0,1,28,309,11.035714285714286,0.18101933216168717,3+,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.17475728155339806,0.2783171521035599,False
Q9UEG4,869.0,4,5,26,5.2,0.02991944764096663,3+,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.23076923076923078,0.23076923076923078,False
Q8IXZ2,948.0,0,13,87,6.6923076923076925,0.09177215189873418,3+,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04597701149425287,0.13793103448275862,False
Q9UKV3,1341.0,1,26,203,7.8076923076923075,0.15137956748695003,3+,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,-0.15270935960591134,0.5665024630541872,False
Q92900,1129.0,0,2,30,15.0,0.026572187776793623,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P55199,621.0,3,1,6,6.0,0.00966183574879227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,False
Q9UPR6,939.0,1,9,55,6.111111111111111,0.058572949946751864,3+,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.01818181818181818,0.2727272727272727,False
Q86US8,1419.0,3,10,60,6.0,0.042283298097251586,3+,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.15,0.4166666666666667,False
Q8WYQ5,773.0,0,1,4,4.0,0.00517464424320828,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NVP1,670.0,3,2,15,7.5,0.022388059701492536,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,False
Q9UNW9,492.0,0,8,79,9.875,0.16056910569105692,3+,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96DI7,357.0,0,1,4,4.0,0.011204481792717087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,False
Q9P2K8,1649.0,2,4,28,7.0,0.016979987871437233,3+,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.35714285714285715,0.5714285714285714,False
Q9BSC4,688.0,2,3,15,5.0,0.02180232558139535,3+,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9333333333333333,0.9333333333333333,False
O60583,730.0,0,5,50,10.0,0.0684931506849315,3+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,False
Q5FWF4,1079.0,0,1,4,4.0,0.0037071362372567192,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q15032,1099.0,0,13,80,6.153846153846154,0.07279344858962693,3+,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.025,0.125,False
O43432,1585.0,1,14,91,6.5,0.05741324921135647,3+,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.10989010989010989,0.17582417582417584,False
Q9Y2X3,529.0,1,7,48,6.857142857142857,0.09073724007561437,3+,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.8125,False
O15234,703.0,0,10,71,7.1,0.10099573257467995,3+,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.056338028169014086,0.11267605633802817,False
Q9NXL6,827.0,0,1,4,4.0,0.0048367593712212815,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UBK2,798.0,1,8,45,5.625,0.05639097744360902,3+,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.24444444444444444,0.4222222222222222,False
Q96KR1,1074.0,1,14,133,9.5,0.12383612662942271,3+,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.6695083077070022e-18,0.19548872180451127,False
Q17RY0,729.0,0,7,52,7.428571428571429,0.07133058984910837,3+,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.019230769230769235,0.019230769230769235,False
Q9H089,658.0,2,4,18,4.5,0.02735562310030395,3+,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6666666666666666,0.6666666666666666,False
Q9P2N5,1060.0,1,12,114,9.5,0.10754716981132076,3+,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.07017543859649122,0.3684210526315789,False
Q9HAV4,1204.0,4,1,6,6.0,0.0049833887043189366,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1666666666666667,0.1666666666666667,False
P51531,1590.0,1,19,172,9.052631578947368,0.10817610062893082,3+,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.0872093023255814,0.4476744186046512,False
P31942,346.0,4,7,36,5.142857142857143,0.10404624277456648,3+,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.08333333333333333,0.08333333333333333,False
P78332,1123.0,1,17,104,6.117647058823529,0.09260908281389137,3+,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.0673076923076923,0.5865384615384616,False
O94906,941.0,1,9,42,4.666666666666667,0.044633368756641874,3+,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07142857142857142,0.6428571428571429,False
Q8TBF4,217.0,1,3,25,8.333333333333334,0.1152073732718894,3+,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.881784197001253e-18,0.88,False
Q15633,366.0,4,3,16,5.333333333333333,0.04371584699453552,3+,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.06249999999999997,0.06249999999999997,False
Q5T8P6,1007.0,1,17,119,7.0,0.11817279046673287,3+,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0.10084033613445378,0.4369747899159664,False
