uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q9BXT8,1623.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q5TAX3,1644.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8NAV1,312.0,snRNA,AlcoR,1,1,1,1,0,1,4,1,4,1,-1,0.0
Q86YF9,867.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q14146,1524.0,pre-rRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
Q9H9J2,332.0,ribosomal protein,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
O60573,245.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
O00425,579.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q9NY93,547.0,pre-rRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q9BX63,1249.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
O75691,2785.0,snoRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q9NYH9,597.0,snoRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
P49588,968.0,tRNA,AlcoR,1,1,0,1,3,2,0,2,0,2,-1,0.0
O60563,726.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q15185,160.0,ncRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
P49790,1475.0,diverse,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O15105,426.0,ncRNA,AlcoR,1,1,1,1,1,2,2,2,2,2,-1,0.0
Q9Y473,711.0,unknown,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
O75113,896.0,unknown,AlcoR,0,1,0,1,3,2,3,2,5,2,-1,0.0
Q14562,1220.0,mRNA,AlcoR,0,2,0,3,3,4,3,4,3,4,-1,0.0
Q6P1Q9,378.0,tRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q8TDI0,1954.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q6ZRS2,3230.0,unknown,AlcoR,1,2,0,3,0,4,3,5,3,6,-1,0.0
O15047,1707.0,ncRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q9UEG4,869.0,unknown,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
O00418,725.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q86US8,1419.0,mRNA,AlcoR,0,1,0,1,0,2,4,2,5,2,-1,0.0
Q8WYQ5,773.0,ncRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9NVP1,670.0,pre-rRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8N5C6,995.0,unknown,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
Q9P2K8,1649.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9BSC4,688.0,pre-rRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q5FWF4,1079.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96RP9,751.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9NXL6,827.0,ncRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q9UBK2,798.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q96KR1,1074.0,unknown,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9P2N5,1060.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
Q9HAV4,1204.0,ncRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
O14981,1849.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O94906,941.0,snRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
P49770,351.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q5T8P6,1007.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
A7MD48,611.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q5VZF2,373.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8IZP6,322.0,snRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q86U38,636.0,pre-rRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
A0A0A0MQW0,576.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8NCV1,583.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9ULX3,412.0,pre-rRNA,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
Q9H0W8,520.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9HC10,1997.0,unknown,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
P82675,430.0,ribosomal protein,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q8WTS6,366.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96HR8,494.0,snoRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96H79,300.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9NZB2,1118.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P49589,748.0,tRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
Q9C0D7,883.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q13405,166.0,ribosomal protein,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
Q53EL6,469.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
Q9UK39,431.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8IZD4,617.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8N442,669.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q5W0B1,726.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q5T200,1668.0,unknown,AlcoR,1,1,1,1,0,1,4,1,4,1,-1,0.0
Q96GW9,593.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P49792,3224.0,mRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q68D06,897.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8TEQ6,1508.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O95104,1147.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O43541,496.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9NRX2,175.0,ribosomal protein,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
O60841,1220.0,tRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q14974,876.0,mRNA,AlcoR,0,1,0,1,3,2,0,2,5,2,-1,0.0
Q5SZQ8,465.0,mRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q9HC44,474.0,unknown,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
Q9NP77,194.0,mRNA,AlcoR,0,1,2,1,2,2,1,2,1,2,-1,0.0
Q15269,919.0,snoRNA,AlcoR,0,1,2,1,2,2,0,2,5,2,-1,0.0
Q15424,915.0,mRNA,AlcoR,0,1,2,1,0,2,4,2,5,2,-1,0.0
P25311,298.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9NQ29,371.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q9UBU9,619.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9HCJ3,691.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
O14979,420.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8TDG4,1101.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O14776,1098.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O15455,904.0,ncRNA,AlcoR,1,1,2,1,2,2,2,2,2,2,-1,0.0
A0A0A0MQZ6,189.0,pre-rRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
O95391,586.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
O94913,1555.0,mRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q8WWH5,349.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9P2I0,782.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q7Z3Z4,852.0,ncRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
H0Y2Q1,191.0,tRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
Q9BRS8,491.0,mRNA,AlcoR,0,1,2,1,2,2,3,2,5,2,-1,0.0
P15918,1043.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q08AF3,891.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q6ZRY4,209.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q93091,150.0,diverse,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
A0A499FIA3,238.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P17480,764.0,pre-rRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q96QU8,1125.0,mRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
Q9BXU2,312.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P17039,623.0,unknown,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q15393,1217.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q16637,294.0,snRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q9HC36,420.0,pre-rRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
Q96AZ6,181.0,ncRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9NZJ5,1116.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
P13639,858.0,tRNA,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
F5H0R1,912.0,snRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q9UNX4,943.0,snoRNA,AlcoR,0,1,1,1,0,2,3,2,5,2,-1,0.0
Q6L8Q7,609.0,mRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
O14746,1132.0,ncRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q32MZ4,808.0,ncRNA,AlcoR,0,1,2,1,2,2,1,2,1,2,-1,0.0
Q9UL03,887.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9BUQ8,820.0,snRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9BQC6,102.0,ribosomal protein,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
O15446,510.0,pre-rRNA,AlcoR,0,1,2,1,0,2,4,2,5,2,-1,0.0
Q8IY37,1157.0,snoRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q96PK6,669.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96G46,650.0,tRNA,AlcoR,1,1,0,1,0,2,4,2,4,2,-1,0.0
Q00341,1268.0,mRNA,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
Q9UHB9,627.0,ncRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q8N5Y2,521.0,ncRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q9H2W6,279.0,ribosomal protein,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q86YN6,1023.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q969Y2,492.0,tRNA,AlcoR,0,1,0,1,3,2,0,2,5,2,-1,0.0
Q07666,443.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
P43897,325.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q13064,507.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
A0A384DVK4,778.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9UBP6,276.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P78317,190.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q92665,395.0,ribosomal protein,AlcoR,0,1,2,1,2,2,2,2,5,2,-1,0.0
Q9NPD3,245.0,diverse,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q12996,717.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q13151,305.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q5ST30,1063.0,tRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
O95363,451.0,tRNA,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
O75643,2136.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8N2A8,252.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P82912,194.0,ribosomal protein,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
O94762,991.0,unknown,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q7Z6E9,1792.0,mRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
O75818,363.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9Y265,456.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96E39,390.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
P16383,781.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8NC26,417.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q7KZ85,1726.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9Y6M1,599.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P57678,1058.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8TF46,1054.0,diverse,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
P49411,455.0,mRNA,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
Q07864,2286.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9H9L3,353.0,pre-rRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q8TDD1,881.0,pre-rRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q14258,630.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q96MX3,618.0,unknown,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q7Z7H8,261.0,ribosomal protein,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q8WWY3,499.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P62875,67.0,mRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
P52272,730.0,mRNA,AlcoR,0,1,1,1,1,2,0,2,0,2,-1,0.0
Q8NDV7,1962.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q6P9B9,1019.0,snRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q9NRA8,985.0,mRNA,AlcoR,0,1,1,1,0,2,4,2,4,2,-1,0.0
Q9UBC3,853.0,diverse,AlcoR,0,1,1,1,1,2,1,2,1,2,-1,0.0
O94992,359.0,ncRNA,AlcoR,0,1,0,1,0,2,4,2,5,2,-1,0.0
Q9UJV9,622.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
Q6GMV3,140.0,tRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q5T1V6,619.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
B0QYK0,618.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q6ZSC3,357.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P26641,437.0,tRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q14147,1143.0,mRNA,AlcoR,1,1,0,1,3,2,3,2,3,2,-1,0.0
P84022,425.0,ncRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q71DI3,136.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q9NQ50,206.0,ribosomal protein,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
F8W6I7,307.0,mRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
P52815,198.0,ribosomal protein,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
Q7Z4G4,463.0,tRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q86XU0,584.0,unknown,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q8WXA9,508.0,mRNA,AlcoR,0,1,0,1,3,1,3,1,3,1,-1,0.0
Q2NKX8,1250.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
Q6PKG0,1096.0,mRNA,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
O15523,660.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
O43143,795.0,mRNA,AlcoR,0,2,0,3,3,4,3,4,3,4,-1,0.0
Q13523,1007.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P82979,210.0,mRNA,AlcoR,0,1,1,1,0,2,4,2,4,2,-1,0.0
Q9NQM4,214.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
A2RTX5,802.0,tRNA,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
P52597,415.0,mRNA,AlcoR,1,1,1,1,1,2,0,2,0,2,-1,0.0
Q9NVN8,582.0,pre-rRNA,AlcoR,0,1,0,1,3,2,3,2,3,2,-1,0.0
P68104,462.0,tRNA,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
Q9Y388,322.0,mRNA,AlcoR,1,1,1,1,0,1,4,1,4,1,-1,0.0
Q14684,758.0,pre-rRNA,AlcoR,0,1,0,1,3,2,3,2,5,2,-1,0.0
Q86U06,439.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q9BV44,507.0,tRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q6IEG0,339.0,snRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q8TBZ8,553.0,unknown,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q17RN3,349.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P51508,661.0,unknown,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P35789,620.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
P62316,118.0,snRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
H7BXY3,1166.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q04637,1599.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
Q9UPY3,1922.0,ncRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
P49761,490.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q7KZF4,910.0,mRNA,AlcoR,0,1,2,1,2,2,2,2,2,2,-1,0.0
Q9HAU5,1272.0,mRNA,AlcoR,0,1,2,1,2,2,0,2,0,2,-1,0.0
J3KP02,692.0,unknown,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
Q14204,4646.0,mRNA,AlcoR,1,1,1,1,1,2,1,2,1,2,-1,0.0
P18583,2426.0,mRNA,AlcoR,1,1,1,1,0,2,4,2,4,2,-1,0.0
P26599,557.0,mRNA,AlcoR,1,1,0,1,3,2,0,2,0,2,-1,0.0
O75437,659.0,unknown,AlcoR,0,1,0,1,3,2,0,2,0,2,-1,0.0
